ABBREVIATIONS,USED,FOR,DAILY,SURFACE,TAB2,DATA,:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
----------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDEX,=,INDEX,NO.,OF,THE,STATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,=,MONTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DT,=,DATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAX,=,MAXIMUM,TEMPERATURE,(in,degree,C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIN,=,MINIMUM,TEMPERATURE,(in,degree,C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AW,=,AVERAGE,WIND,SPEED,(in,Kms.,per,Hour),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R/F,=,RAINFALL,(in,mm,),IN,24,HOURS,ENDING,O830,HOURS,IST,,,,,,,,,,,,,,,,,,,,,,,,,,,
42867,2009,7,5,32.8,25,3,10.9,4.4,2,0,4,1,0,0,0,0,1,0,0,0,9,4,225,6,5,135,,,,,,,,,,,,,
42867,2009,7,6,30.8,25,2,0,4.4,2,45,2,1,1,0,0,0,1,0,0,0,9,4,165,6,4,165,5,1,30,,,,,,,,,,
42867,2009,7,7,32.6,25,3,3.6,4.6,3,0,2.9,1,0,0,0,0,1,0,0,0,9,1,310,6,1,135,,,,,,,,,,,,,
42867,2009,7,8,34.3,24.8,3,15.7,3.6,2,0,3,1,1,0,0,0,0,0,0,0,6,5,325,5,4,100,,,,,,,,,,,,,
42867,2009,7,9,28.3,23,5,59.1,2.6,15,35,0,1,1,0,0,0,0,0,0,0,6,1,884,5,7,40,,,,,,,,,,,,,
42867,2009,7,10,30,23.7,4,10,3.6,8,41,0.4,1,1,0,0,0,0,0,0,0,6,1,135,5,3,180,,,,,,,,,,,,,
42867,2009,7,11,31.7,24.8,4,0,2,45,2.4,1,1,0,0,0,0,0,0,0,6,8,10,5,8,75,,,,,,,,,,,,,,
42867,2009,7,12,33.3,24,5,2.1,4.2,6,25,7.2,1,1,0,0,0,0,0,0,0,6,1,300,5,3,175,,,,,,,,,,,,,
42867,2009,7,13,32.2,25.1,4,0.3,4.4,2,55,1.2,1,0,0,0,0,0,0,0,0,6,8,140,,,,,,,,,,,,,,,,
42867,2009,7,14,30.9,24.2,6,3.3,3.9,9,50,0.4,1,1,0,0,0,0,0,0,0,6,1,690,5,4,225,,,,,,,,,,,,,
42867,2009,7,15,31.6,24,6,88.6,3.2,16,15,0.4,1,0,0,0,0,1,0,0,0,9,4,120,6,1,800,,,,,,,,,,,,,
42867,2009,7,16,27,24,6,21.8,2,5,5,0,0,1,0,0,0,0,0,0,0,5,3,25,,,,,,,,,,,,,,,,
42867,2009,7,17,27.4,24,5,0,2.6,0,10,0,1,0,0,0,0,0,0,0,0,6,5,40,,,,,,,,,,,,,,,,
42867,2009,7,18,32.5,24,3,1.6,3.8,0,40,4.2,1,1,0,0,0,0,0,0,0,6,8,50,5,5,210,,,,,,,,,,,,,
42867,2009,7,19,32.7,24.4,4,4.3,3.4,8,20,3,1,1,0,0,0,0,0,0,0,6,1,330,5,1,70,,,,,,,,,,,,,
42867,2009,7,20,31.2,22.6,6,32.5,1.8,9,20,0.3,1,1,0,0,0,0,0,0,0,6,1,730,5,4,120,,,,,,,,,,,,,
42867,2009,7,21,28.5,23.4,5,24.2,3.1,9,48,0.4,1,1,0,0,0,0,0,0,0,6,3,370,5,1,28,,,,,,,,,,,,,
42867,2009,7,22,28.9,23.8,7,11.5,3.1,12,50,0,1,1,0,0,0,0,0,0,0,6,1,330,5,1,230,,,,,,,,,,,,,
42867,2009,7,23,27.5,23,8,0.8,3.4,6,40,0.5,1,1,0,0,0,0,0,0,0,6,7,5,5,1,450,,,,,,,,,,,,,
42867,2009,7,24,32,23.2,5,0.2,3.7,1,45,6.4,1,1,0,0,0,0,0,0,0,6,8,35,,,,,,,,,,,,,,,,
42867,2009,7,25,32.4,23.6,4,0,3.9,0,35,7.9,1,0,0,0,0,0,0,0,0,6,6,45,,,,,,,,,,,,,,,,
42867,2009,7,26,33,24,5,2.4,3.8,1,10,9.6,1,0,0,0,0,0,0,0,0,6,1,750,,,,,,,,,,,,,,,,
42867,2009,7,27,28.7,23.8,5,24.1,3,13,5,0,1,1,0,0,0,0,0,0,0,6,1,90,5,8,30,,,,,,,,,,,,,
42867,2009,7,28,29.5,23.5,3,4.9,3.8,3,40,0.4,1,0,0,0,0,0,0,0,0,6,1,225,,,,,,,,,,,,,,,,
42867,2009,7,29,32.2,23.6,3,1.9,3.5,1,5,5.4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,7,30,31.9,24.4,2,0,3.8,0,0,4.4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,7,31,33.4,25,3,0,4,0,0,6.2,0,1,0,0,0,0,0,0,0,5,6,5,,,,,,,,,,,,,,,,
42867,2009,8,1,33.5,24.2,3,0,3.4,0,5,7.3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,8,2,33,24.4,4,0,4.4,0,0,7.9,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,8,3,32.1,25,4,0,3.8,0,0,4.3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,8,4,33.8,24.2,3,0,4.2,0,0,8.8,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,8,5,34,25.4,3,0,5,0,0,9.6,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,8,6,32.4,24,3,0,4.8,0,0,4.1,1,0,0,0,0,0,0,0,0,6,6,70,,,,,,,,,,,,,,,,
42867,2009,8,7,32.6,24.2,3,2.6,4.4,1,10,5.2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,8,8,27,24.6,2,0,4.8,0,0,8,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,8,9,27.6,25,3,0,0,0,6.7,1,1,0,0,0,0,0,0,0,6,6,190,5,8,120,,,,,,,,,,,,,,
42867,2009,8,10,33.9,25.6,3,0.5,5,40,3.4,1,1,0,0,0,0,0,0,0,6,5,230,5,1,45,,,,,,,,,,,,,,
42867,2009,8,11,31,24.5,2,0.6,4,6,25,0.2,1,1,0,0,0,0,0,0,0,6,2,175,5,3,230,,,,,,,,,,,,,
42867,2009,8,12,32,25,2,38,3.8,8,45,0.4,1,1,0,0,0,0,0,0,0,6,2,240,5,2,160,,,,,,,,,,,,,
42867,2009,8,13,31.5,25,3,0.7,4.2,2,20,2.1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,8,14,33.4,25.2,4,0,4.4,0,0,3.8,1,1,0,0,0,0,0,0,0,6,7,85,5,4,410,,,,,,,,,,,,,
42867,2009,8,15,29,24.4,2,0,4,8,15,0,1,0,0,0,0,0,0,0,0,6,4,25,,,,,,,,,,,,,,,,
42867,2009,8,16,31.5,23.8,3,0.1,3.9,0,25,1.8,1,0,0,0,0,0,0,0,0,6,5,60,,,,,,,,,,,,,,,,
42867,2009,8,17,31.5,24.5,2,0.2,4,1,0,4.6,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,8,18,34,24.6,1,0,4.3,0,0,9.5,1,1,0,0,0,0,0,0,0,6,4,20,5,4,115,,,,,,,,,,,,,
42867,2009,8,19,32.5,25.1,1,0.7,4.3,2,15,2.9,1,0,0,0,0,0,0,0,0,6,6,430,,,,,,,,,,,,,,,,
42867,2009,8,20,34,23.4,4,31.2,4,10,55,5.2,1,0,0,0,0,0,0,0,0,6,1,525,,,,,,,,,,,,,,,,
42867,2009,8,21,27.5,23.5,3,10.8,3.2,5,0,0.1,1,0,0,0,0,1,0,0,0,9,6,50,6,6,290,,,,,,,,,,,,,
42867,2009,8,22,32,23.4,3,0.7,2.4,4,50,5.8,1,0,0,0,0,1,0,0,0,9,5,120,6,5,180,,,,,,,,,,,,,
42867,2009,8,23,31,24.3,1,10.2,3.2,3,0,1.4,1,0,0,0,0,1,0,0,0,9,6,90,6,3,110,,,,,,,,,,,,,
42867,2009,8,24,33,23.5,2,2.3,0.4,1,50,3.8,1,0,0,0,0,1,0,0,0,9,7,60,6,5,75,,,,,,,,,,,,,
42867,2009,8,25,33.5,23.4,2,4,4.4,3,20,5.8,1,1,0,0,0,1,0,0,0,9,6,25,7,6,1,6,1,530,5,7,60,,,,,,,
42867,2009,8,26,33,23,4,16.4,2.4,9,2,3,1,5,44,7,15,24,1,1,1,0,0,0,1,0,0,0,9,5,440,6,1,615,5,8,180,,,
42867,2009,8,27,28.5,23.4,3,27,2,13,35,0,1,1,0,0,0,1,0,0,0,9,5,410,6,3,535,5,1,70,,,,,,,,,,
42867,2009,8,28,31,21.6,3,62,1.6,11,30,1.1,1,1,0,0,0,1,0,0,0,9,1,120,6,1,210,5,4,30,,,,,,,,,,
42867,2009,8,29,29.5,23.6,4,4,2.6,1,0,0.7,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,8,30,31.7,23.8,2,0,3.8,0,0,5.8,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,8,31,33.4,25.2,2,0,4,0,0,5.8,1,1,0,0,0,0,0,0,0,6,6,105,5,8,105,,,,,,,,,,,,,
42867,2009,9,1,34,23.6,2,16.5,2.8,4,30,3,1,1,0,0,0,1,0,0,0,9,6,330,6,6,400,5,1,60,,,,,,,,,,
42867,2009,9,2,33,24,3,10.2,3.6,8,40,5.2,1,0,0,0,0,1,0,0,0,9,5,65,6,1,145,,,,,,,,,,,,,
42867,2009,9,3,32.6,23.5,3,2.9,2.8,0,25,4.8,0,0,0,0,0,1,0,0,0,9,8,90,,,,,,,,,,,,,,,,
42867,2009,9,4,32.2,24.8,1,0,3,0,0,3.8,0,0,0,0,0,1,0,0,0,9,1,140,,,,,,,,,,,,,,,,
42867,2009,9,5,31.7,24.1,2,0,4.2,0,0,5.4,1,0,0,0,0,1,0,0,0,9,5,275,6,4,605,,,,,,,,,,,,,
42867,2009,9,6,31.3,23.6,3,19.4,2.6,10,5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
42867,2009,9,7,33,23.7,4,0,4,0,0,9.5,1,1,0,0,0,0,0,0,0,6,7,140,5,8,60,,,,,,,,,,,,,
42867,2009,9,8,33.6,24.2,5,1.8,3.8,5,20,8.8,0,1,0,0,0,0,0,0,0,5,1,120,,,,,,,,,,,,,,,,
42867,2009,9,9,31.7,22.8,7,38,2.9,6,40,1.6,1,0,0,0,0,0,0,0,0,6,1,515,,,,,,,,,,,,,,,,
42867,2009,9,10,28.4,21.6,6,5.9,1.8,1,55,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,9,11,31.6,22.6,3,0,0,0,5.3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
42867,2009,9,12,33,23.8,2,0,3.6,0,0,8.4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,9,13,34,23.8,2,0,3.6,0,0,8.2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,9,14,35,22.8,2,0,3.6,0,0,9.4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,9,15,34.5,24,4,0,4.4,0,0,9.9,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,9,16,35.4,21,4,0,4.4,0,0,10.3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,9,17,35,22.4,4,0,4.2,0,0,10.3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,9,18,34.4,22.5,2,0,5,0,0,10,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,9,19,35.1,23,3,0,4.6,0,0,9.4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,9,20,35.6,23.2,2,0,5,0,0,10.1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,9,21,35.5,23.5,2,0,4.8,0,0,8.8,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,9,22,36.3,23.5,1,0,4.9,0,0,8.9,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,9,23,36.2,23.4,2,0,5.2,0,0,9.2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,9,24,36.7,21.9,3,0,5.9,0,0,9.8,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,9,25,36.1,23.7,5,0,5.9,0,0,10.1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,9,26,36.2,23.8,6,0,5.4,0,0,9.5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,9,27,35.2,24,5,0,4.8,0,0,9.4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,9,28,34.6,24,5,0,4.6,0,0,6.8,1,0,0,0,0,1,0,0,0,9,6,335,6,7,30,,,,,,,,,,,,,
42867,2009,9,29,36.6,24,3,3.7,4.6,0,30,7.8,1,0,0,0,0,1,0,0,0,9,7,70,6,7,115,,,,,,,,,,,,,
42867,2009,9,30,35.3,24.4,4,3.9,3.9,1,55,8.9,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,10,1,36.6,25,2,0,5,0,0,10.3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,10,2,36.1,24.8,7,0,5,0,10,9.3,1,1,0,0,0,0,0,0,0,6,2,300,5,6,55,,,,,,,,,,,,,
42867,2009,10,3,33.6,23.9,5,28.9,3.5,13,55,3.4,1,0,0,0,0,0,0,0,0,6,1,635,,,,,,,,,,,,,,,,
42867,2009,10,4,32,24.8,4,2.8,2.8,3,5,1.7,1,0,0,0,0,1,0,0,0,9,6,270,6,1,328,,,,,,,,,,,,,
42867,2009,10,5,31.8,24.1,3,29.3,3.4,4,48,3.2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,10,6,30.5,24,3,0,4,0,0,2.5,1,0,0,0,0,0,0,0,0,6,4,95,,,,,,,,,,,,,,,,
42867,2009,10,7,30.3,23.4,3,0.1,3.5,1,35,1.7,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,10,8,32.6,22.1,3,0,4,0,0,9.4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,10,9,33.7,20,3,0,4.2,0,0,9.1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
42867,2009,10,10,33.5,19.4,2,0,3,0,0,9.3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,10,11,33.2,18.6,2,0,4.1,0,0,9.8,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,10,12,34,19.4,2,0,4,0,0,9.5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,10,13,34.1,19.5,2,0,3.6,0,0,9.4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,10,14,34.4,19.9,2,0,4.2,0,0,9.4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,10,15,34.7,21.4,1,0,4.6,0,0,9.4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,10,16,35,20.5,2,0,4,0,0,9.4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,10,17,34.8,20.5,2,0,5,0,0,9.4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,10,18,34.8,19.4,1,0,4.4,0,0,9.6,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,10,19,34.7,16.3,2,0,4,0,0,10,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,10,20,35,17,2,0,3.6,0,0,10,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,10,21,34.9,17,2,0,3.4,0,0,10.1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,10,22,34.6,16.8,3,0,3,0,0,10.3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,10,23,34.8,16.8,3,0,2.7,0,0,10.1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,10,24,34,15.3,2,0,3.2,0,0,9.9,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,10,25,34,15.7,2,0,3.2,0,0,9.8,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,10,26,33.5,13.2,2,0,3.2,0,0,10.1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,10,27,33.8,13,3,0,2.2,0,0,10.4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,10,28,34,14.9,3,0,3,0,0,10.3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,10,29,33.7,15,2,0,2.6,0,0,10.2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,10,30,34.3,15,3,0,2.6,0,0,9.7,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,10,31,33.6,14.8,3,0,2.3,0,0,7.6,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,11,1,35,15.3,2,0,2.8,0,0,9.5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,11,2,34.5,16.5,2,0,2.8,0,0,9.5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,11,3,34.2,15.6,3,0,2.8,0,0,9.3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,11,4,33.4,17,3,0,3,0,0,9.4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,11,5,33.4,17.8,3,0,3.6,0,0,9.2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,11,6,33.5,19.4,3,0,3.6,0,0,9.3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,11,7,33.5,19.8,3,0,3.6,0,0,9.4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,11,8,33.6,19.4,2,0,3.8,0,0,8.7,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,11,9,33.2,22.4,4,0,4.2,0,0,7.4,1,1,0,0,0,0,0,0,0,6,4,180,5,7,20,,,,,,,,,,,,,
42867,2009,11,10,25.8,20.8,3,4.4,2.6,9,55,0,1,1,0,0,0,0,0,0,0,6,2,75,5,1,385,,,,,,,,,,,,,
42867,2009,11,11,25.3,19,4,0,1,1,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,11,12,30.8,21.2,5,2.8,2.2,4,40,2.4,1,0,0,0,0,0,0,0,0,6,1,300,,,,,,,,,,,,,,,,
42867,2009,11,13,30.4,22.6,4,0,3.2,0,20,1.9,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,11,14,32.3,22.5,3,0,3.6,0,0,5.9,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,11,15,34.4,22.5,3,0,3.6,0,0,8.4,1,1,0,0,0,1,0,0,0,9,8,130,6,8,130,5,8,50,,,,,,,,,,
42867,2009,11,16,34,22,3,2.1,3.2,5,50,7.5,1,1,0,0,0,0,0,0,0,6,2,235,5,1,205,,,,,,,,,,,,,
42867,2009,11,17,30.7,19.3,3,19.6,2.8,13,0,1.2,1,1,0,0,0,0,0,0,0,6,1,780,5,1,60,,,,,,,,,,,,,
42867,2009,11,18,22.6,19,3,3.3,1.1,5,30,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,11,19,29.5,17.5,3,0,2.6,0,0,7.6,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,11,20,29.5,14.4,3,0,3,0,0,8.7,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,11,21,28.1,12.6,2,0,3.2,0,0,9.5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,11,22,27.6,11.8,3,0,3.4,0,0,9.6,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,11,23,28,11.8,2,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
42867,2009,11,24,29,13,2,0,2.3,0,0,9.8,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,11,25,30.2,13,2,0,2.2,0,0,8.6,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,11,26,30.7,14.3,2,0,2.2,0,0,9.5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,11,27,30.6,13.4,3,0,2,0,0,9.8,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,11,28,30.2,13.5,5,0,2.7,0,0,9.7,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,11,29,29.2,13.1,2,0,1.5,0,0,7.7,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,11,30,29,12,2,0,1.4,0,0,9.5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,12,1,29.1,12.1,2,0,1.9,0,0,9.6,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,12,2,29.2,12.5,2,0,2,0,0,9.6,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,12,3,29.6,12.7,2,0,2.4,0,0,9.5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,12,4,30,13.4,2,0,2,0,0,8.9,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,12,5,29.8,13.8,1,0,2.6,0,0,8.7,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,12,6,29.7,13.4,2,0,3,0,0,8.7,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,12,7,30.5,14,1,0,3.2,0,0,9.4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,12,8,30.6,16.4,1,0,3.2,0,0,8.5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,12,9,32,15.8,1,0,3.4,0,0,8.6,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,12,10,31.5,16.8,1,0,3.4,0,0,8.8,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,12,11,31.4,16.7,1,0,3.2,0,0,8.5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,12,12,31.3,17.5,2,0,2.7,0,0,8.5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,12,13,31.4,15.4,2,0,2.8,0,0,9.2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,12,14,30.5,15.6,2,0,3,0,0,8.9,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,12,15,31.2,15.4,2,0,3.4,0,0,8.9,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,12,16,31,15.3,2,0,3.2,0,0,9.1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,12,17,31,17.6,2,0,3,0,0,8.8,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,12,18,29.5,17.2,4,3.2,2.4,1,25,6,1,1,0,0,0,1,0,0,0,9,2,55,6,2,55,5,3,60,,,,,,,,,,
42867,2009,12,19,27.7,17,3,0,2.8,0,30,5.1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,12,20,29.4,16,3,0,3,0,0,8.9,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,12,21,30.2,15.8,3,0,3,0,0,9.1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,12,22,29.6,14.2,3,0,3.4,0,0,9.6,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,12,23,28.5,10.7,3,0,2.6,0,0,9.3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,12,24,28,10,2,0,1.6,0,0,9.6,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,12,25,29,11.2,2,0,1.7,0,0,9.6,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,12,26,28.5,11.2,1,0,2,0,0,9.4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,12,27,28.4,11.8,2,0,2.4,0,0,9.2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,12,28,28.9,13,2,0,1.8,0,0,9.4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,12,29,28.4,14,2,0,2.4,0,0,8.3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2009,12,30,27.6,18.5,2,0.6,2.4,1,0,4,1,1,0,0,0,0,0,0,0,6,3,230,5,2,60,,,,,,,,,,,,,
42867,2009,12,31,24.9,15.5,3,0.4,1,3,50,1,0,0,0,0,0,0,0,1,0,4,1,580,,,,,,,,,,,,,,,,
42867,2010,1,1,26.6,8.7,2,0,0.9,0,0,6.9,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2010,1,2,28,8.8,3,0,0.6,0,0,9.8,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2010,1,3,27.5,10.5,2,0,0.6,0,0,9.7,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2010,1,4,29.4,14.2,3,0,1.8,0,0,9.2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2010,1,5,16.8,14.4,3,0,1.8,0,0,9.2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2010,1,6,27,10.8,3,0,1.6,0,0,9.6,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
42867,2010,1,7,27,7.5,3,0,1.6,0,0,9.6,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
