date,MAX,MIN,R.F,EVP,DR,NRF,SSH,...SLP,..MSLP,..DBT,..WBT,..DPT,.RH,..VP,DD,FFF,AW,VV,Cl,A,Cm,A.1,Ch,A.2,Dl,Dm,Dh,TC,h,c,a,Ht
2006-08-26,29.4,23.8,2.3,2.5,2,20,2.1,978.9,1014.5,19.8,16.8,14.7,72,167,36,8,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-08-27,31.2,23.8,0,5.3,0,0,3.2,979.8,1015.5,19.6,15,11.2,58,133,36,6,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-08-28,31.5,23.6,0.4,4.8,0,15,3.4,979.8,1015.4,20.6,17,14.5,68,165,36,10,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-08-29,28.9,23.2,0,3.7,0,23,0.5,981.1,1016.6,21.8,16.8,13.1,58,151,2,12,2,96,0,0,3,2,0,0,0,0,2,9,3,2,60,0
2006-08-30,30.8,23,3.3,3.2,7,18,0.3,980.9,1016.5,20.6,16,12.5,60,145,34,10,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-08-31,25.2,21,55.4,1.4,23,25,0,979.3,1015,20,16.4,13.8,69,158,34,8,2,95,0,0,0,0,1,3,0,0,9,3,9,0,3,75
2006-09-01,25.6,21.3,4.7,1.9,13,50,0,979.3,1015.2,18.6,14.2,10.4,59,126,2,8,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-09-02,29,21.9,0,3,0,0,1.5,980.7,1016.6,18.6,14.6,11.3,62,134,2,10,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-09-03,32,23,0,4,0,0,8.6,980.6,1016.6,18.4,14.6,11.5,64,189,36,10,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-09-04,33.5,24.2,0,5,0,0,8,980.1,1015.8,19.2,15.8,13.2,68,152,34,10,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-09-05,32.4,24,1.9,4.2,1,50,4.7,980.8,1016.5,19.4,15.4,12.3,62,143,36,8,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-09-06,27.8,22.8,24.7,2.2,8,8,0,981.3,1017.1,19.4,15.2,11.8,61,138,32,6,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-09-07,31,22.8,60.4,3.2,12,50,5.9,981,1016.7,20,16,13,64,150,36,8,2,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-09-08,32.8,24,0,5.2,0,0,7.5,980,1015.7,19.6,15.2,11.7,60,229,36,12,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-09-09,33.5,23.8,0,6.2,0,0,10.4,979.4,1014.9,21.2,16,12,55,140,34,8,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-09-10,33.5,24.5,0,4.9,0,15,5.6,980.6,1016.2,21,16.2,12.6,59,146,36,6,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-09-11,33,22.8,30,3.6,0,38,4.7,980,1015.6,20.4,15.4,11.4,56,135,34,10,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-09-12,34.4,24,0,5.8,0,0,10.1,981.2,1017,19.2,14.8,11.2,60,133,34,10,1,96,0,0,3,1,1,1,0,2,9,3,1,60,0,1.4
2006-09-13,33.4,23.8,0.2,5.4,2,0,6.1,981.6,1017.4,19.2,14.8,11.2,60,133,0,0,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-09-14,34.4,23.1,21.3,3.8,6,57,6.9,982,1017.9,19,14.8,11.4,61,135,2,6,2,95,0,0,3,1,1,2,0,3,9,3,1,60,0,1.4
2006-09-15,33,23.9,47.4,4,1,47,7.2,981.1,1017,18.8,15,12,64,142,34,10,2,96,0,0,3,1,1,3,0,9,9,4,9,3,1,60
2006-09-16,33.1,22.5,18.2,4,5,45,4.7,981.5,1017.4,19,15.6,13,68,150,2,6,2,95,0,0,0,0,1,3,0,0,9,3,9,0,3,75
2006-09-17,32.2,24.2,6.4,4.2,0,45,5.6,981.4,1017.2,19.6,16,13.3,67,153,0,0,1,96,0,0,3,1,0,2,0,9,9,3,9,3,1,60
2006-09-18,33,24,0.8,3.8,2,13,6.9,981.7,1017.5,19.2,15.6,12.8,67,148,36,10,2,96,0,0,0,0,1,3,0,0,3,9,0,3,75,0
2006-09-19,31.2,24,12.1,2,10,4.2,1,980.5,1016.2,19.4,16,13.5,68,155,0,0,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-09-20,33.6,23.5,6.4,3.6,1,50,4.9,981.2,1016.9,20.4,17,14.6,69,166,2,12,1,95,0,0,3,3,1,1,0,9,9,4,9,3,3,60
2006-09-21,33.4,23,11,5,34,4.6,1,981.5,1017.3,19.8,16.8,14.7,72,167,36,8,1,96,0,0,0,0,1,2,0,0,9,2,9,0,2,75
2006-09-22,31.4,22.5,20.7,3.5,4,19,4.5,981.3,1017,20.8,17.2,14.7,68,167,0,0,2,95,0,0,0,0,1,3,0,0,3,9,0,3,75,0
2006-09-23,33.1,22.4,0.6,4.8,0,15,7.6,977.6,1013.2,19.8,16.8,14.7,72,167,0,0,1,95,0,0,3,1,1,2,0,9,9,3,9,3,1,60
2006-09-24,32.6,23,0,4.5,0,0,5.9,974.7,1009.5,25.4,19.2,15.1,53,171,9,12,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-09-25,34.4,22.8,0,4.8,0,0,9,975.9,1010.8,25.4,18.6,13.9,49,159,0,0,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-09-26,33.7,23,0,4.2,0,0,8.5,976.2,1011.1,25.6,19.6,15,55,179,9,4,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-09-27,34.6,23.5,0,4.8,0,0,9.2,976.9,1011.6,26.2,19.8,15.7,53,178,7,12,6,96,0,0,3,1,0,0,0,0,1,9,3,1,60,0
2006-09-28,34.6,23.3,0,4.8,0,0,10.2,976.1,1011,26,19.6,15.5,52,176,5,8,7,96,0,0,3,1,1,1,0,9,9,2,9,3,1,60
2006-09-29,35.3,23.2,0,5,0,0,10.2,977.6,1012.5,25.6,17.2,10.6,39,128,7,12,7,96,0,0,0,0,1,1,0,0,1,9,0,1,75,0
2006-10-01,30.5,22.2,8.4,4.2,4,8,1.1,976.1,1011.1,25,18.8,14.6,53,166,0,0,5,96,0,0,0,0,1,2,0,0,9,2,9,0,2,75
2006-10-02,27.5,22.1,0,2.6,0,50,0.8,976.2,1011.4,23,17,12.5,52,145,7,8,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-10-03,28.4,21.7,0,2.2,0,35,0.1,976.6,1011.7,23.6,17.8,13.7,54,157,0,0,5,96,0,0,0,0,1,1,0,0,9,1,9,0,1,75
2006-10-04,32.1,23,0,4.2,0,0,5.6,976.8,1011.9,24,17.8,13.4,51,154,9,12,6,96,0,0,3,1,1,2,0,9,9,3,9,3,1,60
2006-10-05,34.3,23.7,0,2.8,0,0,9.7,976.8,1011.8,24.8,19.4,16,58,182,9,12,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-10-06,35.7,22.5,0,5.2,0,0,10.2,977.6,1012.6,25,18.6,14.2,51,162,7,8,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-10-07,36,21.3,0,3.8,0,0,9.7,977.2,1012,26.6,19.6,15.1,49,171,0,0,3,96,0,0,0,0,1,1,0,0,9,1,9,0,1,75
2006-10-08,35.6,20.7,0,4.2,0,0,0,977.5,1012.4,26,19,14.3,48,163,0,0,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-10-09,35,19.6,0,4.2,0,0,9.4,975.9,1010.6,26.2,19.6,15.4,51,175,36,8,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-10-10,35.6,22,0,4.7,0,0,10,976.4,1011.1,26.8,21.4,18.3,60,210,0,0,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-10-11,36,22.8,0,4.4,0,0,8.6,976.6,1011.5,26.2,20.6,17.3,58,197,0,0,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-10-12,36.2,22.4,0,4.4,0,0,8.1,977.1,1012,26,19.8,15.9,54,181,0,0,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-10-13,36.5,20.7,0,4.2,0,0,8,977.7,1012.6,25.4,19,14.8,52,168,14,6,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-10-14,35.7,20.3,0,4.2,0,0,7.4,977.9,1012.8,25.2,18.8,14.5,51,165,5,8,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-10-15,35.2,20,0,3.8,0,0,9.7,978.4,1013.6,23.8,19.2,16.3,63,185,9,12,6,96,0,0,3,1,1,4,0,9,9,5,9,3,1,60
2006-10-16,35.6,20.8,0,3.6,0,0,8.9,977.9,1012.8,25.4,19.4,15.5,54,176,9,12,5,96,0,0,3,1,1,4,0,9,9,5,9,3,1,60
2006-10-17,34.8,19.6,0,3,0,0,9.4,977.7,1012.6,25.8,20,16.4,56,186,9,4,4,96,0,0,3,1,1,2,0,9,9,3,9,3,1,60
2006-10-18,35.4,20,0,3.6,0,0,9.6,977.9,1012.9,24.6,18.8,14.9,55,169,5,6,4,96,0,0,0,0,1,3,0,0,3,9,0,3,75,0
2006-10-19,36,20.8,0,3.2,0,0,9.6,976.7,1011.7,25,20.4,17.7,64,202,9,10,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-10-20,35.4,20.1,0,3.5,0,0,9.6,977.9,1012.9,25,20.8,18.4,67,211,5,10,4,96,0,0,0,0,1,3,0,0,9,3,9,0,3,75
2006-10-21,33.6,19.4,0,3.2,1,30,7,978.3,1013.2,25.2,20.8,18.3,65,210,0,0,3,96,0,0,3,2,1,2,0,9,9,4,9,3,2,60
2006-10-22,33.8,19.6,0,3.4,0,0,9.3,978,1012.9,26,21,18.1,62,208,7,6,5,96,0,0,0,0,1,2,0,0,2,9,0,2,75,0
2006-10-23,32.8,19,0,3,0,0,8.3,976.2,1011.2,24.4,20.6,18.4,69,211,7,15,5,96,0,0,0,0,1,5,0,0,9,5,9,0,5,75
2006-10-24,33.3,19.5,0,2.8,0,0,8.9,973.2,1008.2,25,21,18.7,68,216,9,6,5,96,0,0,3,3,1,1,0,4,9,0,3,60,0,2.9
2006-10-25,33.3,20.4,0,3.5,0,0,9.9,976.9,1012.3,20.4,17.8,16.1,76,183,0,0,1,95,0,0,3,3,1,1,0,9,9,4,9,3,3,60
2006-10-26,33.3,19.9,0,2.8,0,0,9.9,979.7,1015.3,20.6,17.6,15.6,73,177,36,10,1,96,0,0,3,2,1,3,0,5,9,3,2,60,0,1
2006-10-27,33.3,19.2,0,3.5,0,0,9.6,979.6,1015.3,20,17.4,15.3,76,174,5,6,2,95,5,1,3,5,1,1,9,9,9,7,5,6,1,25
2006-10-28,33,19.5,0,3.7,0,0,9.7,979.3,1014.9,20.2,17.8,16.2,78,184,36,10,1,95,0,0,3,2,1,2,0,9,9,4,9,3,2,60
2006-10-29,31.5,19,0,40.3,0,0,7.6,979.1,1014.7,20.4,15.6,11.8,58,138,36,10,1,96,0,0,0,0,1,4,0,0,9,4,9,0,4,75
2006-10-30,32.8,21.4,0,3,0,0,9.3,981.3,1017.4,16.6,12.4,8.4,58,110,2,12,4,96,0,0,0,0,1,2,0,0,2,9,0,2,75,0
2006-10-31,32.8,20.8,0,3.6,0,0,9.3,979.7,1015.7,17.2,12.2,7.3,52,102,36,4,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-11-01,32.5,21.7,1.2,2.6,0,40,8.5,979.8,1015.9,17,12.8,8.9,59,114,36,4,2,96,0,0,0,0,1,2,0,0,9,2,9,0,2,75
2006-11-02,30.5,19.5,0.4,3.2,2,20,4.1,979.5,1015.6,16.6,11.8,7,53,101,36,8,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-11-03,28,21.4,11.2,2.6,2,20,3,980.3,1016.5,15.8,12.4,9.2,65,116,34,8,1,96,0,0,0,0,1,2,0,0,9,2,9,0,2,75
2006-11-04,29,21.1,0.4,2,2,50,0.6,981,1017.2,15.8,11.6,7.4,57,103,0,0,2,96,0,0,0,0,1,2,0,0,9,2,9,0,2,75
2006-11-05,29.2,19.5,0.2,2.6,1,40,2.2,981.9,1018.2,15.6,11.2,6.6,55,97,36,8,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-11-06,32,19.7,0,3.5,0,0,9.8,982.9,1019.2,15.4,11.4,7.4,59,103,32,10,1,95,0,0,0,0,1,2,0,0,9,2,9,0,2,75
2006-11-07,31.6,18.2,0,2.2,0,0,9.3,981.5,1017.8,15.2,11.2,7.1,58,101,2,8,1,96,0,0,0,0,1,2,0,0,2,9,0,2,75,0
2006-11-08,32.2,18,0,2.8,0,0,8.8,981.5,1017.8,15.2,11.4,7.6,60,104,34,8,1,96,0,0,3,2,0,0,0,9,0,2,9,3,2,60
2006-11-09,31.8,17.4,0,2.6,0,0,8.1,982,1018.4,14.8,10.8,6.6,58,97,36,8,1,95,0,0,0,0,1,4,0,0,9,4,9,0,4,75
2006-11-10,31.5,17,0,3.3,0,0,8.7,981.8,1018.2,15,10,4.2,48,82,34,14,2,95,0,0,0,0,1,2,0,0,9,2,9,0,2,75
2006-11-11,31.6,17.3,0,3.2,0,0,8.8,980.6,1017,15,9.8,3.7,47,80,36,6,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-11-12,31.4,16.9,0,3.3,0,0,8.8,978.2,1014.5,14.4,10.6,6.6,59,97,0,0,1,95,0,0,0,0,1,3,0,0,9,3,9,0,3,75
2006-11-13,31.6,16.3,0,2.9,0,0,9.3,977.5,1013.5,16.8,12.6,8.7,59,105,0,0,1,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-11-14,31.4,15.7,0,2.7,0,0,9.9,978.9,1014.7,18.2,16.6,15.5,84,176,32,4,1,94,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-11-15,31.4,16.2,0,2.6,0,0,9.7,978.5,1014.1,19.6,18,17,85,194,5,10,3,95,0,0,3,2,0,0,0,9,0,2,9,3,2,60
2006-11-16,31.3,15,0,2.5,0,0,9.4,977,1012.7,19,17.8,17,88,194,2,12,4,95,5,3,3,3,0,0,9,9,0,6,5,6,3,25
2006-11-17,31.6,14.4,0,2.6,0,0,9.7,980,1015.9,18.4,16,14.2,77,162,2,14,3,94,0,0,0,0,1,1,0,0,9,1,9,0,1,75
2006-11-18,31.4,14.5,0,2.8,0,0,9.6,982.9,1019.2,15.4,12.8,10.5,72,127,2,12,3,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-11-19,31.8,15.5,0,3,0,0,9.7,983.1,1019.7,14,11.2,8.4,69,110,36,8,2,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-11-20,31.9,14.2,0,3.1,0,0,9.6,983.5,1020.1,14,10,5.6,57,91,36,4,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-11-21,31.4,14.6,0,3.2,0,0,7.4,982.3,1018.7,14.8,11,7.1,60,101,34,8,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-11-22,31.6,14.7,0,3.1,0,0,9.5,981.9,1018.3,14.4,12,9.8,74,121,0,0,1,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-11-23,32,20.4,0,0,0,5,9.1,982.6,1018.9,16,13.4,11.2,73,133,0,0,1,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-11-24,31.8,17,0,2.8,0,0,0,982.6,1018.1,15.2,13.6,12.3,82,143,36,10,1,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-11-25,31.7,17.8,0,2.8,0,0,7.6,974.1,1008.9,25.4,21.2,18.8,67,217,9,10,6,96,0,0,3,4,1,1,0,9,9,5,9,3,4,60
2006-11-26,31.7,19,0,3.4,0,0,8.2,976.6,1011.5,25.4,18.4,13.5,48,155,5,8,7,96,0,0,3,3,1,2,0,5,9,3,3,60,0,2.8
2006-11-27,32.5,19,1.3,3.5,2,18,6.8,976.2,1011.2,25,19.2,15.4,55,175,7,12,6,96,0,0,3,3,1,3,0,9,9,6,9,3,3,60
2006-11-28,31.7,19.6,0,3.1,0,0,8,975.6,1010.5,26,20.8,17.8,60,204,5,8,7,96,0,0,0,0,1,3,0,0,9,3,9,0,3,75
2006-11-29,32,19,0,3.2,0,0,7.4,975.4,1010.3,25.6,18.4,13.4,47,154,0,0,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-11-30,32.2,19.7,0,3.6,0,0,0,976.6,1011.6,24.6,17,11.3,43,134,0,0,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-12-02,28.5,16.8,0,2.8,0,0,4.3,975.9,1010.9,24.6,16.6,10.2,40,124,2,4,4,96,0,0,0,0,1,1,0,0,9,1,9,0,1,75
2006-12-03,30.4,17,0,3.4,0,0,7.5,975.5,1010.6,23.2,16,10.1,43,123,36,12,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-12-04,32,17.5,0,3.5,0,0,8.5,976.6,1011.6,24.4,17,11.3,44,134,36,8,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-12-05,32.5,17.8,0,3,0,0,7.9,978.1,1013.3,23.4,16,9.9,42,122,2,8,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-12-06,32.8,17.8,0,3.4,0,0,8,978.5,1013.8,23,16.4,11.2,47,133,0,0,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-12-07,32.6,16.6,0,3.4,0,0,9.1,977.9,1013.1,23.2,16.4,11,46,131,9,8,4,96,0,0,0,0,1,2,0,0,2,9,0,2,75,0
2006-12-08,32.2,16.4,0,3,0,0,9.2,977.4,1012.8,22,15.6,10.3,47,125,9,10,6,96,0,0,3,3,1,1,0,9,9,3,9,3,3,60
2006-12-09,32.3,15.2,0,3,0,0,9.3,978.4,1013.7,22.6,16.6,12,51,140,0,0,5,96,0,0,0,0,1,3,0,0,9,3,9,0,3,75
2006-12-10,31.7,14.3,0,3,0,0,9.2,978.8,1014.1,22.4,16.4,11.8,51,138,9,6,5,96,0,0,0,0,1,2,0,0,9,2,9,0,2,75
2006-12-11,30.6,14.6,0,2.6,0,0,9.5,978.1,1012.9,22.6,16.2,11.1,48,132,9,8,6,96,0,0,0,0,1,2,0,0,9,2,9,0,2,75
2006-12-12,30.6,15.2,0,2.6,0,0,9.6,975.4,1010.6,23.4,17.2,12.6,51,146,7,12,6,96,0,0,3,3,1,2,0,9,9,5,9,3,3,60
2006-12-13,30,13.7,0,2.6,0,0,9.2,974,1009.1,22.6,16.4,11.6,50,137,9,10,4,96,0,0,0,0,1,1,0,0,9,1,9,0,1,75
2006-12-14,30.3,13.4,0,2.8,0,0,9.1,974,1008.8,25.2,19.4,15.7,55,178,11,4,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-12-15,30.7,11.9,0,2.8,0,0,9.7,974.9,1009.5,27,22,19.3,63,224,9,8,3,96,8,3,0,0,0,0,9,0,0,3,5,6,1,25
2006-12-16,30.2,12.2,0,2.5,0,0,9.6,974.3,1009.3,24,21,19.3,75,224,9,10,5,96,5,2,3,2,0,0,9,9,0,4,5,6,2,25
2006-12-17,30.2,11.6,0,2.2,0,0,9.9,974.2,1009.1,24.2,20.6,18.5,71,213,9,12,5,96,5,2,3,2,0,0,9,9,0,4,5,6,2,25
2006-12-18,29,11.4,0,2.1,0,0,9.4,977.3,1012.6,22.6,18.4,15.6,65,177,36,10,5,95,0,0,3,1,1,2,0,9,9,3,9,3,1,60
2006-12-19,30,10.6,0,2.5,0,0,9.9,978.8,1014.2,21.6,16.6,12.9,57,149,2,8,7,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-12-20,28.8,10.5,0,2.2,0,0,9.7,979.4,1015,21,15.3,11.7,55,137,9,10,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-12-21,28.4,12.4,0,2.1,0,0,9.3,979.8,1015.1,23,15.4,8.8,40,113,9,10,4,96,0,0,3,1,1,1,0,9,9,2,9,3,1,60
2006-12-22,28.3,13,0,2.4,0,0,7.6,978.8,1014,23.4,16.4,10.8,45,129,9,8,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-12-23,28.6,13.3,0,2.6,0,0,8.9,978.9,1013.9,25.6,18.2,12.9,45,149,0,0,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-12-24,29.5,13.3,0,2.3,0,0,0,979.5,1014.5,25.8,18,12.3,43,143,0,0,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-12-25,29.4,12.9,0,2.4,0,0,8.6,983.5,1019.7,16.8,14,11.7,72,137,0,0,1,95,0,0,0,0,1,3,0,0,9,3,9,0,3,75
2006-12-26,29.5,11.8,0,2.7,0,0,8.7,981.7,1017.8,16.2,15.4,13.9,91,181,0,0,1,95,0,0,0,0,1,3,0,0,9,3,9,0,3,75
2006-12-27,30,14,0,2.8,0,0,8.8,980.6,1017,14.4,12.6,11,80,131,36,8,1,95,0,0,0,0,1,2,0,0,9,2,9,0,2,75
2006-12-28,30.2,16,0,3,0,0,6.5,980.5,1016.6,17,14.8,13.1,78,151,36,10,1,95,0,0,0,0,1,3,0,0,9,3,9,0,3,75
2006-12-29,29.6,14.7,0,2.6,0,0,5.6,980.7,1016.8,16.8,15,13.6,82,156,36,8,1,94,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2006-12-30,29.8,14,0,2.7,0,0,7.7,981.3,1017.7,15,12.6,10.5,75,127,2,10,3,95,0,0,3,2,1,1,0,9,9,2,9,3,2,60
2006-12-31,30,14.2,0,3,0,0,3.2,981.5,1017.9,14.6,11.4,8.3,66,109,36,8,3,96,0,0,3,3,1,2,0,9,9,5,9,3,3,60
2007-01-01,29.7,14.5,0,3,0,0,9.1,982.1,1018.5,14.4,10,5.1,53,88,34,4,2,95,0,0,3,1,1,1,0,9,9,2,9,3,1,60
2007-01-02,30,12.4,0,2,0,0,9.6,981,1017.2,15.2,11.2,7.1,58,101,34,10,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2007-01-03,29.8,12.8,0,2.8,0,0,9.5,980.4,1016.6,16,11.4,6.7,54,98,36,6,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2007-01-04,29,13.8,0,3.6,0,0,9.3,980.1,1016.3,15.6,11.8,8.1,61,108,36,8,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2007-01-05,29,13.4,0,2.6,0,0,9.3,980.5,1016.5,17.4,12.8,8.5,56,111,36,6,1,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2007-01-06,26,11.5,0,2.6,0,0,9.5,978.3,1014.3,16.2,12.8,9.7,65,120,2,10,2,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2007-01-07,29,11.6,0,2.6,0,0,9.4,979.3,1015.2,19,15.4,12.6,66,146,0,0,0,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2007-01-08,28.9,11.1,0,2.8,0,0,9.5,980.6,1016.6,17.4,13.6,10.3,63,125,36,8,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2007-01-09,29,11,0,2.7,0,0,9.5,980.1,1016,18.9,14.8,11.9,66,139,0,0,1,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2007-01-10,29.5,11.8,0,2.7,0,0,9.4,979,1014.8,18.8,15.8,13.6,72,156,0,0,1,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2007-01-11,30,11.8,0,3,0,0,9.3,980.1,1016,19,17,15.6,81,177,0,0,1,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2007-01-12,30,13,0,3,0,0,8.7,980.4,1016,20.6,16.2,12.9,61,148,2,10,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2007-01-13,30,14.5,0,3.4,0,0,7,981.3,1017.1,20,14.8,10.4,54,126,0,0,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2007-01-14,29.6,13.7,0,3.6,0,0,7.7,981.5,1017.5,20,15.8,12.6,62,146,32,10,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2007-01-15,28.6,13.8,0,3.4,0,0,8.5,980,1015.9,19,15,11.8,63,138,36,1,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2007-01-16,30.4,16.2,0,3.6,0,0,8.1,979,1014.6,20,13.4,7.1,43,100,32,12,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2007-01-17,31.4,15,0,0,0,9.3,0,983.3,1019.7,15.8,10.8,5.4,50,90,2,8,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2007-01-18,29,11,0,3.6,0,0,9.7,984.3,1020.7,15.6,9.8,2.8,42,75,36,15,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2007-01-19,29,10.8,0,3.2,0,0,9.7,986.8,1023.4,14.6,9,1.9,42,70,36,10,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2007-01-20,30,11.5,0,3.4,0,0,9.7,985.5,1022.2,12.6,8.4,3.2,52,77,32,8,2,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2007-01-21,32.4,14,0,3.9,0,0,9.4,982.7,1019.1,14.4,10,5.1,53,88,32,6,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2007-01-22,33.3,14.2,0,4,0,0,9.5,980.3,1018.4,16.4,11,5.1,47,88,36,14,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2007-01-23,31.1,13.4,0,3.5,0,0,9.4,982.3,1018.4,17,12,7,52,100,36,12,1,96,0,0,3,1,0,0,0,9,0,1,9,3,1,60
2007-01-24,31,13.6,0,3.8,0,0,9.6,983.4,1019.5,17.8,12.4,7.1,49,101,0,0,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2007-01-25,31,10,0,3.8,0,0,10.1,979.9,1015,25,17.2,11.2,42,133,9,14,6,96,0,0,3,1,1,3,0,9,9,4,9,3,1,60
2007-01-26,31.8,11.6,0,3.4,0,0,9.6,977.6,1012.6,24.2,17.8,13.2,50,152,9,8,4,96,0,0,0,0,1,2,0,0,9,2,9,0,2,75
2007-01-27,32.5,12.2,0,3.4,0,0,9.9,977.7,1012.7,24.8,18.2,13.6,50,156,9,8,4,96,0,0,3,1,1,3,0,9,9,3,9,3,1,60
2007-01-28,32,14.1,0,3.8,0,0,8.3,976.8,1011.7,25.4,18.8,14.3,50,163,5,12,5,96,0,0,3,1,1,2,0,9,9,3,9,0,1,75
2007-01-29,32.3,15.8,0,3.9,0,0,4.6,977.3,1012.3,25,18.2,13.4,49,154,9,8,6,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99
2007-01-30,31.7,18,0,4,0,0,4.6,977.6,1012.6,24.6,17.8,12.9,48,149,9,6,5,96,0,0,3,1,1,4,0,9,9,4,9,3,1,60
2007-01-31,32.1,15.8,0,4.1,0,0,9.7,977.8,1012.8,24.4,15.8,8.4,36,110,9,10,6,96,0,0,3,3,1,1,0,9,9,4,9,3,3,60
2007-02-01,33.7,17.8,0,4.2,0,0,9.5,977.1,1012.1,24.6,17,11.1,43,132,9,12,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99
