Date,RH,VP
2006-09-28,65,250
2006-09-29,84,259
2006-09-29,90,266
2006-09-30,86,277
2006-09-30,75,263
2006-10-01,93,274
2006-10-01,97,264
2006-10-02,89,274
2006-10-02,79,267
2006-10-03,87,266
2006-10-03,70,259
2006-10-04,89,281
2006-10-04,93,297
2006-10-05,89,277
2006-10-05,97,284
2006-10-06,89,277
2006-10-06,85,273
2006-10-07,85,253
2006-10-07,66,249
2006-10-08,87,259
2006-10-08,77,266
2006-10-09,89,288
2006-10-09,76,264
2006-10-10,87,266
2006-10-10,63,227
2006-10-11,82,255
2006-10-11,65,255
2006-10-12,83,264
2006-10-12,51,225
2006-10-13,82,255
2006-10-13,48,210
2006-10-14,79,238
2006-10-14,45,194
2006-10-15,75,225
2006-10-15,51,210
2006-10-16,75,228
2006-10-16,42,183
2006-10-17,73,217
2006-10-17,43,188
2006-10-18,77,231
2006-10-18,46,208
2006-10-19,84,225
2006-10-19,50,213
2006-10-20,84,225
2006-10-20,50,213
2006-10-21,80,234
2006-10-21,45,194
2006-10-22,83,220
2006-10-22,53,232
2006-10-23,75,229
2006-10-23,57,237
2006-10-24,79,221
2006-10-24,63,232
2006-10-25,78,214
2006-10-25,57,213
2006-10-26,71,196
2006-10-26,41,167
2006-10-27,66,176
2006-10-27,40,158
2006-10-28,70,188
2006-10-28,42,164
2006-10-29,69,210
2006-10-29,54,205
2006-10-30,71,221
2006-10-30,47,195
2006-10-31,70,214
2006-10-31,59,211
2006-11-01,71,213
2006-11-01,48,199
2006-11-02,83,234
2006-11-02,59,209
2006-11-03,85,213
2006-11-03,65,225
2006-11-04,87,243
2006-11-04,55,208
2006-11-05,82,238
2006-11-05,59,195
2006-11-06,82,232
2006-11-06,51,190
2006-11-07,85,229
2006-11-07,69,250
2006-11-08,83,208
2006-11-08,50,178
2006-11-09,83,210
2006-11-09,45,156
2006-11-10,74,184
2006-11-10,43,151
2006-11-11,75,176
2006-11-11,43,151
2006-11-12,84,188
2006-11-12,48,169
2006-11-13,80,180
2006-11-13,44,152
2006-11-14,69,168
2006-11-14,49,174
2006-11-15,71,176
2006-11-15,49,179
2006-11-16,71,182
2006-11-16,45,165
2006-11-17,74,184
2006-11-17,51,186
2006-11-18,65,161
2006-11-18,49,186
2006-11-19,90,186
2006-11-19,58,200
2006-11-20,80,190
2006-11-20,57,206
2006-11-21,78,197
2006-11-21,57,216
2006-11-22,82,224
2006-11-22,73,256
2006-11-23,85,227
2006-11-23,85,255
2006-11-24,97,263
2006-11-24,60,222
2006-11-25,98,259
2006-11-25,74,267
2006-11-26,90,258
2006-11-26,58,220
2006-11-27,95,238
2006-11-27,58,225
2006-11-28,95,235
2006-11-28,61,249
2006-11-29,86,228
2006-11-29,65,241
2006-11-30,85,238
2006-11-30,55,216
2006-12-01,85,224
2006-12-01,52,197
2006-12-02,87,202
2006-12-02,29,116
2006-12-03,80,183
2006-12-03,43,162
2006-12-04,83,180
2006-12-04,49,193
2006-12-05,87,194
2006-12-05,49,176
2006-12-06,82,191
2006-12-06,47,168
2006-12-07,92,183
2006-12-07,43,153
2006-12-08,88,169
2006-12-08,37,133
2006-12-09,83,162
2006-12-09,39,136
2006-12-10,86,153
2006-12-10,46,160
2006-12-11,79,150
2006-12-11,45,175
2006-12-12,87,159
2006-12-12,49,193
2006-12-13,81,168
2006-12-13,44,170
2006-12-14,88,183
2006-12-14,49,182
2006-12-15,86,160
2006-12-15,37,141
2006-12-16,95,153
2006-12-16,40,143
2006-12-17,74,133
2006-12-17,22,83
2006-12-18,77,124
2006-12-18,28,186
2006-12-19,74,127
2006-12-19,29,107
2006-12-20,81,133
2006-12-20,33,116
2006-12-21,79,126
2006-12-21,44,139
2006-12-22,87,147
2006-12-22,48,160
2006-12-23,94,164
2006-12-23,46,151
2006-12-24,93,159
2006-12-24,42,145
2006-12-25,82,151
2006-12-25,42,154
2006-12-26,84,155
2006-12-26,51,193
2006-12-27,86,168
2006-12-27,38,144
2006-12-28,87,158
2006-12-28,40,157
2006-12-29,86,156
2006-12-29,36,148
2006-12-30,82,143
2006-12-30,35,137
2006-12-31,88,151
2006-12-31,38,144
2007-01-01,89,145
2007-01-01,33,117
2007-01-02,92,139
2007-01-02,37,132
2007-01-03,92,139
2007-01-03,38,137
2007-01-04,81,137
2007-01-04,40,143
2007-01-05,87,147
2007-01-05,40,143
2007-01-06,92,154
2007-01-06,32,117
2007-01-07,90,138
2007-01-07,38,137
2007-01-08,88,147
2007-01-08,42,148
2007-01-09,96,157
2007-01-09,36,132
2007-01-10,81,138
2007-01-10,38,140
2007-01-11,93,150
2007-01-11,39,144
2007-01-12,89,153
2007-01-12,35,136
2007-01-13,96,159
2007-01-13,39,156
2007-01-14,81,151
2007-01-14,37,152
2007-01-15,92,161
2007-01-15,33,134
2007-01-16,92,158
2007-01-16,29,113
2007-01-17,87,129
2007-01-17,30,119
2007-01-18,93,141
2007-01-18,31,12
2007-01-19,89,153
2007-01-19,31,129
2007-01-20,78,148
2007-01-20,27,123
2007-01-21,88,151
2007-01-21,30,135
2007-01-22,89,153
2007-01-22,25,107
2007-01-23,75,129
2007-01-23,22,95
2007-01-24,79,135
2007-01-24,29,125
2007-01-25,82,158
2007-01-25,40,165
2007-01-26,86,160
2007-01-26,33,138
2007-01-27,80,152
2007-01-27,32,132
2007-01-28,83,162
2007-01-28,36,156
2007-01-29,59,152
2007-01-29,46,169
2007-01-30,70,174
2007-01-30,30,134
2007-01-31,84,178
2007-01-31,34,154
2007-02-01,80,173
2007-02-01,32,137
2007-02-02,81,163
2007-02-02,28,135
2007-02-03,66,145
2007-02-03,29,122
2007-02-04,68,135
2007-02-04,26,99
2007-02-05,74,150
2007-02-05,31,127
2007-02-06,84,157
2007-02-06,25,109
2007-02-07,75,143
2007-02-07,23,95
2007-02-08,73,134
2007-02-08,32,135
2007-02-09,82,158
2007-02-09,38,154
2007-02-10,81,163
2007-02-10,27,114
2007-02-11,77,175
2007-02-11,32,118
2007-02-12,75,178
2007-02-12,39,137
2007-02-13,82,182
2007-02-13,31,103
2007-02-14,87,148
2007-02-14,33,115
2007-02-15,88,162
2007-02-15,38,137
2007-02-16,88,173
2007-02-16,25,104
2007-02-17,77,175
2007-02-17,27,111
2007-02-18,88,166
2007-02-18,28,125
2007-02-19,65,148
2007-02-19,35,151
2007-02-20,51,135
2007-02-20,29,126
2007-02-21,75,163
2007-02-21,25,113
2007-02-22,83,174
2007-02-22,23,102
2007-02-23,67,140
2007-02-23,21,95
2007-02-24,76,154
2007-02-24,24,107
2007-02-25,67,157
2007-02-25,27,115
2007-02-26,80,177
2007-02-26,20,91
2007-02-27,63,145
2007-02-27,22,107
2007-02-28,50,119
2007-02-28,22,102
2007-03-01,73,162
2007-03-01,30,117
2007-03-02,79,183
2007-03-02,37,150
2007-03-03,74,179
2007-03-03,24,116
2007-03-04,75,174
2007-03-04,23,117
2007-03-05,66,165
2007-03-05,23,119
2007-03-06,64,155
2007-03-06,20,104
2007-03-07,56,145
2007-03-07,21,103
2007-03-08,60,128
2007-03-08,19,84
2007-03-09,57,129
2007-03-09,17,76
2007-03-10,53,125
2007-03-10,23,108
2007-03-11,68,168
2007-03-11,23,121
2007-03-12,73,196
2007-03-12,25,115
2007-03-13,75,195
2007-03-13,37,156
2007-03-14,67,177
2007-03-14,22,109
2007-03-15,47,138
2007-03-15,22,114
2007-03-16,37,104
2007-03-16,25,131
2007-03-17,55,168
2007-03-17,21,121
2007-03-18,53,157
2007-03-18,17,101
2007-03-19,56,169
2007-03-19,23,134
2007-03-20,57,177
2007-03-20,22,121
2007-03-21,50,159
2007-03-21,31,159
2007-03-22,49,150
2007-03-22,24,120
2007-03-23,49,150
2007-03-23,20,111
2007-03-24,51,158
2007-03-24,18,97
2007-03-25,56,164
2007-03-25,17,96
2007-03-26,46,142
2007-03-26,16,95
2007-03-27,48,149
2007-03-27,17,111
2007-03-28,55,182
2007-03-28,13,84
2007-03-29,58,179
2007-03-29,10,69
2007-03-30,48,160
2007-03-30,14,92
2007-03-31,66,238
2007-03-31,39,208
2007-04-01,73,253
2007-04-01,30,179
2007-04-02,77,249
2007-04-02,75,96
2007-04-03,53,180
2007-04-03,23,138
2007-04-04,41,150
2007-04-04,12,86
2007-04-05,33,125
2007-04-05,13,91
2007-04-06,50,178
2007-04-06,34,205
2007-04-07,74,259
2007-04-07,31,179
2007-04-08,42,161
2007-04-08,27,149
2007-04-09,44,157
2007-04-09,20,120
2007-04-10,45,163
2007-04-10,17,108
2007-04-11,41,157
2007-04-11,21,123
2007-04-12,32,119
2007-04-12,17,102
2007-04-13,37,130
2007-04-13,23,130
2007-04-14,47,164
2007-04-14,12,78
2007-04-15,35,136
2007-04-15,28,164
2007-04-16,66,196
2007-04-16,41,148
2007-04-17,71,208
2007-04-17,24,134
2007-04-18,68,220
2007-04-18,27,154
2007-04-19,47,175
2007-04-19,25,125
2007-04-20,59,186
2007-04-20,21,123
2007-04-21,55,194
2007-04-21,33,178
2007-04-22,61,208
2007-04-22,23,121
2007-04-23,41,139
2007-04-23,15,87
2007-04-24,32,113
2007-04-24,18,103
2007-04-25,40,146
2007-04-25,12,76
2007-04-26,36,136
2007-04-26,15,101
2007-04-27,42,170
2007-04-27,24,152
2007-04-28,54,221
2007-04-28,45,253
2007-04-29,58,228
2007-04-29,37,210
2007-04-30,59,218
2007-04-30,24,152
2007-05-01,55,216
2007-05-01,43,222
2007-05-02,71,252
2007-05-02,26,165
2007-05-03,35,154
2007-05-03,21,143
2007-05-04,63,218
2007-05-04,27,168
2007-05-05,34,133
2007-05-05,34,200
2007-05-06,60,228
2007-05-06,31,189
2007-05-07,58,220
2007-05-07,42,227
2007-05-08,67,229
2007-05-08,36,189
2007-05-09,63,222
2007-05-09,42,217
2007-05-10,64,237
2007-05-10,35,178
2007-05-11,59,221
2007-05-11,40,216
2007-05-12,47,176
2007-05-12,33,169
2007-05-13,67,224
2007-05-13,38,201
2007-05-14,65,229
2007-05-14,37,186
2007-05-15,58,200
2007-05-15,27,137
2007-05-16,63,210
2007-05-16,30,169
2007-05-17,68,238
2007-05-17,27,171
2007-05-18,68,246
2007-05-18,53,213
2007-05-19,70,249
2007-05-19,37,200
2007-05-20,67,235
2007-05-20,39,199
2007-05-21,67,237
2007-05-21,40,199
2007-05-22,65,235
2007-05-22,51,229
2007-05-23,63,243
2007-05-23,69,238
2007-05-24,69,243
2007-05-24,35,195
2007-05-25,66,231
2007-05-25,33,180
2007-05-26,65,232
2007-05-26,31,170
2007-05-27,63,222
2007-05-27,46,205
2007-05-28,64,224
2007-05-28,79,249
2007-05-29,69,238
2007-05-29,60,225
2007-05-30,74,249
2007-05-30,34,204
2007-05-31,70,267
2007-05-31,41,208
2007-06-01,67,258
2007-06-01,61,218
2007-06-02,71,259
2007-06-02,65,225
2007-06-03,69,247
2007-06-03,74,249
2007-06-04,68,249
2007-06-04,65,286
2007-06-05,68,246
2007-06-05,42,238
2007-06-06,69,256
2007-06-06,54,269
2007-06-07,70,256
2007-06-07,53,235
2007-06-08,73,273
2007-06-08,73,249
2007-06-09,78,280
2007-06-09,58,266
2007-06-10,72,266
2007-06-10,63,276
2007-06-11,74,276
2007-06-11,53,261
2007-06-12,70,260
2007-06-12,59,246
2007-06-13,72,283
2007-06-13,71,276
2007-06-14,75,263
2007-06-14,77,269
2007-06-15,76,264
2007-06-15,51,246
2007-06-16,70,256
2007-06-16,57,244
2007-06-17,69,247
2007-06-17,83,276
2007-06-18,83,276
2007-06-18,80,269
2007-06-19,73,255
2007-06-19,64,263
2007-06-20,81,266
2007-06-20,81,277
2007-06-21,83,263
2007-06-21,97,279
2007-06-22,90,283
2007-06-22,98,319
2007-06-23,89,284
2007-06-23,98,286
2007-06-24,85,259
2007-06-24,83,259
2007-06-25,82,261
2007-06-25,92,288
2007-06-26,83,264
2007-06-26,90,289
2007-06-27,89,271
2007-06-27,87,266
2007-06-28,85,261
2007-06-28,96,266
2007-06-29,96,269
2007-06-29,80,269
2007-06-30,91,273
2007-06-30,95,276
2007-07-01,96,279
2007-07-01,95,269
2007-07-02,75,247
2007-07-02,92,259
2007-07-03,84,258
2007-07-03,81,263
2007-07-04,89,277
2007-07-04,77,266
2007-07-05,90,261
2007-07-05,77,258
2007-07-06,87,259
2007-07-06,79,256
2007-07-07,82,253
2007-07-07,83,256
2007-07-08,83,253
2007-07-08,85,261
2007-07-09,82,255
2007-07-09,79,256
2007-07-10,77,252
2007-07-10,80,253
2007-07-11,82,259
2007-07-11,69,241
2007-07-12,77,249
2007-07-12,86,267
2007-07-13,82,255
2007-07-13,83,256
2007-07-14,86,259
2007-07-14,74,250
2007-07-15,90,273
2007-07-15,80,269
2007-07-16,87,269
2007-07-16,67,247
2007-07-17,85,261
2007-07-17,69,241
2007-07-18,85,264
2007-07-18,67,250
2007-07-19,77,250
2007-07-19,75,247
2007-07-20,79,247
2007-07-20,71,244
2007-07-21,85,247
2007-07-21,63,249
2007-07-22,75,238
2007-07-22,55,228
2007-07-23,74,247
2007-07-23,55,256
2007-07-24,77,256
2007-07-24,51,237
2007-07-25,80,279
2007-07-25,90,291
2007-07-26,82,273
2007-07-26,87,286
2007-07-27,85,263
2007-07-27,82,288
2007-07-28,87,256
2007-07-28,88,264
2007-07-29,81,256
2007-07-29,85,259
2007-07-30,84,256
2007-07-30,70,264
2007-07-31,84,266
2007-07-31,68,271
2007-08-01,84,253
2007-08-01,73,255
2007-08-02,82,255
2007-08-02,95,283
2007-08-03,83,259
2007-08-03,90,266
2007-08-04,97,266
2007-08-04,85,250
2007-08-05,91,266
2007-08-05,87,269
2007-08-06,88,264
2007-08-06,84,273
2007-08-07,87,253
2007-08-07,96,259
2007-08-08,87,259
2007-08-08,94,276
2007-08-09,79,250
2007-08-09,89,271
2007-08-10,90,263
2007-08-10,81,259
2007-08-11,84,259
2007-08-11,81,247
2007-08-12,86,253
2007-08-12,85,255
2007-08-13,81,240
2007-08-13,78,250
2007-08-14,81,250
2007-08-14,83,253
2007-08-15,87,247
2007-08-15,79,249
2007-08-16,84,250
2007-08-16,75,238
2007-08-17,84,250
2007-08-17,74,253
2007-08-18,90,252
2007-08-18,79,247
2007-08-19,87,256
2007-08-19,77,244
2007-08-20,86,259
2007-08-20,86,259
2007-08-21,75,235
2007-08-21,68,238
2007-08-22,82,255
2007-08-22,75,241
2007-08-23,82,255
2007-08-23,76,253
2007-08-24,84,256
2007-08-24,65,255
2007-08-25,86,266
2007-08-25,90,273
2007-08-26,95,276
2007-08-26,92,298
2007-08-27,97,277
2007-08-27,80,279
2007-08-28,87,276
2007-08-28,81,273
2007-08-29,88,269
2007-08-29,90,279
2007-08-30,92,267
2007-08-30,80,256
2007-08-31,82,255
2007-08-31,81,256
2007-09-01,89,256
2007-09-01,77,253
2007-09-02,84,256
2007-09-02,70,267
2007-09-03,85,264
2007-09-03,72,253
2007-09-04,88,264
2007-09-04,92,284
2007-09-05,88,269
2007-09-05,94,276
2007-09-06,85,259
2007-09-06,69,240
2007-09-07,97,271
2007-09-07,87,259
2007-09-08,84,250
2007-09-08,69,232
2007-09-09,83,247
2007-09-09,61,232
2007-09-10,84,243
2007-09-10,58,243
2007-09-11,84,263
2007-09-11,97,288
2007-09-12,90,283
2007-09-12,75,269
2007-09-13,89,284
2007-09-13,82,279
2007-09-14,90,261
2007-09-14,71,258
2007-09-15,84,253
2007-09-15,64,237
2007-09-16,82,249
2007-09-16,60,244
2007-09-17,83,250
2007-09-17,73,247
2007-09-18,87,263
2007-09-18,98,286
2007-09-19,97,264
2007-09-19,76,267
2007-09-20,87,263
2007-09-20,73,240
2007-09-21,81,240
2007-09-21,72,229
2007-09-22,79,246
2007-09-22,75,247
2007-09-23,93,274
2007-09-23,81,256
2007-09-24,89,274
2007-09-24,81,261
2007-09-25,81,266
2007-09-25,69,241
2007-09-26,72,222
2007-09-26,70,244
2007-09-27,77,243
2007-09-27,73,255
2007-09-28,90,279
2007-09-28,76,250
2007-09-29,81,241
2007-09-29,61,235
2007-09-30,81,247
2007-09-30,65,264
2007-10-01,85,255
2007-10-01,36,158
2007-10-02,76,232
2007-10-02,54,221
2007-10-03,81,247
2007-10-03,67,250
2007-10-04,86,266
2007-10-04,52,214
2007-10-05,82,238
2007-10-05,59,237
2007-10-06,79,235
2007-10-06,61,229
2007-10-07,75,224
2007-10-07,61,241
2007-10-08,81,253
2007-10-08,74,243
2007-10-09,77,231
2007-10-09,54,205
2007-10-10,88,258
2007-10-10,44,190
2007-10-11,83,263
2007-10-11,39,178
2007-10-12,73,247
2007-10-12,50,225
2007-10-13,77,246
2007-10-13,48,196
2007-10-14,79,229
2007-10-14,38,159
2007-10-15,71,194
2007-10-15,31,130
2007-10-16,72,189
2007-10-16,30,129
2007-10-17,66,189
2007-10-17,33,143
2007-10-18,69,197
2007-10-18,31,137
2007-10-19,69,180
2007-10-19,37,161
2007-10-20,64,177
2007-10-20,34,158
2007-10-21,72,189
2007-10-21,35,151
2007-10-22,77,197
2007-10-22,33,144
2007-10-23,53,143
2007-10-23,26,115
2007-10-24,50,141
2007-10-24,28,128
2007-10-25,54,149
2007-10-25,33,141
2007-10-26,50,142
2007-10-26,29,129
2007-10-27,54,140
2007-10-27,31,134
2007-10-28,50,137
2007-10-28,29,123
2007-10-29,79,168
2007-10-29,47,170
2007-10-30,69,168
2007-10-30,38,161
2007-10-31,72,200
2007-10-31,55,181
2007-11-01,93,246
2007-11-01,65,258
2007-11-02,91,256
2007-11-02,55,221
2007-11-03,85,244
2007-11-03,45,199
2007-11-04,73,224
2007-11-04,48,210
2007-11-05,75,238
2007-11-05,44,195
2007-11-06,83,261
2007-11-06,62,218
2007-11-07,87,258
2007-11-07,59,256
2007-11-08,81,247
2007-11-08,46,210
2007-11-09,89,250
2007-11-09,51,190
2007-11-10,90,246
2007-11-10,53,216
2007-11-11,89,232
2007-11-11,49,190
2007-11-12,79,200
2007-11-12,39,158
2007-11-13,75,195
2007-11-13,37,149
2007-11-14,83,208
2007-11-14,39,154
2007-11-15,74,171
2007-11-15,34,133
2007-11-16,68,156
2007-11-16,35,133
2007-11-17,65,137
2007-11-17,32,116
2007-11-18,65,137
2007-11-18,31,109
2007-11-19,69,141
2007-11-19,36,129
2007-11-20,62,145
2007-11-20,39,157
2007-11-21,66,131
2007-11-21,34,126
2007-11-22,63,115
2007-11-22,26,90
2007-11-23,57,107
2007-11-23,23,81
2007-11-24,66,116
2007-11-24,28,100
2007-11-25,72,123
2007-11-25,23,87
2007-11-26,66,116
2007-11-26,31,109
2007-11-27,56,110
2007-11-27,37,140
2007-11-28,74,157
2007-11-28,39,157
2007-11-29,81,174
2007-11-29,45,170
2007-11-30,80,168
2007-11-30,36,125
2007-12-01,83,147
2007-12-01,47,141
2007-12-02,84,153
2007-12-02,43,141
2007-12-03,86,158
2007-12-03,37,132
2007-12-04,86,154
2007-12-04,43,142
2007-12-05,59,127
2007-12-05,39,116
2007-12-06,71,138
2007-12-06,51,142
2007-12-07,85,139
2007-12-07,41,143
2007-12-08,82,147
2007-12-08,40,136
2007-12-09,89,152
2007-12-09,42,156
2007-12-10,81,161
2007-12-10,43,165
2007-12-11,90,189
2007-12-11,52,182
2007-12-12,90,179
2007-12-12,47,165
2007-12-13,91,174
2007-12-13,45,163
2007-12-14,90,164
2007-12-14,39,141
2007-12-15,92,158
2007-12-15,50,175
2007-12-16,94,199
2007-12-16,36,131
2007-12-17,82,160
2007-12-17,36,129
2007-12-18,80,145
2007-12-18,39,134
2007-12-19,82,144
2007-12-19,41,150
2007-12-20,66,162
2007-12-20,52,196
2007-12-21,67,195
2007-12-21,46,188
2007-12-22,75,204
2007-12-22,41,176
2007-12-23,89,183
2007-12-23,34,148
2007-12-24,84,165
2007-12-24,33,141
2007-12-25,81,147
2007-12-25,33,152
2007-12-26,81,160
2007-12-26,35,151
2007-12-27,83,162
2007-12-27,34,191
2007-12-28,77,158
2007-12-28,29,114
2007-12-29,85,146
2007-12-29,29,118
2007-12-30,83,142
2007-12-30,36,155
2007-12-31,80,156
2007-12-31,42,174
2008-01-01,86,154
2008-01-01,21,87
2008-01-02,87,135
2008-01-02,22,81
2008-01-03,73,116
2008-01-03,45,165
2008-01-04,81,143
2008-01-04,31,119
2008-01-05,91,148
2008-01-05,23,86
2008-01-06,77,120
2008-01-06,29,105
2008-01-07,70,120
2008-01-07,33,116
2008-01-08,87,137
2008-01-08,35,121
2008-01-09,83,134
2008-01-09,37,137
2008-01-10,87,143
2008-01-10,35,138
2008-01-11,89,147
2008-01-11,34,134
2008-01-12,87,141
2008-01-12,32,137
2008-01-13,76,142
2008-01-13,27,120
2008-01-14,82,151
2008-01-14,39,163
2008-01-15,84,153
2008-01-15,36,149
2008-01-16,85,150
2008-01-16,33,142
2008-01-17,79,150
2008-01-17,25,104
2008-01-18,78,137
2008-01-18,30,116
2008-01-19,63,116
2008-01-19,27,99
2008-01-20,80,134
2008-01-20,28,110
2008-01-21,79,137
2008-01-21,27,109
2008-01-22,81,131
2008-01-22,37,132
2008-01-23,75,124
2008-01-23,17,56
2008-01-24,73,104
2008-01-24,21,74
2008-01-25,78,113
2008-01-25,21,66
2008-01-26,57,86
2008-01-26,22,61
2008-01-27,71,54
2008-01-27,21,65
2008-01-28,68,81
2008-01-28,20,75
2008-01-29,65,103
2008-01-29,18,68
2008-01-30,65,95
2008-01-30,49,143
2008-01-31,80,121
2008-01-31,23,76
2008-02-01,70,93
2008-02-01,23,85
2008-02-02,72,109
2008-02-02,21,84
2008-02-03,67,112
2008-02-03,45,152
2008-02-04,67,129
2008-02-04,39,116
2008-02-05,75,118
2008-02-05,25,76
2008-02-06,61,97
2008-02-06,22,71
2008-02-07,62,99
2008-02-07,36,104
2008-02-08,75,107
2008-02-08,26,77
2008-02-09,58,88
2008-02-09,27,93
2008-02-10,47,86
2008-02-10,33,127
2008-02-11,72,128
2008-02-11,23,97
2008-02-12,73,139
2008-02-12,39,171
2008-02-13,65,126
2008-02-13,36,156
2008-02-14,71,171
2008-02-14,31,141
2008-02-15,68,159
2008-02-15,30,140
2008-02-16,59,148
2008-02-16,33,153
2008-02-17,64,139
2008-02-17,17,82
2008-02-18,51,151
2008-02-18,19,92
2008-02-19,53,118
2008-02-19,21,97
2008-02-20,54,127
2008-02-20,19,96
2008-02-21,72,159
2008-02-21,18,89
2008-02-22,66,145
2008-02-22,23,114
2008-02-23,72,159
2008-02-23,24,115
2008-02-24,67,137
2008-02-24,22,100
2008-02-25,52,117
2008-02-25,17,83
2008-02-26,52,115
2008-02-26,14,67
2008-02-27,61,120
2008-02-27,15,77
2008-02-28,54,106
2008-02-28,12,61
2008-02-29,62,121
2008-02-29,13,68
2008-03-01,53,147
2008-03-01,15,76
2008-03-02,60,117
2008-03-02,14,71
2008-03-03,49,119
2008-03-03,17,89
2008-03-04,61,134
2008-03-04,13,72
2008-03-05,49,121
2008-03-05,12,65
2008-03-06,59,150
2008-03-06,12,66
2008-03-07,65,153
2008-03-07,17,89
2008-03-08,57,152
2008-03-08,16,89
2008-03-09,58,149
2008-03-09,15,83
2008-03-10,57,151
2008-03-10,16,81
2008-03-11,59,142
2008-03-11,15,82
2008-03-12,56,147
2008-03-12,14,71
2008-03-13,55,154
2008-03-13,26,131
2008-03-14,51,147
2008-03-14,24,123
2008-03-15,51,147
2008-03-15,19,100
2008-03-16,58,149
2008-03-16,18,104
2008-03-17,50,146
2008-03-17,21,121
2008-03-18,55,165
2008-03-18,16,96
2008-03-19,46,137
2008-03-19,19,108
2008-03-20,37,112
2008-03-20,13,74
2008-03-21,47,164
2008-03-21,40,167
2008-03-22,91,244
2008-03-22,43,196
2008-03-23,87,252
2008-03-23,43,195
2008-03-24,63,186
2008-03-24,21,112
2008-03-25,69,204
2008-03-25,23,126
2008-03-26,53,148
2008-03-26,26,137
2008-03-27,47,136
2008-03-27,34,169
2008-03-28,54,178
2008-03-28,29,150
2008-03-29,54,186
2008-03-29,28,152
2008-03-30,56,184
2008-03-30,33,171
2008-03-31,52,144
2008-03-31,30,140
2008-04-01,71,176
2008-04-01,29,127
2008-04-02,71,176
2008-04-02,21,101
2008-04-03,63,157
2008-04-03,15,69
2008-04-04,69,180
2008-04-04,29,136
2008-04-05,76,210
2008-04-05,20,104
2008-04-06,68,209
2008-04-06,23,120
2008-04-07,68,209
2008-04-07,33,147
2008-04-08,55,178
2008-04-08,20,109
2008-04-09,62,185
2008-04-09,51,225
2008-04-10,53,185
2008-04-10,19,111
2008-04-11,56,199
2008-04-11,18,112
2008-04-12,43,162
2008-04-12,19,121
2008-04-13,42,149
2008-04-13,20,125
2008-04-14,48,178
2008-04-14,20,121
2008-04-15,43,162
2008-04-15,16,99
2008-04-16,32,119
2008-04-16,20,116
2008-04-17,59,221
2008-04-17,15,95
2008-04-18,40,149
2008-04-18,21,129
2008-04-19,57,189
2008-04-19,21,119
2008-04-20,43,158
2008-04-20,15,93
2008-04-21,46,167
2008-04-21,20,139
2008-04-22,40,159
2008-04-22,17,112
2008-04-23,43,171
2008-04-23,16,107
2008-04-24,37,157
2008-04-24,18,121
2008-04-25,66,237
2008-04-25,41,231
2008-04-26,55,221
2008-04-26,45,250
2008-04-27,49,161
2008-04-27,27,165
2008-04-28,36,137
2008-04-28,30,174
2008-04-29,22,85
2008-04-29,26,148
2008-04-30,36,141
2008-04-30,33,183
2008-05-01,59,205
2008-05-01,23,132
2008-05-02,25,101
2008-05-02,15,83
2008-05-03,33,120
2008-05-03,23,121
2008-05-04,45,161
2008-05-04,21,116
2008-05-05,67,221
2008-05-05,27,136
2008-05-06,67,217
2008-05-06,31,155
2008-05-07,67,221
2008-05-07,30,164
2008-05-08,61,201
2008-05-08,30,167
2008-05-09,63,216
2008-05-09,27,161
2008-05-10,67,225
2008-05-10,45,238
2008-05-11,67,225
2008-05-11,37,188
2008-05-12,63,211
2008-05-12,41,197
2008-05-13,61,200
2008-05-13,36,201
2008-05-14,66,221
2008-05-14,45,227
2008-05-15,65,220
2008-05-15,38,191
2008-05-16,67,225
2008-05-16,34,180
2008-05-17,66,234
2008-05-17,40,202
2008-05-18,65,235
2008-05-18,38,175
2008-05-19,64,246
2008-05-19,40,214
2008-05-20,63,244
2008-05-20,39,208
2008-05-21,58,220
2008-05-21,40,204
2008-05-22,65,244
2008-05-22,53,204
2008-05-23,66,241
2008-05-23,52,222
2008-05-24,71,255
2008-05-24,33,196
2008-05-25,67,238
2008-05-25,37,206
2008-05-26,67,244
2008-05-26,31,190
2008-05-27,63,243
2008-05-27,40,227
2008-05-28,62,238
2008-05-28,34,190
2008-05-29,66,247
2008-05-29,33,184
2008-05-30,64,232
2008-05-30,40,217
2008-05-31,65,238
2008-05-31,42,217
2008-06-01,65,247
2008-06-01,33,181
2008-06-02,64,234
2008-06-02,33,196
2008-06-03,60,228
2008-06-03,95,235
2008-06-04,70,241
2008-06-04,89,271
2008-06-05,64,238
2008-06-05,58,228
2008-06-06,83,267
2008-06-06,68,244
2008-06-07,82,250
2008-06-07,73,247
2008-06-08,85,259
2008-06-08,85,264
2008-06-09,92,274
2008-06-09,84,250
2008-06-10,84,266
2008-06-10,78,246
2008-06-11,86,267
2008-06-11,73,253
2008-06-12,90,269
2008-06-12,74,256
2008-06-13,78,244
2008-06-13,60,202
2008-06-14,78,237
2008-06-14,88,253
2008-06-15,81,249
2008-06-15,60,224
2008-06-16,69,238
2008-06-16,63,232
2008-06-17,69,240
2008-06-17,55,224
2008-06-18,77,266
2008-06-18,75,289
2008-06-19,81,273
2008-06-19,59,229
2008-06-20,77,258
2008-06-20,65,250
2008-06-21,77,253
2008-06-21,60,225
2008-06-22,81,257
2008-06-22,61,232
2008-06-23,95,266
2008-06-23,63,249
2008-06-24,73,247
2008-06-24,64,244
