date,...SLP,..MSLP,..DBT,..WBT,..DPT,.RH,..VP,DD,FFF,AW,VV,Cl,A,Cm,A.1,Ch,A.2,Dl,Dm,Dh,TC,h,c,a,Ht,..R.F,.EVP,DW
2007-02-11,979.7,1015.2,21.8,18.6,16.6,72,188,16,12,4,96,0,0,3,4,0,0,0,9,0,4,9,3,4,60,0,1.4,18.8
2007-02-12,978.4,1013.7,22.2,18,15.2,64,173,0,0,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.6,19.4
2007-02-13,975.5,1011.1,19.8,18.6,17.9,89,205,29,12,2,95,9,3,3,2,0,0,9,9,0,5,5,6,3,20,2.4,1.4,19.2
2007-02-14,978.2,1013.8,19.2,15.2,12,63,140,0,0,2,96,0,0,3,1,0,0,0,9,0,1,9,3,1,60,0,1,1
2007-02-15,979.7,1015.4,20,14,8.6,48,112,2,12,2,96,0,0,3,1,0,0,0,9,0,1,9,3,1,60,0,1.2,16
2007-02-16,978.5,1013.6,21.4,15.4,10.4,50,126,32,10,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.4,17.8
2007-02-17,978.6,1014.4,18,13.4,9.2,57,116,0,0,2,96,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0,1,15.4
2007-02-18,980.8,1016.3,21.4,14.2,7.5,41,104,2,14,4,96,0,0,3,5,0,0,0,9,0,5,9,3,5,60,0,1.2,16.8
2007-02-19,981.9,1017.4,21.8,13.6,5.4,35,89,5,22,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.2,17.2
2007-02-20,981.7,1017.4,20.2,14.4,9.3,49,117,9,4,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1,3.6
2007-02-21,982,1017.7,20.4,14.8,10,51,123,2,8,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.2,16.6
2007-02-22,979.8,1015.3,22,14.6,7.9,40,107,36,6,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.4,16
2007-02-24,978,1013.4,21.6,15,9.3,45,117,14,8,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.4,17
2007-02-25,977.8,1013.1,22.8,16.6,11.8,50,38,9,12,2,95,5,1,3,4,0,0,9,9,0,5,5,6,1,25,0,1.4,18.2
2007-02-26,976.4,1011.5,23.4,18,14.3,56,163,0,0,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.4,19.4
2007-02-27,976.6,1011.8,22.6,16.4,11.6,50,137,36,10,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.4,16.4
2007-02-28,976.2,1011.2,24.6,18.2,13.7,51,157,32,8,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.4,18.2
2007-02-01,977.8,1012.2,29.6,19.2,11.8,33,138,11,12,5,96,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0,2.8,28.8
2007-02-02,977.3,1011.7,30,20.4,14.2,38,162,20,4,6,96,5,1,0,0,0,0,9,0,0,1,5,6,1,25,0,2.8,29
2007-02-03,976.4,1010.9,29,19.6,13.2,38,152,14,12,5,96,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0,2.6,30
2007-02-04,974.2,1008.4,30.8,20,12.6,33,146,29,14,8,96,5,2,3,3,0,0,9,9,0,5,5,6,2,25,0,2.6,30.4
2007-02-05,974.4,1008.6,30.8,19,10.1,28,123,32,18,5,96,5,1,0,0,0,0,9,0,0,1,5,6,1,25,0,2.9,28.6
2007-02-06,974.3,1008.6,29.8,19,11.1,31,132,16,12,4,96,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0,2.8,30.2
2007-02-07,974.4,1008.6,30.4,19.8,12.5,33,145,23,8,4,96,5,1,0,0,0,0,9,0,0,1,5,6,1,25,0,2.6,30.8
2007-02-08,976.7,1011.1,29.6,20.1,13.8,39,158,5,10,5,96,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0,2.6,29.6
2007-02-09,976,1010.2,30.6,20,12.8,34,148,14,12,5,96,1,1,3,2,0,0,9,9,0,3,5,8,1,30,0,2.7,29
2007-02-10,974.5,1008.8,29.6,21.6,16.9,46,191,14,18,8,96,8,2,3,2,0,0,9,9,0,4,5,6,1,25,0,2.5,27.2
2007-02-12,973.1,1007.4,29.4,20,13.8,38,158,20,12,5,96,1,2,0,0,0,0,9,0,0,2,5,8,2,25,0,2.8,28.2
2007-02-13,971.9,1006.6,26,17,9.8,36,121,27,22,10,96,8,3,0,0,0,0,9,0,0,3,5,6,2,25,0,2.3,26.4
2007-02-14,976.3,1011,26.2,16.2,7.4,30,103,32,12,5,96,5,1,3,2,0,0,9,9,0,3,5,6,1,20,0,2.4,27.4
2007-02-15,975.3,1009.9,27.6,17.8,10.2,34,124,2,10,6,96,5,3,0,0,0,0,9,0,0,3,5,6,3,25,0,2.6,29
2007-02-16,973.8,1008.4,28,15.8,3.9,21,81,32,18,11,96,0,0,0,0,1,2,0,0,9,2,9,0,2,75,0,2.4,27.2
2007-02-17,975.4,1009.9,28.4,16,4,21,81,27,4,6,96,5,2,0,0,0,0,9,0,0,2,5,6,2,25,0,2.4,26.8
2007-02-18,977.1,1011.8,27.8,17.2,8.4,30,110,9,6,7,96,0,0,3,1,0,0,0,9,0,1,9,3,1,60,0,2.5,27.8
2007-02-19,977.2,1011.6,29.2,17.8,8.5,27,111,2,6,7,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.6,8.6
2007-02-20,977.8,1012.2,29.8,17.8,7.9,25,107,9,10,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.5,28.8
2007-02-21,977.3,1011.6,30.6,18,7.6,24,104,9,8,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.6,29.8
2007-02-22,975.2,1009.4,30.6,17.8,7,23,100,9,8,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.6,31.4,NA
2007-02-23,973.9,1008,32,18.4,7.2,21,101,9,4,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3,32.6
2007-02-24,974.2,1008.3,31.2,18.6,8.6,25,112,18,12,7,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.8,28.6
2007-02-25,973,1007.2,30,20,13.3,36,153,11,8,5,96,9,4,0,0,0,0,9,0,0,4,5,6,2,20,0,2.4,21.2
2007-02-26,972,1006.1,31,20.2,12.4,32,144,27,12,3,96,8,3,0,0,0,0,9,0,0,3,5,6,2,20,0,2.8,30.2
2007-02-27,972.6,1006.4,33.2,19.4,8.8,22,113,11,4,5,96,1,1,0,0,0,0,9,0,0,1,5,8,1,30,0,3.1,31
2007-02-28,971.5,1005.4,32.8,19.8,10.3,25,125,18,10,7,96,5,2,3,3,0,0,9,9,0,5,5,6,2,25,0,3.2,30.8
2007-03-01,974.6,1009.5,24.6,18.6,14.5,53,165,20,12,4,96,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0,1.4,21.4
2007-03-02,977.2,1012.5,22.8,17.6,13.9,57,159,36,12,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.5,19.4
2007-03-03,979.4,1014.9,22,15,8.9,43,114,2,14,4,96,0,0,0,0,1,3,0,0,9,3,9,0,3,75,0,1.6,19
2007-03-04,979.6,1014.9,22.8,15.4,9.1,41,113,2,18,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.4,18.7
2007-03-05,981.1,1016.5,22.8,14.4,6.4,35,96,2,12,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.2,18.4
2007-03-06,983.1,1013.9,23,14.6,6.7,35,98,7,6,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.3,19.4
2007-03-07,976.7,1011.9,23,14.4,6.2,34,95,36,12,3,96,0,0,3,1,0,0,0,9,0,1,9,3,1,60,0,1.6,19
2007-03-08,974.8,1009.7,25,15.6,7.2,32,101,5,8,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.5,20.4
2007-03-09,975.9,1010.8,25.4,18,12.7,45,147,7,12,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.6,22.6
2007-03-10,977.3,1012.2,25.2,20.4,17.5,62,200,5,6,2,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.3,21.2
2007-03-11,977.4,1012.2,27,21.6,18.6,60,214,9,12,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.6,24.6
2007-03-12,977.8,1013,23.2,21.2,20.1,83,235,9,4,2,96,8,3,3,2,1,1,9,9,9,6,5,6,2,20,2.9,0.9,23
2007-03-13,978.8,1014.1,22.8,21,20,84,234,5,12,4,96,9,4,3,3,0,0,9,9,0,7,5,6,3,20,0,0.8,22.8
2007-03-14,977.8,1013,23.8,21.4,20.1,80,235,5,10,2,95,6,2,0,0,0,0,9,0,0,2,5,6,1,25,4.3,0.7,21.7
2007-03-15,979.8,1015.1,22.8,17.6,13.9,57,159,36,22,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.6,20.6
2007-03-16,979.8,1015.1,22.4,14.4,6.9,37,99,36,8,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.4,17.2
2007-03-17,978.9,1014.3,22,15.2,9.4,44,118,0,0,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.4,17.5
2007-03-18,976,1010.9,25.4,17,10.4,39,126,34,8,2,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.6,19.2
2007-03-19,976,1010.7,26.4,18,11.8,40,138,36,12,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.6,24.6
2007-03-20,977.2,1011.8,29,19.4,12.7,37,147,5,8,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.6,22
2007-03-21,976.1,1010.7,28,19.6,14,42,160,36,12,2,95,5,2,3,1,0,0,9,9,0,3,5,6,2,25,0,1.6,23.5
2007-03-22,976.4,1011,28,20,14.8,45,168,34,15,2,96,5,2,3,1,0,0,9,9,0,3,5,6,2,30,0,1.4,23.8
2007-03-23,977.6,1012,29.4,20,13.8,38,158,36,12,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.4,27.6
2007-03-24,977.8,1012.2,29.4,20.4,14.6,41,166,2,8,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.2,24.2
2007-03-25,977,1011.5,28.8,17.6,8.4,28,110,2,12,4,96,0,0,3,4,0,0,0,9,0,4,9,3,4,60,0,1.6,23
2007-03-26,975.8,1010.3,28.4,15.6,2.6,19,74,36,12,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.3,21.6
2007-03-27,977.8,1012.2,29.2,16.6,5,22,87,36,14,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.2,26.6
2007-03-28,978.4,1013.1,27.2,16.8,8,30,107,36,4,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.4,21.4
2007-03-29,977.2,1011.6,30,17.6,7.1,24,101,9,12,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.6,21.8
2007-03-30,976.1,1010.7,29.6,18.6,10.3,30,125,0,0,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.3,22.4
2007-03-31,977,1011.6,28.4,19.2,12.8,38,148,18,8,1,95,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.2,24.4
2007-03-01,970.8,1003.6,32.6,17.4,3,15,76,23,22,7,96,1,1,0,0,0,0,9,0,0,1,5,8,1,25,0,3.3,31
2007-03-02,973.9,1008.1,30.6,19,10.3,28,125,20,10,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.6,31.2
2007-03-03,975.2,1009.4,31,19,9.9,27,122,2,4,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.2,31.6
2007-03-04,975.3,1009.5,31.8,18.8,8.6,24,112,7,12,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3,30.8
2007-03-06,973.2,1007.3,31.4,18.6,8.4,24,110,0,0,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.8,32.2
2007-03-07,972.4,1006.4,31.4,19,9.5,26,119,36,10,7,96,0,0,0,0,1,2,0,0,9,2,9,0,2,75,0,3,30.2
2007-03-08,970.5,1004.5,31,21.4,15.5,39,176,5,18,6,96,8,2,1,1,0,0,9,9,0,3,5,6,1,25,0,2.8,30.6
2007-03-09,972.8,1007,29.2,22,17.9,51,204,9,15,6,96,9,5,0,0,0,0,9,0,0,5,5,6,2,25,0,3,NA
2007-03-10,973.3,1007.3,32.6,20.4,12,28,140,9,14,4,96,5,2,0,0,0,0,0,9,0,2,5,6,2,20,0,3,29.8
2007-03-11,972.5,1006.3,34,20.8,11.8,26,138,11,12,6,96,0,0,3,1,1,1,0,9,9,2,9,3,1,60,0,3.4,31.4
2007-03-12,974.7,1008.9,30.2,21.6,16.9,45,193,14,14,6,96,9,5,3,2,0,0,9,9,0,7,5,6,3,20,0.8,1.7,28
2007-03-13,972.8,1006.7,32.8,21,13.3,31,153,16,12,7,96,9,5,0,0,0,0,9,0,0,5,5,6,2,25,0,2.6,30.2
2007-03-14,973.8,1007.8,33,21.6,14.5,33,165,34,10,4,96,8,3,0,0,0,0,9,0,0,3,5,6,1,20,0,3.2,30.6
2007-03-15,975,1009.1,31.8,18.8,8.6,24,112,2,14,8,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3,31.2
2007-03-16,974.9,1008.9,32.4,18,5.4,18,90,2,6,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.2,NA
2007-03-17,973.4,1007.1,34.8,19.8,8.2,20,109,2,14,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.4,34.6
2007-03-18,971.8,1005.4,36,20.6,9.3,20,117,9,12,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.4,35.8
2007-03-19,971.7,1005.2,36.6,21.8,12,23,140,14,4,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.4,35.2
2007-03-20,972.6,1005.9,37.6,22.6,13.2,23,152,0,0,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.6,33.4
2007-03-21,971.2,1004.7,37,23.2,15.1,27,171,36,8,4,95,6,5,0,0,0,0,9,0,0,5,5,6,2,20,0,3.7,33.8
2007-03-22,973.3,1006.9,35.6,24.4,18.6,37,214,11,10,6,96,5,1,0,0,0,0,9,0,0,1,5,6,1,25,0,3.6,34.2
2007-03-23,972.5,1005.8,37.6,22.4,12.7,23,147,9,4,5,96,8,2,0,0,0,0,9,0,0,2,5,6,1,25,0,4.2,34.4
2007-03-24,972.6,1006.5,37.8,21.6,10.4,19,97,29,12,6,96,5,2,3,1,0,0,9,9,0,3,5,6,2,25,0,4.4,34
2007-03-25,971,1004.5,37,20.4,7.6,17,105,2,12,6,96,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0,4.1,33.2
2007-03-26,971.8,1005.1,37.6,19.6,4.1,13,82,32,14,7,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,4.4,33.6
2007-03-27,972.5,1005.8,38,20,5,13,87,32,12,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,4.3,34
2007-03-28,972.9,1006.2,37.6,20,5.5,14,90,9,12,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.6,34.6
2007-03-29,971.6,1004.9,38,21.2,9,17,115,5,10,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,4.1,34
2007-03-30,971.5,1004.7,38.4,21.4,9.2,17,116,0,0,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.8,34.2
2007-03-31,972.4,1005.7,37.8,21.8,10.9,20,130,18,18,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.5,33.4
2007-04-01,977.4,1011.8,29.8,20,13.4,37,154,14,8,2,95,0,0,0,0,1,1,0,0,9,1,9,0,1,75,0,1.4,23.6
2007-04-02,974.3,1008.5,30.2,18.6,9.7,28,120,36,10,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.6,23.4
2007-04-03,973.9,1008.1,30.4,18.6,9.5,27,117,36,10,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.6,24.4
2007-04-04,975.2,1009.4,31.6,17.2,4.4,18,84,2,14,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.6,24.8
2007-04-05,975.6,1009.8,31,18,7.1,23,101,5,8,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.4,21.8
2007-04-06,976.2,1010.6,29.4,19.2,11.9,34,139,0,0,1,95,0,0,3,1,1,1,0,9,9,2,9,3,1,60,0,1.8,22.2
2007-04-07,974.4,1009.5,31.8,23,18.2,44,209,11,10,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.7,24.4
2007-04-08,973.5,1007.6,31.2,22.8,18.2,46,209,18,22,5,97,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.8,24.6
2007-04-09,975.1,1009.5,29.6,22.2,18.1,50,208,18,14,3,96,0,0,0,0,1,1,0,0,9,1,9,0,1,75,0,1.6,23.8
2007-04-10,974.7,1008.8,32,19.8,11.1,28,132,5,10,1,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.8,23.8
2007-04-11,974.4,1008.5,31.8,23.6,19.3,48,224,14,14,2,96,5,1,3,1,0,0,9,9,0,2,5,6,1,25,0,1.8,24.8
2007-04-12,973.4,1007.6,31,23,18.7,48,216,18,22,3,96,0,0,3,3,0,0,0,9,0,3,9,3,3,60,0,1.6,24.6
2007-04-13,973,1007,32,22.6,17.3,41,197,23,22,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.6,25.2
2007-04-14,976.2,1010.5,29.6,21.6,16.9,46,191,9,18,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.4,24.6
2007-04-15,975.6,1009.8,31,24.8,21.9,58,267,20,18,4,96,1,1,3,3,0,0,0,9,0,4,5,8,1,30,0,1.3,25.2
2007-04-16,975.5,1010,29,21,16.1,46,183,23,14,6,96,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0.2,1.4,23.4
2007-04-17,972.3,1006.5,30,22.2,17.8,48,204,11,18,4,96,5,2,3,2,1,1,9,9,9,5,5,6,2,20,3.3,1,25
2007-04-18,975.6,1010.3,27,22,19.3,63,223,23,16,4,96,6,3,3,4,0,0,9,9,0,7,5,6,3,25,0,0.8,24.4
2007-04-19,975.7,1010.3,27.4,21.8,18.7,59,216,27,12,4,96,5,3,3,4,0,0,9,9,0,7,5,6,3,25,0,1,24
2007-04-20,975.6,1010,29.6,22,17.7,49,202,0,0,3,96,0,0,3,4,0,0,0,9,0,4,9,3,4,60,0,1.4,25.2
2007-04-21,975,1009.6,28,22.6,19.7,61,229,23,18,5,96,5,3,3,3,1,1,9,9,9,7,5,6,3,25,0,1,24.7
2007-04-22,975.1,1009.3,30.6,23,18.9,50,218,29,12,2,96,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0,1.4,23.8
2007-04-23,973.2,1007.1,33.6,19.8,9.5,23,119,29,29,3,96,0,0,3,1,0,0,0,9,0,1,9,3,1,60,0,1.3,24
2007-04-24,972.8,1006.6,33.6,20.8,12.1,27,141,32,22,5,96,0,0,3,1,0,0,0,9,0,1,9,3,1,60,0,1.4,27.6
2007-04-25,973.3,1007.2,34,21.4,13.2,29,152,29,14,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.8,23.6
2007-04-26,973.7,1007.4,34.4,20.8,11.4,25,135,23,12,1,96,0,0,3,4,0,0,0,9,0,4,9,3,4,60,0,2,26.4
2007-04-27,974.7,1008.4,34.6,20.4,10.7,23,129,0,0,2,96,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0,1.7,29
2007-04-28,973.6,1007.5,34,21.4,13.2,29,152,9,12,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2,24.8
2007-04-29,972.5,1006.2,34.6,21.6,13.2,28,152,7,10,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.8,26.8
2007-04-30,973.2,1006.9,34.4,22.8,16.1,34,183,9,4,2,96,0,0,3,2,0,0,0,9,0,2,9,3,2,90,0,2,27.8
2007-04-01,971.1,1004.3,28.6,22.8,12.9,22,149,18,12,6,96,5,2,0,0,0,0,9,0,0,2,5,6,2,25,0,3.8,33.5
2007-04-02,969,1002,40,22.6,11.1,18,132,9,15,8,96,0,0,3,1,1,1,0,9,9,2,9,3,1,60,0,4.1,35
2007-04-03,968.9,1001.9,40,22.4,9.9,16,122,23,14,6,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.8,35.4
2007-04-04,970.1,1003.1,39.6,20.6,5.1,12,88,36,8,7,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,3.8,35.4
2007-04-05,971.2,1004.4,39,20.6,5.9,13,93,9,10,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,4,33.9
2007-04-06,970.1,1003.1,39.4,23.2,13.2,21,152,11,10,5,96,5,1,0,0,0,0,9,0,0,1,5,6,1,25,0,4.2,33.8
2007-04-07,968.6,1001.6,39.6,23,12.5,20,145,11,12,7,96,8,2,0,0,0,0,9,0,0,2,5,6,2,25,0,4.4,35.2
2007-04-08,968.2,1001.2,39.6,23,12.5,20,145,18,18,8,96,8,2,0,0,0,1,9,2,9,3,5,6,1,25,0,4.2,34.2
2007-04-09,969.8,1003,38.8,21.8,10,18,123,29,14,5,96,5,3,3,3,0,0,9,9,0,6,5,6,3,25,0,4,33.8
2007-04-10,969.5,1002.5,40,21.8,8.7,15,112,34,14,6,96,8,4,0,0,0,0,9,0,0,4,5,6,2,25,0,4.2,34.4
2007-04-11,968,1006.2,38,23,13.8,24,158,0,0,4,96,8,3,0,0,0,0,9,0,0,3,5,6,2,20,0,4.2,34.2
2007-04-12,967.5,1000.6,39,23,13,21,150,14,10,6,96,1,3,0,0,0,0,9,0,0,3,5,8,3,30,0,4.2,34.2
2007-04-13,974.2,1001.3,40,22.8,11.6,18,137,14,8,5,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,4.2,33.8
2007-04-14,969.7,1003,37.4,23.6,15.7,28,178,9,12,5,96,5,1,3,3,0,0,9,9,0,4,5,6,1,25,0,3.8,32.6
2007-04-15,972.3,1006.5,29.6,21.4,16.5,45,188,34,46,8,94,9,5,2,2,0,0,9,9,0,6,5,6,2,20,0,3.8,30
2007-04-16,969.6,1003,36.6,23.4,15.8,29,179,11,8,6,96,9,3,0,0,1,1,9,0,9,4,5,6,2,20,0,4.2,34.2
2007-04-17,968.4,1001.7,37,23.4,15.5,28,176,34,12,6,96,9,2,0,0,0,0,9,0,0,2,5,6,1,30,0,3.8,34.8
2007-04-18,970,1003.3,37.4,25,18.7,33,216,36,18,4,96,9,4,0,0,0,0,9,0,0,4,5,6,2,25,0,3.8,35.6
2007-04-19,970.2,1003.6,36.6,24.2,17.5,33,200,16,12,5,96,9,2,3,1,1,1,9,9,9,4,5,6,1,25,0,3.6,34.8
2007-04-20,970.7,1004.3,34.8,24.2,18.7,39,216,18,18,8,96,5,2,3,4,0,0,9,9,0,6,5,6,2,25,0,3.8,33.8
2007-04-21,970.7,1004.3,34.6,23.6,17.6,37,201,29,18,10,96,9,3,3,3,0,0,9,9,0,6,5,6,2,20,0,3.4,31.1
2007-04-22,969.2,1002.4,38.6,21.2,8.3,16,109,34,23,9,96,5,2,0,0,0,0,9,0,0,2,5,6,2,25,0,4,33
2007-04-23,968.7,1001.6,40.4,22.6,10.7,17,129,29,14,3,96,8,2,3,2,0,0,9,9,0,4,5,6,1,20,0,3.8,35.6
2007-04-24,968.2,1001.1,40.8,20.8,4.2,11,82,25,28,8,96,8,2,3,2,0,0,9,9,0,4,5,6,1,20,0,4,36.2
2007-04-25,968.2,1001.1,40.4,22.2,9.5,16,119,20,12,7,96,5,2,3,1,0,0,9,9,0,3,5,6,2,25,0,4.4,35.6
2007-04-26,968.6,1001.4,42,22.6,9.1,14,115,29,72,5,96,5,3,3,1,0,0,9,9,0,4,5,6,3,25,0,4.5,35.6
2007-04-27,969.1,1001.9,42,22.6,9.1,14,115,34,12,5,97,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,6,36.4
2007-04-28,967.6,1000.3,43,23.4,10.5,15,127,36,6,6,96,5,2,3,1,0,0,9,9,0,3,5,6,2,25,0,5.2,35.8
2007-04-29,967.5,1000.2,42.6,24,12.6,17,146,2,10,5,96,3,5,0,0,0,0,9,0,0,3,5,6,3,25,0,5,36.4
2007-04-30,967.3,1000,42.8,24.6,14,19,161,36,10,6,96,8,4,0,0,0,0,9,0,0,4,5,6,2,25,0,4.7,36.4
2007-05-01,974.1,1008,34,24.2,19.1,42,221,18,12,3,96,5,1,3,1,0,0,9,9,0,2,5,6,1,25,0,1.6,27
2007-05-02,972.8,1006.6,33.4,23.8,18.7,42,216,5,10,2,96,5,2,3,3,0,0,9,9,0,5,5,6,2,25,0,1.8,28
2007-05-03,971.3,1005.4,31,23.2,19.1,49,221,18,10,3,96,0,0,3,1,1,1,0,9,9,2,9,3,1,60,0,1,25
2007-05-04,970.1,1003.7,34.2,25,20.5,45,241,9,10,4,96,0,0,3,2,0,0,0,9,0,2,9,3,2,60,0,1.4,26.4
2007-05-05,971.6,1005.5,32.6,24,19.6,46,228,11,10,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.6,27.4
2007-05-06,969.8,1003.4,34.6,24,18.4,38,212,36,10,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,1.8,27.6
2007-05-07,969.1,1002.6,35.2,24.6,19.2,39,222,9,4,2,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.2,28.8
2007-05-08,969.4,1003.2,32.4,22.8,17.4,41,199,29,14,2,96,5,2,3,4,0,0,9,9,0,6,5,6,2,25,0,2.4,27.4
2007-05-09,969.9,1003.4,36,24.4,18.3,35,210,32,12,4,96,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,2.2,27.6
2007-05-10,970.4,1003.8,36.2,24.8,19,37,220,34,12,2,96,5,1,3,3,0,0,9,9,0,4,5,5,1,25,0,2.2,28.8
2007-05-11,968.1,1001.4,36.2,26,21.2,42,252,32,26,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.4,28
2007-05-12,968.4,1001.7,36.2,24.8,19,37,220,32,22,7,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.2,26.6
2007-05-13,969.5,1003,36,24.2,17.9,34,208,36,12,8,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.3,26.4
2007-05-14,967.6,1000.9,36.6,25.4,19.9,38,232,34,18,6,96,1,1,3,2,0,0,9,9,0,3,5,8,1,30,0,2.4,27.6
2007-05-15,967.8,1001.3,34.6,25.6,21.4,46,255,32,22,4,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.2,22.8
2007-05-16,970.5,1004.1,34.2,26,22.3,50,269,32,22,7,96,8,3,0,0,0,0,9,0,0,3,5,6,2,25,0,2,26.8
2007-05-17,970.4,1003.9,36,25,19.5,38,227,32,22,3,96,0,0,0,0,0,0,0,0,0,0,9,0,0,99,0,2.2,27.4
2007-05-18,970.6,1004.1,35.4,24.2,18.3,36,210,36,12,3,96,0,0,3,2,2,2,0,9,9,4,9,3,2,60,0,2.2,27.6
