Min Price onion,Max Price onion,Modal Price onion,Price Date
925,1000,962,2007/01/15
850,950,900,2007/01/15
950,1025,987,2007/01/16
950,1025,987,2007/01/16
950,1025,987,2007/01/17
950,1025,987,2007/01/17
1125,1200,1162,2007/01/18
1125,1200,1165,2007/01/18
1125,1200,1162,2007/01/19
1125,1200,1162,2007/01/19
1125,1200,1162,2007/01/20
1125,1200,1162,2007/01/20
1200,1250,1225,2007/01/21
1200,1250,1225,2007/01/21
1200,1250,1225,2007/01/22
1200,1250,1225,2007/01/22
1000,1062,1031,2007/01/23
1000,1062,1031,2007/01/23
1000,1125,1062,2007/01/24
1000,1125,1062,2007/01/24
1000,1125,1062,2007/01/25
1000,1125,1062,2007/01/25
1150,1200,1175,2007/01/27
1000,1125,1062,2007/01/27
1125,1200,1162,2007/01/28
1000,1125,1062,2007/01/28
1125,1200,1162,2007/01/29
1000,1125,1062,2007/01/29
1125,1250,1187,2007/02/04
1150,1200,1162,2007/02/04
1125,1250,1187,2007/02/05
1150,1200,1162,2007/02/05
1250,1400,1325,2007/02/06
1400,1500,1450,2007/02/06
1250,1425,1337,2007/02/07
1375,1625,1500,2007/02/07
1250,1300,1275,2007/02/08
1250,1325,1287,2007/02/08
1250,1300,1275,2007/02/09
1250,1325,1287,2007/02/09
1000,1075,1037,2007/02/11
1125,1250,1187,2007/02/11
1000,1075,1037,2007/02/12
1125,1250,1187,2007/02/12
1000,1125,1062,2007/02/13
1125,1250,1187,2007/02/13
1000,1125,1062,2007/02/14
1125,1250,1187,2007/02/14
1175,1250,1212,2007/02/18
950,1000,975,2007/02/19
1125,1250,1212,2007/02/19
875,925,900,2007/02/20
1000,1175,1087,2007/02/20
850,935,887,2007/02/21
1150,1250,1175,2007/02/21
850,900,875,2007/02/22
1000,1150,1075,2007/02/22
875,925,900,2007/02/24
950,1000,975,2007/02/24
875,925,900,2007/02/25
950,1000,975,2007/02/25
785,925,900,2007/02/26
950,1000,975,2007/02/26
812,850,831,2007/02/27
750,800,775,2007/02/27
675,725,700,2007/02/28
625,650,637,2007/02/28
725,800,762,2007/03/01
700,750,725,2007/03/01
750,825,787,2007/03/03
750,850,800,2007/03/03
750,850,800,2007/03/05
750,875,812,2007/03/05
750,850,800,2007/03/06
750,875,812,2007/03/06
1000,1100,1050,2007/03/08
1000,1050,1025,2007/03/08
1000,1050,1025,2007/03/10
1000,1125,1062,2007/03/10
1000,1050,1025,2007/03/11
1000,1125,1062,2007/03/11
950,1000,975,2007/03/12
750,875,812,2007/03/12
1000,1050,1025,2007/03/13
1000,1125,1062,2007/03/13
950,1000,975,2007/03/14
800,850,825,2007/03/14
950,1000,975,2007/03/18
750,875,812,2007/03/18
950,1000,975,2007/03/19
750,875,812,2007/03/19
875,1000,937,2007/03/20
800,850,825,2007/03/20
950,1000,975,2007/03/21
800,850,825,2007/03/21
950,1000,975,2007/03/22
800,850,825,2007/03/22
900,950,925,2007/03/24
650,700,675,2007/03/24
900,950,925,2007/03/25
650,700,675,2007/03/25
600,650,625,2007/03/31
600,650,625,2007/03/31
700,800,750,2007/04/02
500,625,562,2007/04/02
700,750,725,2007/04/04
500,625,562,2007/04/04
700,750,725,2007/04/05
500,625,562,2007/04/05
750,850,800,2007/04/07
500,600,550,2007/04/07
750,850,800,2007/04/08
500,600,550,2007/04/08
750,800,775,2007/04/10
500,575,537,2007/04/10
750,800,775,2007/04/11
700,800,750,2007/04/11
725,800,762,2007/04/14
500,550,525,2007/04/14
725,800,762,2007/04/15
500,550,525,2007/04/15
725,800,762,2007/04/16
500,550,525,2007/04/16
650,700,675,2007/04/17
375,450,412,2007/04/17
650,700,675,2007/04/18
450,500,475,2007/04/18
500,625,562,2007/04/19
450,475,462,2007/04/19
550,600,575,2007/04/21
475,500,487,2007/04/21
550,600,575,2007/04/22
475,500,487,2007/04/22
650,700,675,2007/04/23
475,525,500,2007/04/23
650,700,675,2007/04/24
475,525,500,2007/04/24
500,550,525,2007/05/05
500,550,525,2007/05/05
500,550,525,2007/05/06
500,550,525,2007/05/06
450,500,475,2007/05/07
500,550,525,2007/05/07
450,500,475,2007/05/08
450,500,475,2007/05/08
450,500,475,2007/05/09
450,500,475,2007/05/09
450,500,475,2007/05/10
450,500,475,2007/05/10
525,600,562,2007/05/12
450,500,475,2007/05/12
525,600,562,2007/05/13
450,500,475,2007/05/13
525,600,592,2007/05/14
450,500,475,2007/05/14
550,650,600,2007/05/15
475,550,512,2007/05/15
525,600,562,2007/05/16
450,500,475,2007/05/16
525,600,550,2007/05/17
450,500,475,2007/05/17
500,550,525,2007/05/19
475,500,487,2007/05/19
500,550,525,2007/05/20
475,500,487,2007/05/20
500,550,525,2007/05/21
475,500,487,2007/05/21
500,550,525,2007/05/22
475,500,487,2007/05/22
500,575,537,2007/05/23
450,525,487,2007/05/23
550,600,575,2007/05/24
450,500,475,2007/05/24
600,625,612,2007/05/26
425,500,462,2007/05/26
600,625,612,2007/05/27
425,500,462,2007/05/27
625,675,650,2007/05/29
500,575,537,2007/05/29
650,700,675,2007/05/31
500,550,525,2007/05/31
725,800,762,2007/06/02
550,625,587,2007/06/02
725,800,762,2007/06/03
550,625,587,2007/06/03
750,825,787,2007/06/04
550,625,587,2007/06/04
825,850,837,2007/06/05
625,700,662,2007/06/05
750,825,787,2007/06/06
550,625,587,2007/06/06
700,800,750,2007/06/07
600,700,650,2007/06/07
1000,1050,1025,2007/06/10
750,800,775,2007/06/10
1000,1050,1012,2007/06/11
750,800,775,2007/06/11
1000,1050,1025,2007/06/12
750,800,775,2007/06/12
950,1025,987,2007/06/13
750,800,775,2007/06/13
950,1000,975,2007/06/14
750,800,775,2007/06/14
1000,1062,1031,2007/07/01
975,1000,987,2007/07/01
1000,1062,1031,2007/07/02
975,1000,987,2007/07/02
1000,1062,1031,2007/07/03
975,1000,987,2007/07/03
1000,1050,1025,2007/07/04
1000,1050,1025,2007/07/04
1000,1050,1025,2007/07/05
1000,1050,1025,2007/07/05
1000,1062,1031,2007/07/06
1000,1100,1050,2007/07/08
1000,1050,1025,2007/07/08
1000,1100,1050,2007/07/09
1000,1050,1025,2007/07/09
1000,1100,1050,2007/07/10
1000,1050,1025,2007/07/10
1000,1100,1050,2007/07/11
1000,1050,1025,2007/07/11
1000,1075,1027,2007/07/12
950,1000,975,2007/07/12
1000,1100,1050,2007/07/13
950,1000,975,2007/07/13
1000,1075,1037,2007/07/21
900,925,912,2007/07/21
1000,1075,1037,2007/07/22
900,925,912,2007/07/22
1000,1075,1037,2007/07/23
900,925,912,2007/07/23
1000,1050,1025,2007/07/24
900,950,925,2007/07/24
1000,1050,1025,2007/07/25
900,950,925,2007/07/25
1000,1050,1025,2007/07/26
900,950,925,2007/07/26
1000,1075,1037,2007/07/28
975,1050,1012,2007/07/28
1000,1075,1037,2007/07/29
975,1050,1012,2007/07/29
1000,1075,1037,2007/07/30
975,1075,1012,2007/07/30
1000,1075,1037,2007/08/01
950,1025,987,2007/08/01
1000,1075,1037,2007/08/02
950,1025,987,2007/08/02
1000,1050,1025,2007/08/05
950,1025,987,2007/08/05
1000,1050,1025,2007/08/06
950,1025,987,2007/08/06
1000,1050,1025,2007/08/07
950,1025,987,2007/08/07
1000,1075,1037,2007/08/08
1000,1025,1012,2007/08/08
1000,1075,1037,2007/08/09
1000,1025,1012,2007/08/09
1000,1075,1037,2007/08/10
1000,1075,1037,2007/08/10
1000,1100,1050,2007/08/13
1000,1100,1050,2007/08/13
1000,1100,1050,2007/08/14
1000,1100,1050,2007/08/16
1000,1108,1050,2007/08/16
1500,1625,1562,2007/08/18
1375,1500,1437,2007/08/18
1500,1625,1562,2007/08/19
1375,1500,1437,2007/08/19
1500,1750,1625,2007/08/20
1375,1625,1500,2007/08/20
1500,1625,1562,2007/08/23
1375,1500,1437,2007/08/23
1500,1625,1562,2007/08/25
1250,1375,1312,2007/08/25
1500,1625,1562,2007/08/26
1250,1375,1312,2007/08/26
1250,1375,1312,2007/08/27
1250,1375,1312,2007/08/27
1250,1375,1312,2007/08/28
1125,1250,1147,2007/08/28
1375,1500,1437,2007/08/29
1250,1375,1312,2007/08/29
1375,1500,1437,2007/08/30
1250,1375,1312,2007/08/30
1250,1500,1375,2007/09/01
1125,1200,1162,2007/09/01
1250,1500,1375,2007/09/02
1125,1200,1162,2007/09/02
1250,1500,1375,2007/09/03
1250,1500,1375,2007/09/03
1250,1375,1312,2007/09/09
1000,1150,1075,2007/09/09
1250,1375,1312,2007/09/10
1000,1150,1075,2007/09/10
1250,1375,1312,2007/09/12
1125,1250,1187,2007/09/12
1250,1375,1312,2007/09/13
1125,1250,1187,2007/09/13
1375,1500,1437,2007/09/15
1250,1450,1350,2007/09/15
1375,1500,1437,2007/09/16
1250,1450,1350,2007/09/16
1400,1625,1562,2007/09/17
1500,1750,1625,2007/09/17
1500,1625,1562,2007/09/18
1500,1750,1625,2007/09/18
1500,1750,1625,2007/09/19
1375,1560,1437,2007/09/19
1500,1750,1625,2007/09/20
1375,1500,1437,2007/09/20
1625,1750,1687,2007/09/22
1500,1625,1562,2007/09/22
1625,1750,1687,2007/09/23
1500,1625,1562,2007/09/23
1625,1750,1687,2007/09/24
1500,1625,1562,2007/09/24
1250,1500,1375,2007/09/25
1000,1250,1125,2007/09/25
1125,1375,1250,2007/09/26
1000,1250,1125,2007/09/26
1125,1375,1250,2007/09/27
1000,1250,1125,2007/09/27
1375,1625,1500,2007/09/29
1250,1375,1312,2007/09/29
1375,1625,1500,2007/09/30
1250,1375,1312,2007/09/30
1250,1500,1375,2007/10/01
1125,1375,1250,2007/10/01
1125,1500,1312,2007/10/03
1125,1500,1312,2007/10/03
1125,1500,1312,2007/10/04
1125,1500,1312,2007/10/04
1250,1500,1375,2007/10/06
1125,1500,1312,2007/10/06
1250,1500,1375,2007/10/07
1125,1500,1312,2007/10/07
1250,1500,1375,2007/10/08
1000,1375,1187,2007/10/08
1250,1500,1375,2007/10/09
1000,1250,1125,2007/10/09
1250,1500,1375,2007/10/10
1000,1250,1125,2007/10/10
1250,1500,1375,2007/10/11
1000,1250,1125,2007/10/11
1250,1500,1375,2007/10/13
1000,1250,1125,2007/10/13
1500,1625,1562,2007/10/18
1375,1500,1437,2007/10/18
1500,1625,1562,2007/10/20
1375,1500,1437,2007/10/20
1375,1500,1437,2007/10/21
875,1250,1062,2007/10/21
1375,1500,1437,2007/10/22
875,1250,1062,2007/10/22
1375,1500,1437,2007/10/23
1125,1300,1212,2007/10/23
1250,1500,1375,2007/10/24
1000,1375,1187,2007/10/24
1250,1375,1312,2007/10/25
1000,1200,1100,2007/10/25
1250,1500,1375,2007/10/27
1000,1250,1125,2007/10/27
1250,1500,1375,2007/10/28
1000,1250,1125,2007/10/28
1250,1500,1375,2007/10/29
1000,1250,1125,2007/10/29
1125,1250,1187,2007/10/30
1000,1125,1062,2007/10/30
1000,1250,1150,2007/10/31
875,1000,937,2007/10/31
750,875,812,2007/11/03
750,875,812,2007/11/03
625,750,687,2007/11/04
750,875,812,2007/11/04
750,875,812,2007/11/05
750,875,812,2007/11/05
625,750,687,2007/11/06
750,875,812,2007/11/06
875,1000,937,2007/11/07
750,875,812,2007/11/07
875,1000,937,2007/11/08
750,875,812,2007/11/08
875,1000,937,2007/11/11
750,875,812,2007/11/11
875,1000,937,2007/11/12
750,875,812,2007/11/12
875,1000,937,2007/11/13
750,925,837,2007/11/13
950,1125,1037,2007/11/15
875,1000,925,2007/11/15
950,1125,1037,2007/11/16
875,1000,937,2007/11/16
950,1125,1037,2007/11/17
875,1000,937,2007/11/17
950,1125,1037,2007/11/18
875,1000,937,2007/11/18
650,725,687,2007/11/19
625,700,662,2007/11/19
650,725,687,2007/11/20
625,700,662,2007/11/20
500,650,575,2007/11/24
500,650,575,2007/11/24
500,650,575,2007/11/25
500,650,575,2007/11/25
500,650,575,2007/11/26
500,650,575,2007/11/26
600,650,625,2007/12/03
575,625,600,2007/12/03
625,700,662,2007/12/04
600,650,625,2007/12/04
625,750,687,2007/12/05
600,700,650,2007/12/05
625,700,662,2007/12/08
500,600,550,2007/12/08
625,700,662,2007/12/09
500,600,550,2007/12/09
625,700,662,2007/12/10
500,600,550,2007/12/10
625,700,662,2007/12/11
375,575,475,2007/12/11
500,750,625,2007/12/20
500,750,625,2007/12/21
600,750,675,2007/12/23
475,550,512,2007/12/23
600,750,675,2007/12/24
475,550,512,2007/12/24
475,750,675,2007/12/25
600,750,675,2007/12/26
475,550,512,2007/12/26
450,700,550,2007/12/27
450,700,625,2007/12/28
350,600,525,2007/12/30
350,600,475,2007/12/31
500,625,562,2008/01/01
300,375,337,2008/01/01
500,600,550,2008/01/02
250,375,312,2008/01/02
500,600,550,2008/01/03
250,375,312,2008/01/03
575,625,600,2008/01/06
375,400,387,2008/01/06
575,625,600,2008/01/07
375,400,387,2008/01/07
575,625,600,2008/01/08
375,400,387,2008/01/08
500,575,537,2008/01/09
300,375,337,2008/01/09
450,575,512,2008/01/10
350,400,375,2008/01/10
450,575,512,2008/01/11
350,400,375,2008/01/11
425,550,487,2008/01/13
300,350,325,2008/01/13
425,550,487,2008/01/14
300,350,325,2008/01/14
425,550,487,2008/01/15
300,350,325,2008/01/15
300,375,337,2008/01/17
550,625,587,2008/01/17
300,625,450,2008/01/18
575,625,600,2008/01/21
300,375,337,2008/01/21
300,625,450,2008/01/22
300,625,450,2008/01/23
300,625,475,2008/01/24
300,500,400,2008/01/27
450,500,475,2008/01/28
300,350,325,2008/01/28
450,575,512,2008/01/29
325,350,337,2008/01/29
450,575,512,2008/01/30
325,350,337,2008/01/30
400,425,412,2008/01/31
300,350,325,2008/01/31
325,475,400,2008/02/02
250,350,300,2008/02/02
450,500,465,2008/02/10
350,375,362,2008/02/10
450,500,465,2008/02/11
350,375,362,2008/02/11
400,425,412,2008/02/12
325,350,337,2008/02/12
425,475,450,2008/02/13
375,400,387,2008/02/13
425,475,450,2008/02/18
300,350,325,2008/02/18
425,500,462,2008/02/19
300,400,350,2008/02/19
425,500,462,2008/02/20
300,400,350,2008/02/20
425,500,462,2008/02/21
300,400,350,2008/02/21
475,500,487,2008/02/23
400,425,412,2008/02/23
425,500,462,2008/02/24
375,425,400,2008/02/24
425,500,462,2008/02/25
375,425,400,2008/02/25
450,475,462,2008/02/26
425,462,443,2008/02/26
450,475,462,2008/02/27
412,425,418,2008/02/27
450,500,475,2008/02/28
400,450,425,2008/02/28
450,500,475,2008/02/29
400,450,425,2008/02/29
450,500,475,2008/03/02
375,450,412,2008/03/02
450,500,475,2008/03/03
375,450,412,2008/03/03
375,437,406,2008/03/04
300,425,362,2008/03/04
400,425,412,2008/03/05
425,437,431,2008/03/05
350,400,375,2008/03/06
350,400,375,2008/03/06
350,400,375,2008/03/07
350,400,375,2008/03/07
350,375,362,2008/03/12
350,400,375,2008/03/12
350,375,362,2008/03/13
350,400,375,2008/03/13
350,375,362,2008/03/14
350,400,375,2008/03/14
350,425,387,2008/03/16
375,425,400,2008/03/16
350,425,387,2008/03/17
375,425,400,2008/03/17
350,400,375,2008/03/18
350,425,387,2008/03/18
350,400,375,2008/03/19
350,425,387,2008/03/19
375,400,387,2008/03/20
400,425,412,2008/03/20
375,400,387,2008/03/21
400,425,412,2008/03/21
375,400,387,2008/03/24
400,425,412,2008/03/24
400,425,412,2008/03/25
400,425,412,2008/03/25
400,425,412,2008/03/26
375,400,387,2008/03/26
350,425,387,2008/03/27
400,425,412,2008/03/27
350,425,387,2008/03/28
400,425,412,2008/03/28
350,400,375,2008/03/30
425,450,437,2008/03/30
350,400,375,2008/03/31
425,450,437,2008/03/31
325,425,375,2008/04/01
375,425,400,2008/04/01
350,375,362,2008/04/02
425,450,437,2008/04/02
375,400,387,2008/04/03
400,450,425,2008/04/03
200,325,262,2008/04/06
300,425,362,2008/04/06
200,325,262,2008/04/07
300,425,362,2008/04/07
200,325,262,2008/04/08
300,425,362,2008/04/08
250,300,275,2008/04/09
325,350,337,2008/04/09
225,325,275,2008/04/13
225,325,275,2008/04/13
225,325,275,2008/04/14
225,325,275,2008/04/14
225,325,275,2008/04/15
225,325,275,2008/04/15
225,325,275,2008/04/16
225,325,275,2008/04/16
250,275,262,2008/04/17
250,300,275,2008/04/17
250,300,275,2008/04/18
250,300,275,2008/04/18
200,300,250,2008/04/20
250,300,275,2008/04/20
200,300,250,2008/04/21
250,300,275,2008/04/21
225,325,275,2008/04/22
250,300,275,2008/04/22
250,312,281,2008/04/23
275,337,306,2008/04/23
250,325,287,2008/04/24
250,300,275,2008/04/24
250,325,287,2008/04/25
250,300,275,2008/04/25
250,325,287,2008/04/27
250,300,275,2008/04/27
250,325,287,2008/04/28
250,300,275,2008/04/28
250,325,287,2008/04/29
250,325,287,2008/04/29
250,325,287,2008/04/30
250,325,287,2008/04/30
200,250,225,2008/05/04
250,300,275,2008/05/04
200,250,225,2008/05/05
250,300,275,2008/05/05
225,250,237,2008/05/06
250,300,275,2008/05/06
250,275,262,2008/05/07
275,300,287,2008/05/07
250,275,262,2008/05/08
275,300,287,2008/05/08
200,250,225,2008/05/09
250,350,300,2008/05/09
250,300,275,2008/05/11
250,300,275,2008/05/11
250,300,275,2008/05/12
250,300,275,2008/05/12
275,300,287,2008/05/13
300,325,312,2008/05/13
250,275,262,2008/05/14
200,250,225,2008/05/15
200,300,250,2008/05/15
200,250,225,2008/05/16
200,300,250,2008/05/16
275,300,287,2008/05/25
225,275,250,2008/05/25
275,300,287,2008/05/26
225,275,250,2008/05/26
250,325,287,2008/05/27
250,300,275,2008/05/27
250,300,275,2008/05/28
225,275,250,2008/05/28
300,312,306,2008/05/29
300,325,312,2008/05/29
250,300,275,2008/05/30
275,325,300,2008/05/30
250,325,287,2008/06/01
250,325,287,2008/06/01
250,325,287,2008/06/02
250,325,287,2008/06/02
250,300,275,2008/06/03
250,300,275,2008/06/03
300,325,312,2008/06/04
336,350,343,2008/06/04
300,337,318,2008/06/05
325,375,350,2008/06/05
300,350,325,2008/06/08
300,350,325,2008/06/09
300,375,337,2008/06/09
325,375,350,2008/06/10
350,400,375,2008/06/10
325,350,337,2008/06/11
325,350,337,2008/06/11
325,375,350,2008/06/12
325,337,331,2008/06/12
300,325,312,2008/06/13
325,350,337,2008/06/13
350,375,362,2008/06/15
337,362,349,2008/06/15
350,375,362,2008/06/16
337,362,349,2008/06/16
325,375,350,2008/06/17
350,400,375,2008/06/17
325,350,337,2008/06/18
300,400,350,2008/06/18
325,350,337,2008/06/19
375,400,387,2008/06/19
325,350,337,2008/06/20
375,400,387,2008/06/20
300,350,325,2008/06/22
375,425,400,2008/06/22
300,350,325,2008/06/23
375,425,400,2008/06/23
325,350,337,2008/06/24
400,450,425,2008/06/24
250,350,300,2008/06/25
350,450,400,2008/06/25
300,337,318,2008/06/26
425,475,450,2008/06/26
300,337,318,2008/06/27
400,450,425,2008/06/27
325,350,337,2008/06/29
450,500,475,2008/06/29
325,350,337,2008/06/30
450,500,475,2008/06/30
325,350,337,2008/07/01
450,500,475,2008/07/01
325,375,350,2008/07/02
400,450,425,2008/07/02
325,375,350,2008/07/03
450,500,475,2008/07/03
375,400,387,2008/07/04
475,500,487,2008/07/04
350,375,362,2008/07/06
450,500,475,2008/07/06
350,375,362,2008/07/07
450,500,475,2008/07/07
375,400,387,2008/07/10
475,500,487,2008/07/10
450,475,462,2008/07/11
650,700,675,2008/07/11
500,527,513,2008/07/13
675,700,687,2008/07/13
500,527,513,2008/07/14
675,700,687,2008/07/14
500,550,525,2008/07/15
500,650,575,2008/07/15
500,600,550,2008/07/16
650,700,675,2008/07/16
500,550,525,2008/07/17
675,700,687,2008/07/17
575,600,587,2008/07/18
425,700,562,2008/07/18
600,625,612,2008/07/20
625,750,687,2008/07/20
600,625,612,2008/07/21
625,750,687,2008/07/21
600,675,637,2008/07/22
750,875,812,2008/07/22
650,725,687,2008/07/23
875,925,900,2008/07/23
650,700,675,2008/07/24
850,925,887,2008/07/24
600,675,637,2008/07/25
850,950,900,2008/07/25
600,650,625,2008/07/27
750,875,812,2008/07/27
600,650,625,2008/07/28
750,875,812,2008/07/28
600,650,625,2008/07/31
850,950,900,2008/07/31
675,725,700,2008/08/01
800,875,837,2008/08/01
650,712,681,2008/08/03
900,1000,950,2008/08/03
650,712,681,2008/08/04
900,1000,950,2008/08/04
600,700,650,2008/08/07
900,1000,950,2008/08/07
675,700,687,2008/08/08
875,950,912,2008/08/08
625,675,650,2008/08/25
700,800,750,2008/08/25
625,675,650,2008/08/26
700,800,750,2008/08/26
625,675,650,2008/08/27
750,800,775,2008/08/27
625,650,627,2008/08/29
750,850,800,2008/08/29
625,650,637,2008/09/01
700,800,750,2008/09/01
600,625,612,2008/09/07
700,800,750,2008/09/07
600,625,612,2008/09/08
700,800,750,2008/09/08
600,625,612,2008/09/09
700,800,750,2008/09/09
600,625,612,2008/09/10
700,750,725,2008/09/10
550,700,625,2008/09/11
650,700,675,2008/09/11
550,700,625,2008/09/12
650,700,675,2008/09/12
600,650,625,2008/09/14
550,625,587,2008/09/14
600,650,625,2008/09/15
550,625,587,2008/09/15
600,625,612,2008/09/16
500,575,537,2008/09/16
500,650,575,2008/09/17
500,650,575,2008/09/17
625,650,637,2008/09/18
600,625,612,2008/09/18
575,625,600,2008/09/19
500,625,562,2008/09/19
600,650,625,2008/09/21
550,600,575,2008/09/21
600,650,625,2008/09/22
550,600,575,2008/09/22
600,650,625,2008/09/23
500,550,525,2008/09/23
600,650,625,2008/09/24
500,600,550,2008/09/24
550,650,600,2008/09/25
500,550,525,2008/09/25
650,700,675,2008/09/26
550,600,575,2008/09/26
450,700,575,2008/09/28
450,625,537,2008/09/28
450,700,575,2008/09/29
450,625,537,2008/09/29
375,625,500,2008/09/30
375,625,500,2008/09/30
375,750,562,2008/10/01
375,750,562,2008/10/01
300,750,525,2008/10/05
300,700,500,2008/10/05
300,750,525,2008/10/06
300,700,500,2008/10/06
300,625,462,2008/10/07
300,750,525,2008/10/07
375,750,562,2008/10/08
350,750,550,2008/10/08
375,750,562,2008/10/10
350,750,550,2008/10/10
500,1062,781,2008/10/23
250,700,475,2008/10/23
300,1000,650,2008/10/24
350,700,525,2008/10/24
500,1125,812,2008/10/26
450,750,600,2008/10/26
500,1125,812,2008/10/27
450,750,600,2008/10/27
750,1062,906,2008/10/28
500,900,700,2008/10/28
500,1075,787,2008/10/30
750,1125,937,2008/10/30
750,1250,1000,2008/11/01
750,1125,937,2008/11/01
750,1250,1000,2008/11/02
750,1125,937,2008/11/02
750,1250,1000,2008/11/03
750,1125,937,2008/11/03
875,1375,1125,2008/11/04
625,1250,937,2008/11/04
875,1375,1125,2008/11/05
625,1250,937,2008/11/05
750,1375,1062,2008/11/06
750,1000,875,2008/11/06
625,1250,937,2008/11/07
500,1050,775,2008/11/07
700,1375,1037,2008/11/09
625,1125,875,2008/11/09
700,1375,1037,2008/11/10
625,1125,875,2008/11/10
750,1250,1000,2008/11/11
375,1125,750,2008/11/11
700,1375,1037,2008/11/12
625,1250,937,2008/11/12
750,1625,1187,2008/11/13
750,1375,1062,2008/11/13
875,1575,1225,2008/11/16
750,1250,1000,2008/11/16
875,1575,1225,2008/11/17
750,1250,1000,2008/11/17
1000,1375,1187,2008/11/18
875,1125,1000,2008/11/18
750,1375,1062,2008/11/19
700,1125,912,2008/11/19
750,1375,1062,2008/11/20
700,1125,912,2008/11/20
750,1375,1062,2008/11/21
700,1125,912,2008/11/21
750,1750,1250,2008/11/23
750,1375,1062,2008/11/23
750,1750,1250,2008/11/24
875,1500,1187,2008/11/24
875,1750,1312,2008/11/25
750,1500,1125,2008/11/25
875,1625,1250,2008/11/26
750,1500,1125,2008/11/26
750,1375,1062,2008/11/27
625,1125,875,2008/11/27
750,1125,937,2008/11/28
625,1100,862,2008/11/28
750,1125,937,2008/11/30
500,1000,750,2008/11/30
750,1125,937,2008/12/01
500,1000,750,2008/12/01
750,1250,1000,2008/12/02
750,1125,937,2008/12/02
750,1125,937,2008/12/03
625,1125,875,2008/12/03
750,1125,937,2008/12/04
625,1125,875,2008/12/04
750,1125,937,2008/12/05
625,1125,875,2008/12/05
750,1375,1062,2008/12/07
550,1225,887,2008/12/07
750,1375,1062,2008/12/08
550,1225,887,2008/12/08
875,1300,1087,2008/12/10
625,1200,912,2008/12/10
700,1300,1000,2008/12/11
625,1200,912,2008/12/11
500,1300,900,2008/12/12
600,1125,862,2008/12/12
750,1300,1025,2008/12/14
600,1125,862,2008/12/14
750,1300,1025,2008/12/15
600,1125,862,2008/12/15
750,1125,937,2008/12/16
625,1200,912,2008/12/16
875,1125,1000,2008/12/17
500,1175,837,2008/12/17
675,1125,900,2008/12/18
625,1175,900,2008/12/18
675,1125,900,2008/12/19
625,1175,900,2008/12/19
875,1200,1037,2008/12/21
700,1150,925,2008/12/21
875,1200,1037,2008/12/22
700,1150,925,2008/12/22
750,1150,950,2008/12/23
750,1125,937,2008/12/23
750,1150,950,2008/12/24
550,1125,837,2008/12/24
750,1250,1000,2008/12/25
700,1200,950,2008/12/25
750,1250,1000,2008/12/26
700,1200,950,2008/12/26
750,1500,1125,2008/12/28
1000,1125,1062,2008/12/28
750,1500,1125,2008/12/29
1000,1125,1062,2008/12/29
875,1500,1187,2008/12/30
1062,1562,1312,2008/12/30
750,1375,1062,2008/12/31
875,1437,1156,2008/12/31
625,1175,900,2009/01/01
625,1125,875,2009/01/01
750,1325,1037,2009/01/02
825,1125,975,2009/01/02
625,1500,1062,2009/01/04
750,1125,937,2009/01/04
625,1500,1062,2009/01/05
750,1125,937,2009/01/05
875,1187,1031,2009/01/06
1125,1500,1312,2009/01/06
625,1312,968,2009/01/07
625,1437,1031,2009/01/07
750,1300,1025,2009/01/08
750,1375,1062,2009/01/08
750,1300,1025,2009/01/09
1000,1500,1250,2009/01/09
687,1075,881,2009/01/28
750,1250,1000,2009/01/28
875,1000,937,2009/01/29
750,1200,975,2009/01/29
875,1000,937,2009/01/30
750,1200,975,2009/01/30
625,850,737,2009/02/01
750,1000,875,2009/02/01
625,850,737,2009/02/02
750,1000,875,2009/02/02
750,850,800,2009/02/03
875,1150,1012,2009/02/03
625,1000,812,2009/02/04
875,1250,1062,2009/02/04
625,1075,850,2009/02/05
750,1375,1062,2009/02/05
625,1075,850,2009/02/07
750,1375,1062,2009/02/07
650,1075,865,2009/02/08
750,1375,1062,2009/02/08
650,1075,862,2009/02/09
750,1375,1062,2009/02/09
650,1075,862,2009/02/10
750,1375,1062,2009/02/10
625,950,878,2009/02/11
750,1125,937,2009/02/11
750,1050,900,2009/02/12
625,1200,912,2009/02/12
750,1000,875,2009/02/14
750,1250,1000,2009/02/14
750,1000,875,2009/02/15
750,1250,1000,2009/02/15
750,1000,875,2009/02/16
750,1250,1000,2009/02/16
750,1125,937,2009/02/17
750,1200,975,2009/02/17
750,1125,937,2009/02/18
750,1200,975,2009/02/18
750,1125,937,2009/02/19
875,1300,1087,2009/02/19
750,1125,937,2009/02/20
875,1300,1087,2009/02/20
750,1125,937,2009/02/22
750,1325,1037,2009/02/22
750,1125,937,2009/02/23
750,1325,1037,2009/02/23
750,1125,937,2009/02/24
750,1325,1037,2009/02/24
825,1100,962,2009/02/25
1075,1375,1225,2009/02/25
825,1100,962,2009/02/26
1075,1375,1225,2009/02/26
750,1100,925,2009/02/28
875,1250,1062,2009/02/28
825,1100,962,2009/03/01
625,1200,912,2009/03/01
825,1100,962,2009/03/02
625,1200,912,2009/03/02
750,1025,887,2009/03/03
825,1100,962,2009/03/03
750,975,862,2009/03/04
750,1000,875,2009/03/04
750,1062,906,2009/03/05
750,950,850,2009/03/07
750,1062,906,2009/03/07
625,825,725,2009/03/08
625,825,725,2009/03/08
625,825,725,2009/03/09
625,825,725,2009/03/09
650,825,737,2009/03/10
550,875,712,2009/03/10
