Modal Price carrot,Date
700,2009/08/20
700,2009/08/21
700,2009/08/23
500,2009/08/23
700,2009/08/24
800,2009/08/25
800,2009/08/26
1200,2009/08/27
750,2009/08/28
850,2009/08/29
1000,2009/08/30
800,2009/08/31
750,2009/08/31
800,2009/09/01
600,2009/09/02
1000,2009/09/02
900,2009/09/03
800,2009/09/03
850,2009/09/06
600,2009/09/06
750,2009/09/07
1550,2009/09/08
550,2009/09/09
750,2009/09/09
450,2009/09/10
1000,2009/09/10
900,2009/09/11
500,2009/09/12
900,2009/09/13
1000,2009/09/13
850,2009/09/14
700,2009/09/14
950,2009/09/15
700,2009/09/15
900,2009/09/16
650,2009/09/16
950,2009/09/17
500,2009/09/17
900,2009/09/18
650,2009/09/18
1050,2009/09/19
900,2009/09/20
900,2009/09/21
900,2009/09/21
900,2009/09/22
850,2009/09/22
900,2009/09/23
500,2009/09/28
750,2009/09/29
650,2009/09/30
900,2009/10/01
850,2009/10/01
850,2009/10/02
800,2009/10/03
800,2009/10/03
600,2009/10/04
800,2009/10/04
500,2009/10/05
500,2009/10/05
700,2009/10/07
1000,2009/10/07
750,2009/10/08
800,2009/10/15
400,2009/10/15
450,2009/10/17
850,2009/10/18
1000,2009/10/18
850,2009/10/19
800,2009/10/20
1500,2009/10/20
800,2009/10/21
1500,2009/10/21
1150,2009/10/22
800,2009/10/23
800,2009/10/23
1150,2009/10/23
850,2009/10/24
700,2009/10/25
650,2009/10/25
800,2009/10/26
600,2009/10/26
650,2009/10/27
700,2009/10/28
550,2009/10/28
750,2009/10/29
900,2009/10/30
750,2009/10/31
800,2009/11/02
800,2009/11/02
850,2009/11/03
750,2009/11/03
800,2009/11/04
600,2009/11/04
650,2009/11/06
500,2009/11/06
650,2009/11/07
800,2009/11/08
550,2009/11/08
600,2009/11/09
850,2009/11/10
1000,2009/11/13
550,2009/11/14
1200,2009/11/14
850,2009/11/15
750,2009/11/15
800,2009/11/16
950,2009/11/17
700,2009/11/18
600,2009/11/18
800,2009/11/19
850,2009/11/20
1000,2009/11/22
1200,2009/11/23
1000,2009/11/23
1050,2009/11/24
1000,2009/11/24
900,2009/11/26
1150,2009/11/27
1200,2009/11/27
1100,2009/11/29
1100,2009/11/29
900,2009/11/30
900,2009/12/01
1000,2009/12/01
1200,2009/12/02
850,2009/12/03
1050,2009/12/04
1000,2009/12/05
850,2009/12/06
1200,2009/12/06
950,2009/12/07
950,2009/12/08
900,2009/12/09
900,2009/12/10
1400,2009/12/10
900,2009/12/11
950,2009/12/13
750,2009/12/13
1000,2009/12/14
1100,2009/12/14
1000,2009/12/16
1000,2009/12/17
850,2009/12/17
600,2009/12/17
1000,2009/12/18
1000,2009/12/18
800,2009/12/19
950,2009/12/20
1200,2009/12/20
800,2009/12/21
1200,2009/12/21
900,2009/12/22
1000,2009/12/23
950,2009/12/24
900,2009/12/25
1200,2009/12/25
800,2009/12/26
1200,2009/12/26
900,2009/12/27
1000,2009/12/28
800,2009/12/28
1000,2009/12/29
600,2009/12/30
1100,2009/12/30
950,2009/12/31
550,2009/12/31
900,2009/12/31
650,2010/01/01
950,2010/01/03
600,2010/01/03
700,2010/01/04
1250,2010/01/04
1200,2010/01/05
550,2010/01/06
1000,2010/01/06
650,2010/01/07
550,2010/01/07
550,2010/01/08
550,2010/01/09
900,2010/01/10
650,2010/01/10
400,2010/01/10
550,2010/01/10
900,2010/01/11
800,2010/01/11
800,2010/01/11
650,2010/01/11
800,2010/01/12
700,2010/01/12
600,2010/01/13
1050,2010/01/13
700,2010/01/13
600,2010/01/14
600,2010/01/14
850,2010/01/15
400,2010/01/15
600,2010/01/16
900,2010/01/16
800,2010/01/17
600,2010/01/18
900,2010/01/19
500,2010/01/21
1100,2010/01/21
850,2010/01/22
850,2010/01/24
550,2010/01/24
1100,2010/01/24
850,2010/01/25
800,2010/01/25
800,2010/01/25
600,2010/01/26
900,2010/01/27
600,2010/01/27
1200,2010/01/27
500,2010/01/27
900,2010/01/28
800,2010/01/29
550,2010/01/29
400,2010/01/29
1000,2010/01/30
500,2010/01/30
500,2010/01/31
950,2010/01/31
500,2010/01/31
800,2010/02/01
1300,2010/02/01
500,2010/02/01
850,2010/02/02
600,2010/02/02
900,2010/02/03
600,2010/02/03
500,2010/02/03
800,2010/02/04
500,2010/02/04
500,2010/02/05
850,2010/02/05
550,2010/02/06
650,2010/02/07
500,2010/02/08
550,2010/02/08
500,2010/02/08
500,2010/02/09
900,2010/02/09
450,2010/02/09
500,2010/02/10
1000,2010/02/10
500,2010/02/10
1000,2010/02/11
500,2010/02/11
450,2010/02/12
500,2010/02/12
500,2010/02/13
900,2010/02/13
550,2010/02/13
550,2010/02/14
700,2010/02/15
800,2010/02/15
500,2010/02/15
700,2010/02/16
500,2010/02/16
800,2010/02/16
500,2010/02/16
700,2010/02/17
500,2010/02/17
1250,2010/02/17
500,2010/02/17
600,2010/02/18
1000,2010/02/18
600,2010/02/19
600,2010/02/19
700,2010/02/20
650,2010/02/20
450,2010/02/20
500,2010/02/21
450,2010/02/21
600,2010/02/23
650,2010/02/23
850,2010/02/23
550,2010/02/24
400,2010/02/24
500,2010/02/25
375,2010/02/25
700,2010/02/28
500,2010/02/28
700,2010/03/01
550,2010/03/01
550,2010/03/03
700,2010/03/04
500,2010/03/04
650,2010/03/05
500,2010/03/06
1300,2010/03/07
700,2010/03/08
550,2010/03/08
550,2010/03/08
525,2010/03/10
400,2010/03/10
1300,2010/03/11
300,2010/03/12
550,2010/03/13
1000,2010/03/13
300,2010/03/13
700,2010/03/14
475,2010/03/14
300,2010/03/15
1100,2010/03/16
700,2010/03/16
550,2010/03/17
1200,2010/03/17
550,2010/03/18
300,2010/03/18
600,2010/03/19
500,2010/03/19
300,2010/03/19
300,2010/03/20
550,2010/03/21
1200,2010/03/21
600,2010/03/22
300,2010/03/22
600,2010/03/23
300,2010/03/23
700,2010/03/24
400,2010/03/24
700,2010/03/25
500,2010/03/25
800,2010/03/25
650,2010/03/26
500,2010/03/26
500,2010/03/27
700,2010/03/28
1300,2010/03/28
700,2010/03/29
550,2010/03/30
600,2010/04/02
1200,2010/04/02
650,2010/04/03
600,2010/04/04
500,2010/04/04
600,2010/04/05
450,2010/04/05
1000,2010/04/05
600,2010/04/06
400,2010/04/06
1200,2010/04/06
550,2010/04/07
600,2010/04/08
500,2010/04/08
600,2010/04/09
500,2010/04/09
1200,2010/04/09
1100,2010/04/10
700,2010/04/11
1200,2010/04/11
700,2010/04/12
500,2010/04/12
1000,2010/04/12
600,2010/04/13
500,2010/04/13
1100,2010/04/13
600,2010/04/14
700,2010/04/15
370,2010/04/16
1000,2010/04/17
700,2010/04/18
600,2010/04/19
650,2010/04/20
800,2010/04/20
700,2010/04/21
700,2010/04/25
1100,2010/04/25
1200,2010/04/26
1200,2010/04/27
1100,2010/04/30
700,2010/05/02
1000,2010/05/02
800,2010/05/05
800,2010/05/06
700,2010/05/07
800,2010/05/10
900,2010/05/11
900,2010/05/13
900,2010/05/14
800,2010/05/17
700,2010/05/18
900,2010/05/19
1000,2010/05/20
1000,2010/05/20
1000,2010/05/21
800,2010/05/23
1400,2010/05/23
800,2010/05/27
1500,2010/05/31
1300,2010/06/02
1200,2010/06/05
1300,2010/06/06
1100,2010/06/08
1500,2010/06/10
1000,2010/06/12
1200,2010/06/15
900,2010/06/20
1300,2010/06/20
1300,2010/06/23
1300,2010/07/01
900,2010/07/02
950,2010/07/06
900,2010/07/09
1400,2010/07/10
900,2010/07/11
900,2010/07/12
900,2010/07/13
1000,2010/07/13
900,2010/07/14
850,2010/07/15
900,2010/07/16
900,2010/07/18
800,2010/07/19
900,2010/07/20
900,2010/07/21
900,2010/07/22
900,2010/07/23
1500,2010/07/23
1000,2010/07/25
1100,2010/07/26
1000,2010/07/27
1000,2010/07/28
1500,2010/07/28
1200,2010/07/29
1200,2010/07/30
1200,2010/08/01
800,2010/08/02
900,2010/08/04
800,2010/08/05
900,2010/08/06
900,2010/08/08
1000,2010/08/09
900,2010/08/10
900,2010/08/11
900,2010/08/12
900,2010/08/13
900,2010/08/16
900,2010/08/17
1000,2010/08/18
1500,2010/08/21
900,2010/08/23
1500,2010/08/23
900,2010/08/25
800,2010/08/26
1500,2010/08/27
600,2010/08/27
1000,2010/08/28
1100,2010/08/29
1000,2010/08/30
1000,2010/08/31
1200,2010/09/01
1500,2010/09/01
1200,2010/09/02
1500,2010/09/04
1000,2010/09/05
1000,2010/09/06
1100,2010/09/06
1050,2010/09/07
1000,2010/09/07
1500,2010/09/08
1200,2010/09/09
1600,2010/09/10
1200,2010/09/12
1200,2010/09/13
1500,2010/09/13
1150,2010/09/14
1150,2010/09/15
1200,2010/09/15
1500,2010/09/15
850,2010/09/16
500,2010/09/16
1800,2010/09/16
1100,2010/09/17
450,2010/09/17
1600,2010/09/17
1250,2010/09/18
1600,2010/09/18
1100,2010/09/19
1000,2010/09/19
1050,2010/09/20
1250,2010/09/20
1050,2010/09/21
500,2010/09/21
1500,2010/09/21
1500,2010/09/22
1500,2010/09/24
1250,2010/09/25
1300,2010/09/26
1100,2010/09/26
1300,2010/09/27
1000,2010/09/27
1000,2010/09/28
1200,2010/09/28
1000,2010/09/29
1200,2010/09/29
850,2010/09/30
850,2010/10/01
1100,2010/10/01
800,2010/10/02
850,2010/10/03
1450,2010/10/04
900,2010/10/04
1050,2010/10/06
1050,2010/10/07
850,2010/10/07
1100,2010/10/08
2100,2010/10/09
850,2010/10/10
950,2010/10/12
400,2010/10/12
1150,2010/10/13
950,2010/10/14
950,2010/10/15
1150,2010/10/17
1050,2010/10/18
1100,2010/10/19
1200,2010/10/19
1200,2010/10/20
1200,2010/10/21
1050,2010/10/22
1200,2010/10/22
950,2010/10/24
800,2010/10/24
800,2010/10/25
800,2010/10/26
1200,2010/10/26
800,2010/10/29
1200,2010/10/30
1050,2010/10/31
850,2010/10/31
1000,2010/11/01
1200,2010/11/02
1100,2010/11/03
1100,2010/11/04
1000,2010/11/05
1200,2010/11/05
1150,2010/11/07
950,2010/11/09
1150,2010/11/10
1250,2010/11/11
1600,2010/11/12
1000,2010/11/12
2200,2010/11/13
1100,2010/11/14
1400,2010/11/14
1100,2010/11/15
1800,2010/11/15
850,2010/11/16
1800,2010/11/16
1150,2010/11/17
1000,2010/11/18
950,2010/11/19
1400,2010/11/21
1250,2010/11/21
1400,2010/11/22
1200,2010/11/22
1250,2010/11/22
1400,2010/11/23
1100,2010/11/23
700,2010/11/23
1000,2010/11/24
1500,2010/11/24
1400,2010/11/25
1000,2010/11/25
1500,2010/11/25
1300,2010/11/26
1000,2010/11/26
1150,2010/11/28
1150,2010/11/29
1400,2010/11/30
1150,2010/12/01
1000,2010/12/01
1100,2010/12/02
950,2010/12/02
1100,2010/12/03
1350,2010/12/03
1250,2010/12/05
1000,2010/12/05
1250,2010/12/06
1000,2010/12/06
1250,2010/12/07
1250,2010/12/08
900,2010/12/08
800,2010/12/09
1100,2010/12/09
1250,2010/12/10
1200,2010/12/10
1100,2010/12/12
1400,2010/12/12
1100,2010/12/13
1500,2010/12/13
1150,2010/12/14
1250,2010/12/15
1150,2010/12/16
1100,2010/12/17
1100,2010/12/19
900,2010/12/20
900,2010/12/21
1000,2010/12/22
1500,2010/12/22
900,2010/12/23
1600,2010/12/23
900,2010/12/24
1500,2010/12/24
850,2010/12/26
850,2010/12/27
1400,2010/12/27
1000,2010/12/28
750,2010/12/29
1500,2010/12/29
950,2010/12/30
950,2010/12/31
1250,2011/01/01
600,2011/01/01
1000,2011/01/03
1500,2011/01/03
900,2011/01/04
1500,2011/01/04
800,2011/01/05
600,2011/01/06
1000,2011/01/07
1350,2011/01/07
900,2011/01/09
500,2011/01/09
800,2011/01/10
700,2011/01/10
650,2011/01/10
800,2011/01/11
775,2011/01/11
650,2011/01/11
800,2011/01/11
1000,2011/01/12
850,2011/01/12
1200,2011/01/13
800,2011/01/13
1500,2011/01/13
900,2011/01/14
1350,2011/01/14
900,2011/01/14
1250,2011/01/15
550,2011/01/16
900,2011/01/17
1500,2011/01/17
1400,2011/01/18
850,2011/01/19
800,2011/01/20
1050,2011/01/21
1100,2011/01/21
600,2011/01/23
900,2011/01/24
1200,2011/01/24
900,2011/01/25
800,2011/01/27
800,2011/01/28
1200,2011/01/28
900,2011/01/31
900,2011/02/01
1200,2011/02/01
700,2011/02/02
1100,2011/02/02
600,2011/02/02
750,2011/02/03
1100,2011/02/03
600,2011/02/03
600,2011/02/04
1400,2011/02/04
500,2011/02/04
600,2011/02/07
700,2011/02/07
600,2011/02/08
1000,2011/02/08
600,2011/02/08
600,2011/02/09
750,2011/02/09
600,2011/02/10
1500,2011/02/10
600,2011/02/11
1800,2011/02/11
550,2011/02/11
525,2011/02/13
600,2011/02/14
750,2011/02/14
1000,2011/02/14
425,2011/02/14
600,2011/02/15
1100,2011/02/15
450,2011/02/15
600,2011/02/16
1200,2011/02/16
450,2011/02/16
600,2011/02/17
550,2011/02/17
1000,2011/02/17
550,2011/02/17
600,2011/02/18
650,2011/02/18
1200,2011/02/18
350,2011/02/18
700,2011/02/19
1500,2011/02/19
600,2011/02/20
550,2011/02/20
1200,2011/02/20
700,2011/02/21
500,2011/02/21
1000,2011/02/21
600,2011/02/22
650,2011/02/22
600,2011/02/23
450,2011/02/23
1000,2011/02/23
750,2011/02/24
550,2011/02/24
1500,2011/02/24
600,2011/02/28
1250,2011/02/28
800,2011/03/01
1000,2011/03/01
350,2011/03/01
550,2011/03/03
800,2011/03/03
1000,2011/03/05
650,2011/03/06
1050,2011/03/06
700,2011/03/07
1200,2011/03/07
1200,2011/03/08
800,2011/03/09
1000,2011/03/09
800,2011/03/10
500,2011/03/11
500,2011/03/12
1000,2011/03/12
600,2011/03/13
800,2011/03/13
600,2011/03/14
800,2011/03/14
550,2011/03/15
800,2011/03/15
1100,2011/03/15
775,2011/03/16
1800,2011/03/16
600,2011/03/17
800,2011/03/17
600,2011/03/18
800,2011/03/18
1500,2011/03/19
600,2011/03/20
650,2011/03/21
550,2011/03/22
700,2011/03/23
600,2011/03/23
1000,2011/03/23
850,2011/03/24
550,2011/03/24
900,2011/03/25
600,2011/03/25
1300,2011/03/25
650,2011/03/28
550,2011/03/28
750,2011/03/29
1000,2011/03/29
650,2011/03/30
700,2011/03/31
700,2011/03/31
700,2011/04/01
500,2011/04/01
1200,2011/04/01
750,2011/04/03
500,2011/04/03
1250,2011/04/03
500,2011/04/04
650,2011/04/05
1000,2011/04/05
850,2011/04/06
650,2011/04/07
600,2011/04/07
700,2011/04/08
1000,2011/04/09
600,2011/04/10
550,2011/04/10
1000,2011/04/10
600,2011/04/11
600,2011/04/11
1200,2011/04/11
600,2011/04/12
1200,2011/04/12
750,2011/04/13
1000,2011/04/13
1200,2011/04/14
700,2011/04/15
1100,2011/04/16
600,2011/04/17
700,2011/04/18
750,2011/04/19
800,2011/04/20
800,2011/04/22
1000,2011/04/25
800,2011/04/26
800,2011/04/26
800,2011/04/27
650,2011/04/29
800,2011/05/02
800,2011/05/03
1500,2011/05/03
700,2011/05/04
600,2011/05/05
600,2011/05/06
550,2011/05/08
750,2011/05/09
700,2011/05/10
750,2011/05/11
600,2011/05/12
600,2011/05/15
600,2011/05/17
700,2011/05/17
550,2011/05/18
650,2011/05/19
650,2011/05/20
1000,2011/05/21
550,2011/05/22
550,2011/05/23
550,2011/05/24
600,2011/05/25
1200,2011/05/25
550,2011/05/26
1000,2011/05/26
550,2011/05/30
800,2011/05/30
550,2011/05/31
600,2011/06/01
1100,2011/06/02
1500,2011/06/04
750,2011/06/06
750,2011/06/07
600,2011/06/08
800,2011/06/09
750,2011/06/10
1200,2011/06/10
700,2011/06/12
700,2011/06/13
800,2011/06/14
700,2011/06/15
1500,2011/06/15
600,2011/06/16
600,2011/06/17
1000,2011/06/18
600,2011/06/19
600,2011/06/20
600,2011/06/21
1300,2011/06/21
1200,2011/06/22
600,2011/06/23
700,2011/06/24
1500,2011/06/25
700,2011/06/26
800,2011/06/28
700,2011/06/29
700,2011/06/30
800,2011/07/05
700,2011/07/07
700,2011/07/08
700,2011/07/11
650,2011/07/12
750,2011/07/14
750,2011/07/15
800,2011/07/17
800,2011/07/18
650,2011/07/19
1400,2011/07/19
700,2011/07/20
650,2011/07/21
700,2011/07/22
800,2011/07/28
750,2011/07/29
800,2011/07/31
800,2011/08/02
700,2011/08/04
750,2011/08/07
800,2011/08/09
800,2011/08/10
900,2011/08/11
800,2011/08/12
900,2011/08/14
1200,2011/08/14
800,2011/08/16
2000,2011/08/20
1500,2011/08/21
1000,2011/08/23
700,2011/08/25
700,2011/08/26
700,2011/08/29
800,2011/08/30
1500,2011/08/30
700,2011/08/31
1250,2011/09/01
800,2011/09/02
1300,2011/09/02
750,2011/09/03
2500,2011/09/04
1000,2011/09/05
700,2011/09/06
800,2011/09/07
1250,2011/09/07
900,2011/09/08
850,2011/09/09
2000,2011/09/09
1500,2011/09/10
800,2011/09/13
600,2011/09/13
800,2011/09/14
900,2011/09/15
750,2011/09/15
900,2011/09/16
750,2011/09/17
800,2011/09/18
1000,2011/09/18
800,2011/09/19
1200,2011/09/19
700,2011/09/20
800,2011/09/21
1000,2011/09/21
800,2011/09/22
1050,2011/09/22
800,2011/09/23
900,2011/09/25
900,2011/09/26
900,2011/09/27
1200,2011/09/27
800,2011/09/28
900,2011/09/29
1500,2011/09/29
900,2011/09/30
1500,2011/09/30
900,2011/10/02
900,2011/10/04
800,2011/10/04
900,2011/10/05
900,2011/10/07
1000,2011/10/08
900,2011/10/09
1000,2011/10/09
900,2011/10/10
900,2011/10/11
900,2011/10/12
900,2011/10/13
800,2011/10/14
750,2011/10/16
700,2011/10/16
950,2011/10/16
750,2011/10/17
900,2011/10/18
1000,2011/10/18
900,2011/10/19
850,2011/10/20
750,2011/10/20
700,2011/10/21
800,2011/10/23
1200,2011/10/23
800,2011/10/24
1200,2011/10/24
700,2011/10/25
1000,2011/10/25
900,2011/10/26
900,2011/10/27
1000,2011/10/27
1000,2011/10/28
1000,2011/10/29
900,2011/10/30
1200,2011/10/30
900,2011/10/31
900,2011/11/01
850,2011/11/02
700,2011/11/02
750,2011/11/03
800,2011/11/04
500,2011/11/04
1000,2011/11/04
700,2011/11/05
850,2011/11/06
1500,2011/11/06
750,2011/11/08
1500,2011/11/08
850,2011/11/09
900,2011/11/10
900,2011/11/11
750,2011/11/11
1100,2011/11/12
1300,2011/11/13
650,2011/11/13
1300,2011/11/14
1150,2011/11/14
1300,2011/11/15
650,2011/11/15
1000,2011/11/16
1250,2011/11/17
1150,2011/11/18
1200,2011/11/20
1200,2011/11/21
1500,2011/11/21
1100,2011/11/22
700,2011/11/22
1150,2011/11/23
1200,2011/11/23
1150,2011/11/24
1800,2011/11/24
1300,2011/11/25
1100,2011/11/27
1100,2011/11/28
1150,2011/11/29
1500,2011/11/29
1150,2011/11/30
1300,2011/11/30
1000,2011/12/01
1500,2011/12/02
1150,2011/12/04
1300,2011/12/04
1150,2011/12/05
1100,2011/12/06
1100,2011/12/07
1050,2011/12/08
600,2011/12/08
1050,2011/12/09
1250,2011/12/09
1000,2011/12/10
950,2011/12/11
1000,2011/12/11
950,2011/12/12
950,2011/12/13
1200,2011/12/13
1050,2011/12/14
1100,2011/12/15
1000,2011/12/15
1050,2011/12/16
1500,2011/12/16
1800,2011/12/17
1150,2011/12/18
1150,2011/12/19
1500,2011/12/19
1150,2011/12/20
1500,2011/12/20
1000,2011/12/21
1300,2011/12/21
1200,2011/12/22
1200,2011/12/22
1100,2011/12/23
1000,2011/12/24
1150,2011/12/25
1150,2011/12/26
1200,2011/12/26
1050,2011/12/27
1000,2011/12/29
1400,2011/12/29
1100,2011/12/30
1250,2011/12/30
1000,2011/12/31
1100,2012/01/01
1100,2012/01/02
900,2012/01/03
2000,2012/01/03
750,2012/01/04
1500,2012/01/04
950,2012/01/05
900,2012/01/06
1100,2012/01/07
900,2012/01/08
850,2012/01/09
1500,2012/01/09
850,2012/01/10
900,2012/01/10
1200,2012/01/10
850,2012/01/11
650,2012/01/11
750,2012/01/11
1000,2012/01/12
1100,2012/01/12
1600,2012/01/12
750,2012/01/12
1000,2012/01/13
1250,2012/01/13
1400,2012/01/13
2000,2012/01/14
2000,2012/01/14
1100,2012/01/15
1300,2012/01/15
900,2012/01/15
1100,2012/01/16
1100,2012/01/17
1400,2012/01/17
1100,2012/01/19
1100,2012/01/19
900,2012/01/20
1400,2012/01/20
950,2012/01/22
1100,2012/01/22
950,2012/01/23
1300,2012/01/23
900,2012/01/24
1500,2012/01/24
1000,2012/01/25
1650,2012/01/25
1000,2012/01/27
950,2012/01/29
1200,2012/01/30
2000,2012/01/30
1000,2012/01/31
900,2012/01/31
2000,2012/01/31
1000,2012/02/01
950,2012/02/01
1550,2012/02/01
800,2012/02/01
950,2012/02/02
800,2012/02/02
1000,2012/02/02
700,2012/02/02
1100,2012/02/03
850,2012/02/03
1650,2012/02/03
1400,2012/02/04
1050,2012/02/05
1100,2012/02/05
1050,2012/02/06
1100,2012/02/06
1100,2012/02/07
1400,2012/02/07
1050,2012/02/08
1150,2012/02/09
900,2012/02/09
1100,2012/02/10
800,2012/02/10
1500,2012/02/12
1000,2012/02/13
950,2012/02/14
1500,2012/02/14
900,2012/02/15
1600,2012/02/15
1000,2012/02/17
1100,2012/02/17
1100,2012/02/17
1050,2012/02/19
1000,2012/02/20
1000,2012/02/21
1000,2012/02/22
1000,2012/02/23
1500,2012/02/23
1000,2012/02/24
1000,2012/02/24
1250,2012/02/25
1100,2012/02/26
900,2012/02/27
1000,2012/02/28
1000,2012/02/29
1250,2012/02/29
950,2012/03/01
1100,2012/03/01
1500,2012/03/01
950,2012/03/02
1500,2012/03/03
950,2012/03/04
1100,2012/03/04
950,2012/03/05
1100,2012/03/06
1200,2012/03/06
1150,2012/03/07
1000,2012/03/09
1200,2012/03/11
1200,2012/03/12
700,2012/03/12
1100,2012/03/13
1100,2012/03/14
1000,2012/03/15
950,2012/03/16
1050,2012/03/18
1150,2012/03/19
1150,2012/03/20
1050,2012/03/21
1150,2012/03/22
1100,2012/03/23
1100,2012/03/25
1100,2012/03/26
1150,2012/03/27
1100,2012/03/28
1100,2012/03/29
1250,2012/03/30
2000,2012/03/31
1300,2012/04/03
1400,2012/04/04
1600,2012/04/05
1500,2012/04/06
1500,2012/04/08
1500,2012/04/09
2000,2012/04/09
1500,2012/04/10
1500,2012/04/10
1400,2012/04/11
1200,2012/04/12
1200,2012/04/12
2500,2012/04/12
1300,2012/04/13
1150,2012/04/15
1400,2012/04/16
1400,2012/04/17
1400,2012/04/18
1500,2012/04/19
1300,2012/04/20
1300,2012/04/20
1400,2012/04/22
1400,2012/04/23
2500,2012/04/23
1400,2012/04/24
2000,2012/04/24
1400,2012/04/26
1500,2012/04/27
1600,2012/04/27
1400,2012/04/29
2500,2012/04/30
1500,2012/05/03
1500,2012/05/04
1250,2012/05/07
1250,2012/05/08
1400,2012/05/09
1500,2012/05/10
1500,2012/05/10
1500,2012/05/11
1450,2012/05/13
1650,2012/05/14
1200,2012/05/14
1500,2012/05/16
1500,2012/05/17
1500,2012/05/18
2500,2012/05/19
1500,2012/05/20
1400,2012/05/20
1500,2012/05/21
1500,2012/05/22
1400,2012/05/23
150,2012/05/24
1400,2012/05/25
2250,2012/05/25
1500,2012/05/27
1400,2012/05/28
1600,2012/05/29
1400,2012/05/30
1400,2012/05/31
1650,2012/06/01
1650,2012/06/03
1500,2012/06/04
1400,2012/06/05
1650,2012/06/06
1600,2012/06/07
1600,2012/06/08
1600,2012/06/10
1500,2012/06/11
1600,2012/06/12
1600,2012/06/13
1600,2012/06/14
1600,2012/06/15
1900,2012/06/17
1800,2012/06/18
1750,2012/06/19
1500,2012/06/20
140,2012/06/22
1750,2012/06/24
1650,2012/06/25
1600,2012/06/26
1750,2012/06/27
1750,2012/06/28
1900,2012/06/29
1750,2012/07/01
1950,2012/07/02
1950,2012/07/03
1750,2012/07/04
1700,2012/07/05
1750,2012/07/06
1750,2012/07/08
1750,2012/07/09
1750,2012/07/10
1750,2012/07/11
1750,2012/07/12
1750,2012/07/13
1750,2012/07/15
1750,2012/07/16
1750,2012/07/17
1750,2012/07/19
1750,2012/07/20
1900,2012/07/22
1750,2012/07/23
2000,2012/07/25
1750,2012/07/26
1750,2012/07/27
2000,2012/07/29
2000,2012/07/30
2000,2012/07/31
2000,2012/08/01
1900,2012/08/02
1750,2012/08/03
1850,2012/08/05
1750,2012/08/06
1850,2012/08/07
1750,2012/08/08
1750,2012/08/09
1750,2012/08/10
1850,2012/08/12
1750,2012/08/13
2000,2012/08/14
1850,2012/08/16
1850,2012/08/17
1850,2012/08/19
1750,2012/08/20
1750,2012/08/21
1850,2012/08/22
1950,2012/08/23
1850,2012/08/26
1850,2012/08/27
1900,2012/08/29
1850,2012/08/30
1850,2012/09/02
1850,2012/09/03
1850,2012/09/04
1950,2012/09/07
1950,2012/09/09
1950,2012/09/10
1850,2012/09/12
1600,2012/09/13
1600,2012/09/14
1950,2012/09/16
1950,2012/09/17
1950,2012/09/18
1950,2012/09/19
2050,2012/09/20
1850,2012/09/21
1850,2012/09/23
1850,2012/09/24
1750,2012/09/25
1750,2012/09/26
1750,2012/09/27
1850,2012/09/28
1850,2012/10/01
1650,2012/10/03
1750,2012/10/04
2000,2012/10/05
1950,2012/10/07
1850,2012/10/08
1950,2012/10/09
1850,2012/10/11
1700,2012/10/12
1700,2012/10/14
2200,2012/10/15
1950,2012/10/17
1950,2012/10/18
1850,2012/10/21
1950,2012/10/22
1850,2012/10/23
2000,2012/10/26
1850,2012/10/28
2100,2012/10/29
1850,2012/10/30
1750,2012/10/31
1700,2012/11/01
1700,2012/11/02
1500,2012/11/04
1400,2012/11/06
1600,2012/11/07
1300,2012/11/08
1300,2012/11/09
1400,2012/11/11
1500,2012/11/12
1300,2012/11/13
1750,2012/11/16
1400,2012/11/18
1600,2012/11/19
1500,2012/11/20
1400,2012/11/21
1600,2012/11/22
1300,2012/11/23
1500,2012/11/25
1300,2012/11/26
1350,2012/11/27
1250,2012/11/28
1250,2012/11/29
1450,2012/11/30
1500,2012/12/09
1600,2012/12/10
1400,2012/12/11
1400,2012/12/12
1250,2012/12/16
1050,2012/12/17
1250,2012/12/18
1150,2012/12/19
1250,2012/12/20
1250,2012/12/21
1000,2012/12/27
1000,2012/12/28
1000,2012/12/30
1200,2012/12/31
1000,2013/01/02
950,2013/01/03
1500,2013/01/03
1000,2013/01/04
2500,2013/01/04
950,2013/01/06
1800,2013/01/06
1000,2013/01/07
1100,2013/01/07
1000,2013/01/08
1200,2013/01/08
1300,2013/01/09
1000,2013/01/10
1500,2013/01/10
1150,2013/01/11
1100,2013/01/11
1150,2013/01/13
1250,2013/01/13
750,2013/01/14
1000,2013/01/15
1100,2013/01/16
950,2013/01/17
1200,2013/01/17
950,2013/01/18
1200,2013/01/18
1000,2013/01/20
1100,2013/01/20
1000,2013/01/21
950,2013/01/22
1500,2013/01/22
950,2013/01/23
900,2013/01/24
900,2013/01/25
2000,2013/01/25
950,2013/01/27
950,2013/01/28
1500,2013/01/28
1000,2013/01/29
2000,2013/01/29
1500,2013/01/30
800,2013/02/01
1200,2013/02/01
1200,2013/02/02
1250,2013/02/03
950,2013/02/04
1300,2013/02/04
950,2013/02/05
1200,2013/02/05
2000,2013/02/06
950,2013/02/10
1200,2013/02/10
750,2013/02/11
1500,2013/02/11
800,2013/02/12
900,2013/02/13
900,2013/02/14
1200,2013/02/14
900,2013/02/15
1500,2013/02/15
1000,2013/02/16
900,2013/02/17
1000,2013/02/17
1200,2013/02/18
800,2013/02/19
900,2013/02/20
1000,2013/02/20
800,2013/02/21
1500,2013/02/21
1000,2013/02/24
750,2013/02/25
1400,2013/02/25
