Modal Price tomato, Date
400,2008/03/26
550,2008/03/26
450,2008/03/26
550,2008/03/26
450,2008/03/27
500,2008/03/27
500,2008/03/27
450,2008/03/28
1000,2008/03/28
450,2008/03/28
700,2008/03/29
500,2008/03/29
450,2008/03/30
850,2008/03/30
650,2008/03/30
500,2008/03/31
850,2008/03/31
800,2008/03/31
550,2008/03/31
800,2008/04/01
850,2008/04/01
650,2008/04/01
800,2008/04/02
750,2008/04/02
700,2008/04/02
700,2008/04/03
800,2008/04/03
850,2008/04/03
650,2008/04/04
900,2008/04/04
750,2008/04/04
750,2008/04/05
800,2008/04/13
950,2008/04/13
850,2008/04/13
850,2008/04/14
900,2008/04/14
850,2008/04/14
800,2008/04/14
550,2008/04/15
850,2008/04/15
600,2008/04/15
650,2008/04/16
650,2008/04/17
650,2008/04/17
650,2008/04/18
800,2008/04/18
750,2008/04/18
750,2008/04/18
950,2008/04/19
650,2008/04/19
800,2008/04/20
700,2008/04/20
650,2008/04/21
700,2008/04/21
700,2008/04/21
700,2008/04/22
700,2008/04/22
600,2008/04/22
600,2008/04/23
650,2008/04/23
550,2008/04/23
550,2008/04/24
450,2008/04/24
600,2008/04/24
500,2008/04/25
450,2008/04/25
500,2008/04/26
450,2008/04/26
550,2008/04/27
500,2008/04/28
500,2008/04/28
400,2008/04/28
550,2008/04/29
575,2008/04/29
600,2008/04/29
500,2008/04/30
500,2008/04/30
400,2008/05/01
450,2008/05/02
550,2008/05/02
450,2008/05/03
400,2008/05/03
600,2008/05/03
450,2008/05/04
450,2008/05/04
450,2008/05/05
450,2008/05/05
400,2008/05/06
400,2008/05/06
450,2008/05/07
400,2008/05/07
400,2008/05/08
450,2008/05/08
400,2008/05/08
350,2008/05/09
550,2008/05/09
400,2008/05/09
700,2008/05/10
400,2008/05/10
350,2008/05/11
450,2008/05/11
400,2008/05/11
400,2008/05/12
650,2008/05/12
500,2008/05/12
550,2008/05/13
650,2008/05/13
500,2008/05/13
550,2008/05/13
550,2008/05/14
700,2008/05/14
550,2008/05/14
500,2008/05/15
700,2008/05/15
550,2008/05/15
550,2008/05/16
650,2008/05/16
650,2008/05/16
750,2008/05/17
650,2008/05/18
800,2008/05/18
800,2008/05/19
750,2008/05/19
750,2008/05/19
500,2008/05/20
800,2008/05/20
650,2008/05/20
650,2008/05/21
600,2008/05/23
700,2008/05/23
650,2008/05/24
700,2008/05/24
550,2008/05/25
650,2008/05/25
600,2008/05/25
500,2008/05/26
600,2008/05/26
700,2008/05/26
600,2008/05/26
450,2008/05/27
500,2008/05/27
600,2008/05/27
400,2008/05/28
500,2008/05/28
400,2008/05/29
450,2008/05/29
450,2008/05/29
500,2008/05/30
600,2008/05/30
700,2008/05/31
500,2008/05/31
900,2008/06/01
500,2008/06/01
650,2008/06/02
700,2008/06/02
600,2008/06/02
700,2008/06/03
700,2008/06/03
500,2008/06/04
650,2008/06/04
750,2008/06/04
500,2008/06/05
600,2008/06/05
610,2008/06/05
700,2008/06/06
900,2008/06/06
600,2008/06/06
900,2008/06/07
850,2008/06/07
700,2008/06/08
850,2008/06/08
400,2008/06/08
700,2008/06/09
900,2008/06/09
650,2008/06/09
650,2008/06/10
800,2008/06/10
600,2008/06/10
600,2008/06/11
650,2008/06/11
650,2008/06/11
650,2008/06/12
700,2008/06/12
550,2008/06/12
650,2008/06/13
900,2008/06/13
600,2008/06/13
750,2008/06/14
700,2008/06/14
650,2008/06/15
850,2008/06/15
750,2008/06/15
600,2008/06/16
700,2008/06/16
650,2008/06/17
1250,2008/06/17
650,2008/06/17
700,2008/06/17
700,2008/06/18
650,2008/06/18
1450,2008/06/19
1150,2008/06/19
1150,2008/06/20
1150,2008/06/20
800,2008/06/20
700,2008/06/20
800,2008/06/21
700,2008/06/21
700,2008/06/22
500,2008/06/23
350,2008/06/25
400,2008/06/25
400,2008/06/26
500,2008/06/26
350,2008/06/27
600,2008/06/27
450,2008/06/27
500,2008/06/28
550,2008/06/28
450,2008/06/28
350,2008/06/29
750,2008/06/29
450,2008/06/29
300,2008/06/30
550,2008/06/30
400,2008/06/30
400,2008/07/01
450,2008/07/01
400,2008/07/01
500,2008/07/01
400,2008/07/02
450,2008/07/02
400,2008/07/03
400,2008/07/03
400,2008/07/03
500,2008/07/04
450,2008/07/04
450,2008/07/05
350,2008/07/05
400,2008/07/06
450,2008/07/06
450,2008/07/06
550,2008/07/06
350,2008/07/07
450,2008/07/07
500,2008/07/07
350,2008/07/08
500,2008/07/08
500,2008/07/08
550,2008/07/08
350,2008/07/09
450,2008/07/09
450,2008/07/10
450,2008/07/10
500,2008/07/10
350,2008/07/11
500,2008/07/11
350,2008/07/11
450,2008/07/11
500,2008/07/12
400,2008/07/12
500,2008/07/13
350,2008/07/13
500,2008/07/13
350,2008/07/14
600,2008/07/14
450,2008/07/14
650,2008/07/14
650,2008/07/15
350,2008/07/15
550,2008/07/16
450,2008/07/16
600,2008/07/16
350,2008/07/17
430,2008/07/17
550,2008/07/18
600,2008/07/19
500,2008/07/19
500,2008/07/19
500,2008/07/20
550,2008/07/20
450,2008/07/21
525,2008/07/21
475,2008/07/21
650,2008/07/21
450,2008/07/22
450,2008/07/22
500,2008/07/22
300,2008/07/25
500,2008/07/25
550,2008/07/25
450,2008/07/26
450,2008/07/26
350,2008/07/27
450,2008/07/27
300,2008/07/28
300,2008/07/28
400,2008/07/28
350,2008/07/29
350,2008/07/29
450,2008/07/29
375,2008/07/30
350,2008/07/31
300,2008/07/31
400,2008/07/31
250,2008/08/01
400,2008/08/01
250,2008/08/02
550,2008/08/02
250,2008/08/03
450,2008/08/03
350,2008/08/04
300,2008/08/05
400,2008/08/06
300,2008/08/07
300,2008/08/07
300,2008/08/08
350,2008/08/08
250,2008/08/09
350,2008/08/09
500,2008/08/09
400,2008/08/10
400,2008/08/10
500,2008/08/11
300,2008/08/11
450,2008/08/11
350,2008/08/12
350,2008/08/12
350,2008/08/12
350,2008/08/13
350,2008/08/13
450,2008/08/13
350,2008/08/14
350,2008/08/14
350,2008/08/14
500,2008/08/14
450,2008/08/16
450,2008/08/16
550,2008/08/16
300,2008/08/20
450,2008/08/20
300,2008/08/20
425,2008/08/20
300,2008/08/21
400,2008/08/21
300,2008/08/21
450,2008/08/21
300,2008/08/22
450,2008/08/23
400,2008/08/24
600,2008/08/25
400,2008/08/25
550,2008/08/25
350,2008/08/26
400,2008/08/26
300,2008/08/26
500,2008/08/27
350,2008/08/27
500,2008/08/27
350,2008/08/28
500,2008/08/28
450,2008/09/04
500,2008/09/04
500,2008/09/05
350,2008/09/06
400,2008/09/07
500,2008/09/07
500,2008/09/08
450,2008/09/09
400,2008/09/09
400,2008/09/10
350,2008/09/10
400,2008/09/11
350,2008/09/11
550,2008/09/13
500,2008/09/16
500,2008/09/16
500,2008/09/17
450,2008/09/17
550,2008/09/18
500,2008/09/18
650,2008/09/19
550,2008/09/19
650,2008/09/20
900,2008/09/21
750,2008/09/21
1050,2008/09/23
1050,2008/09/23
1050,2008/09/23
1150,2008/09/23
1050,2008/09/24
1150,2008/09/24
1080,2008/09/24
1100,2008/09/25
1080,2008/09/25
1000,2008/09/26
750,2008/09/26
1200,2008/09/26
850,2008/09/27
900,2008/09/28
1000,2008/09/28
1000,2008/09/29
1100,2008/09/29
1100,2008/09/29
1000,2008/09/30
950,2008/09/30
1000,2008/10/01
1150,2008/10/01
950,2008/10/01
1050,2008/10/02
1150,2008/10/02
1150,2008/10/02
1100,2008/10/03
1250,2008/10/03
950,2008/10/03
1300,2008/10/04
1300,2008/10/04
1150,2008/10/05
1450,2008/10/05
1200,2008/10/05
1350,2008/10/06
1700,2008/10/06
750,2008/10/06
1800,2008/10/06
1400,2008/10/07
1500,2008/10/07
1200,2008/10/07
1650,2008/10/07
1600,2008/10/08
1300,2008/10/08
1500,2008/10/09
1750,2008/10/09
1250,2008/10/09
1500,2008/10/10
1700,2008/10/10
1200,2008/10/10
2000,2008/10/10
1850,2008/10/11
1500,2008/10/11
1550,2008/10/12
1800,2008/10/12
1350,2008/10/12
1500,2008/10/13
1850,2008/10/13
1250,2008/10/13
1650,2008/10/14
1300,2008/10/14
1250,2008/10/14
1250,2008/10/15
1500,2008/10/16
1600,2008/10/16
1000,2008/10/16
1500,2008/10/17
1250,2008/10/17
1580,2008/10/17
1800,2008/10/18
1500,2008/10/18
1900,2008/10/19
1600,2008/10/20
1550,2008/10/20
1500,2008/10/20
1700,2008/10/21
1200,2008/10/21
1500,2008/10/22
1350,2008/10/22
2000,2008/10/23
1400,2008/10/23
1700,2008/10/24
1700,2008/10/24
1350,2008/10/24
1900,2008/10/25
2000,2008/10/26
2300,2008/10/26
2100,2008/10/27
1850,2008/10/28
2050,2008/10/28
1800,2008/10/28
2000,2008/10/29
2150,2008/10/29
1950,2008/10/30
1850,2008/10/30
2000,2008/10/30
1850,2008/10/31
2150,2008/10/31
2000,2008/10/31
1700,2008/10/31
1600,2008/11/01
1550,2008/11/01
2300,2008/11/01
1600,2008/11/02
1600,2008/11/02
1300,2008/11/02
1400,2008/11/03
1500,2008/11/03
1250,2008/11/03
1600,2008/11/03
1300,2008/11/04
1350,2008/11/04
950,2008/11/04
950,2008/11/04
1200,2008/11/05
1150,2008/11/05
1150,2008/11/05
1700,2008/11/05
1100,2008/11/06
1600,2008/11/06
1150,2008/11/07
1500,2008/11/07
1300,2008/11/09
1400,2008/11/09
1500,2008/11/09
1400,2008/11/09
1300,2008/11/10
1500,2008/11/10
350,2008/11/10
1400,2008/11/10
1300,2008/11/11
1350,2008/11/11
1000,2008/11/11
1550,2008/11/12
1300,2008/11/12
1300,2008/11/13
1250,2008/11/13
1300,2008/11/13
1100,2008/11/14
950,2008/11/14
1350,2008/11/14
1200,2008/11/15
1650,2008/11/15
1400,2008/11/16
1500,2008/11/16
1250,2008/11/16
1050,2008/11/17
1500,2008/11/17
1300,2008/11/17
1600,2008/11/17
1500,2008/11/18
850,2008/11/18
1250,2008/11/19
1250,2008/11/19
1150,2008/11/19
1450,2008/11/19
1150,2008/11/20
1150,2008/11/20
1250,2008/11/20
1300,2008/11/20
1100,2008/11/21
950,2008/11/21
1350,2008/11/21
950,2008/11/22
1400,2008/11/22
850,2008/11/23
1200,2008/11/23
950,2008/11/23
850,2008/11/24
950,2008/11/24
1250,2008/11/24
1050,2008/11/24
900,2008/11/25
1000,2008/11/25
700,2008/11/25
1200,2008/11/25
700,2008/11/26
800,2008/11/26
700,2008/11/26
1150,2008/11/26
700,2008/11/27
600,2008/11/27
850,2008/11/27
900,2008/11/28
700,2008/11/28
1150,2008/11/28
950,2008/11/29
650,2008/11/29
750,2008/11/29
700,2008/11/30
900,2008/11/30
1000,2008/11/30
900,2008/11/30
700,2008/12/01
1050,2008/12/01
700,2008/12/02
700,2008/12/02
900,2008/12/02
600,2008/12/03
750,2008/12/03
550,2008/12/04
650,2008/12/04
850,2008/12/04
750,2008/12/05
750,2008/12/05
800,2008/12/05
700,2008/12/06
550,2008/12/06
700,2008/12/06
500,2008/12/07
700,2008/12/07
500,2008/12/07
850,2008/12/07
750,2008/12/08
450,2008/12/08
650,2008/12/08
500,2008/12/09
650,2008/12/09
425,2008/12/09
600,2008/12/10
450,2008/12/10
700,2008/12/10
450,2008/12/11
450,2008/12/11
400,2008/12/11
400,2008/12/12
500,2008/12/12
450,2008/12/12
750,2008/12/12
500,2008/12/13
400,2008/12/13
500,2008/12/14
375,2008/12/14
350,2008/12/15
500,2008/12/15
400,2008/12/16
400,2008/12/16
500,2008/12/16
450,2008/12/17
450,2008/12/17
325,2008/12/18
450,2008/12/19
700,2008/12/19
450,2008/12/20
350,2008/12/20
500,2008/12/21
600,2008/12/21
1350,2008/12/22
1800,2008/12/22
300,2008/12/23
400,2008/12/23
375,2008/12/23
400,2008/12/24
380,2008/12/24
450,2008/12/25
400,2008/12/26
400,2008/12/27
325,2008/12/27
400,2008/12/27
450,2008/12/28
400,2008/12/28
400,2008/12/28
525,2008/12/29
600,2008/12/29
700,2008/12/30
500,2008/12/30
450,2008/12/31
700,2008/12/31
700,2008/12/31
450,2009/01/01
450,2009/01/01
550,2009/01/01
400,2009/01/02
525,2009/01/02
550,2009/01/02
500,2009/01/03
500,2009/01/03
500,2009/01/04
600,2009/01/04
500,2009/01/04
450,2009/01/05
650,2009/01/05
450,2009/01/05
550,2009/01/05
525,2009/01/06
600,2009/01/06
550,2009/01/06
450,2009/01/07
500,2009/01/07
450,2009/01/08
300,2009/01/09
300,2009/01/09
300,2009/01/10
350,2009/01/11
300,2009/01/11
350,2009/01/12
400,2009/01/12
350,2009/01/12
350,2009/01/13
350,2009/01/13
400,2009/01/13
350,2009/01/14
300,2009/01/14
350,2009/01/14
350,2009/01/15
400,2009/01/15
450,2009/01/15
250,2009/01/16
350,2009/01/17
350,2009/01/17
350,2009/01/17
350,2009/01/18
300,2009/01/18
400,2009/01/18
350,2009/01/19
300,2009/01/19
350,2009/01/20
300,2009/01/20
350,2009/01/20
300,2009/01/21
275,2009/01/21
250,2009/01/22
350,2009/01/22
350,2009/01/23
350,2009/01/23
350,2009/01/24
350,2009/01/25
350,2009/01/25
450,2009/01/27
350,2009/01/27
350,2009/01/27
375,2009/01/28
350,2009/01/28
300,2009/01/29
350,2009/01/29
400,2009/01/29
300,2009/01/30
350,2009/01/31
350,2009/01/31
350,2009/02/01
350,2009/02/01
350,2009/02/01
300,2009/02/02
350,2009/02/02
300,2009/02/02
400,2009/02/02
275,2009/02/03
400,2009/02/03
300,2009/02/03
250,2009/02/04
400,2009/02/04
325,2009/02/04
400,2009/02/04
250,2009/02/05
350,2009/02/05
250,2009/02/05
400,2009/02/05
250,2009/02/06
400,2009/02/06
300,2009/02/06
400,2009/02/07
350,2009/02/07
400,2009/02/08
325,2009/02/08
550,2009/02/09
400,2009/02/09
400,2009/02/09
550,2009/02/10
400,2009/02/10
350,2009/02/11
550,2009/02/11
300,2009/02/12
400,2009/02/12
450,2009/02/12
400,2009/02/13
300,2009/02/13
500,2009/02/14
300,2009/02/14
400,2009/02/14
250,2009/02/15
400,2009/02/15
300,2009/02/15
300,2009/02/16
400,2009/02/16
350,2009/02/16
400,2009/02/16
250,2009/02/17
500,2009/02/17
350,2009/02/17
350,2009/02/17
250,2009/02/18
350,2009/02/18
350,2009/02/18
400,2009/02/18
250,2009/02/19
400,2009/02/19
300,2009/02/19
450,2009/02/20
260,2009/02/20
350,2009/02/21
300,2009/02/21
400,2009/02/22
250,2009/02/22
450,2009/02/23
250,2009/02/23
250,2009/02/24
400,2009/02/24
275,2009/02/24
300,2009/02/24
250,2009/02/25
250,2009/02/25
250,2009/02/26
450,2009/02/26
300,2009/02/26
500,2009/02/27
275,2009/02/27
350,2009/02/28
350,2009/02/28
450,2009/03/01
400,2009/03/01
450,2009/03/02
400,2009/03/02
550,2009/03/03
275,2009/03/04
300,2009/03/05
300,2009/03/06
300,2009/03/07
450,2009/03/08
350,2009/03/08
500,2009/03/09
250,2009/03/09
250,2009/03/10
400,2009/03/10
300,2009/03/10
225,2009/03/11
500,2009/03/11
300,2009/03/11
250,2009/03/12
350,2009/03/12
225,2009/03/13
400,2009/03/13
200,2009/03/13
400,2009/03/14
250,2009/03/14
450,2009/03/15
275,2009/03/15
350,2009/03/16
300,2009/03/16
250,2009/03/17
400,2009/03/17
250,2009/03/17
250,2009/03/18
250,2009/03/18
225,2009/03/19
300,2009/03/19
275,2009/03/20
550,2009/03/20
250,2009/03/20
275,2009/03/20
550,2009/03/21
275,2009/03/21
350,2009/03/21
550,2009/03/22
350,2009/03/22
450,2009/03/22
400,2009/03/23
650,2009/03/23
300,2009/03/23
450,2009/03/23
350,2009/03/24
600,2009/03/24
400,2009/03/24
450,2009/03/25
425,2009/03/25
350,2009/03/25
450,2009/03/25
350,2009/03/26
450,2009/03/26
300,2009/03/26
500,2009/03/27
250,2009/03/27
550,2009/03/28
300,2009/03/28
550,2009/03/29
280,2009/03/29
550,2009/03/30
300,2009/03/30
425,2009/03/31
350,2009/03/31
350,2009/04/01
600,2009/04/02
350,2009/04/02
400,2009/04/02
550,2009/04/03
300,2009/04/03
500,2009/04/04
350,2009/04/04
525,2009/04/05
350,2009/04/05
500,2009/04/06
400,2009/04/06
475,2009/04/07
350,2009/04/07
350,2009/04/08
450,2009/04/09
350,2009/04/09
250,2009/04/10
500,2009/04/11
450,2009/04/12
400,2009/04/12
550,2009/04/13
500,2009/04/13
500,2009/04/14
450,2009/04/14
350,2009/04/15
450,2009/04/15
450,2009/04/16
450,2009/04/17
600,2009/04/18
500,2009/04/18
850,2009/04/19
650,2009/04/21
600,2009/04/21
800,2009/04/22
500,2009/04/22
625,2009/04/23
450,2009/04/24
550,2009/04/28
450,2009/04/28
400,2009/04/29
650,2009/04/30
500,2009/04/30
700,2009/05/02
750,2009/05/03
700,2009/05/04
750,2009/05/04
650,2009/05/04
750,2009/05/05
750,2009/05/05
650,2009/05/05
800,2009/05/05
750,2009/05/06
800,2009/05/06
900,2009/05/06
750,2009/05/07
600,2009/05/07
850,2009/05/07
600,2009/05/08
850,2009/05/08
550,2009/05/09
450,2009/05/09
800,2009/05/09
800,2009/05/10
850,2009/05/10
700,2009/05/11
650,2009/05/11
650,2009/05/11
500,2009/05/12
550,2009/05/12
550,2009/05/13
600,2009/05/13
850,2009/05/14
750,2009/05/14
650,2009/05/15
750,2009/05/15
600,2009/05/15
800,2009/05/15
800,2009/05/16
700,2009/05/16
800,2009/05/16
650,2009/05/17
550,2009/05/17
600,2009/05/17
650,2009/05/18
550,2009/05/18
650,2009/05/18
600,2009/05/19
550,2009/05/19
650,2009/05/19
650,2009/05/19
550,2009/05/20
500,2009/05/20
500,2009/05/20
650,2009/05/20
450,2009/05/21
450,2009/05/21
750,2009/05/21
500,2009/05/22
500,2009/05/22
600,2009/05/22
620,2009/05/23
650,2009/05/23
500,2009/05/24
500,2009/05/24
650,2009/05/25
500,2009/05/25
600,2009/05/25
800,2009/05/26
700,2009/05/26
800,2009/05/27
800,2009/05/27
650,2009/05/27
800,2009/05/28
750,2009/05/28
750,2009/05/29
1000,2009/05/29
850,2009/05/30
950,2009/05/30
900,2009/05/31
1100,2009/05/31
850,2009/06/01
850,2009/06/01
900,2009/06/01
950,2009/06/02
750,2009/06/02
770,2009/06/03
1050,2009/06/04
950,2009/06/05
950,2009/06/06
950,2009/06/07
800,2009/06/07
1600,2009/06/08
950,2009/06/08
1000,2009/06/08
1200,2009/06/09
850,2009/06/09
1025,2009/06/10
1000,2009/06/10
1250,2009/06/11
950,2009/06/11
1000,2009/06/11
850,2009/06/12
1300,2009/06/13
850,2009/06/13
1250,2009/06/14
1000,2009/06/14
1050,2009/06/15
1150,2009/06/15
1250,2009/06/15
1250,2009/06/16
950,2009/06/16
1200,2009/06/17
1100,2009/06/17
1250,2009/06/17
850,2009/06/18
1050,2009/06/18
950,2009/06/18
1100,2009/06/19
1150,2009/06/19
1300,2009/06/19
1100,2009/06/20
1050,2009/06/20
1250,2009/06/21
900,2009/06/21
1050,2009/06/22
750,2009/06/22
950,2009/06/22
875,2009/06/23
1100,2009/06/24
850,2009/06/24
1050,2009/06/25
1150,2009/06/25
1100,2009/06/26
750,2009/06/26
1200,2009/06/26
1050,2009/06/27
700,2009/06/27
1200,2009/06/28
850,2009/06/28
1200,2009/06/29
920,2009/06/29
1200,2009/06/30
950,2009/06/30
800,2009/07/01
1050,2009/07/01
750,2009/07/01
1200,2009/07/01
850,2009/07/02
850,2009/07/02
1050,2009/07/02
800,2009/07/03
1150,2009/07/03
900,2009/07/03
800,2009/07/04
800,2009/07/04
850,2009/07/05
1050,2009/07/05
1000,2009/07/05
800,2009/07/06
850,2009/07/06
1050,2009/07/06
950,2009/07/06
800,2009/07/07
900,2009/07/07
750,2009/07/07
750,2009/07/08
950,2009/07/08
700,2009/07/08
1000,2009/07/08
750,2009/07/09
1000,2009/07/09
650,2009/07/09
950,2009/07/09
650,2009/07/10
700,2009/07/10
550,2009/07/10
1250,2009/07/11
900,2009/07/11
800,2009/07/12
1100,2009/07/12
1050,2009/07/12
700,2009/07/13
1050,2009/07/13
1050,2009/07/14
1300,2009/07/14
1350,2009/07/15
700,2009/07/15
1000,2009/07/16
1250,2009/07/16
1100,2009/07/16
1250,2009/07/16
1000,2009/07/17
1150,2009/07/17
800,2009/07/18
1100,2009/07/19
1200,2009/07/19
950,2009/07/19
1100,2009/07/19
1100,2009/07/20
1150,2009/07/20
1050,2009/07/20
1150,2009/07/20
850,2009/07/21
1000,2009/07/21
1150,2009/07/21
1050,2009/07/21
700,2009/07/22
700,2009/07/22
1150,2009/07/22
950,2009/07/23
750,2009/07/23
1100,2009/07/23
950,2009/07/24
950,2009/07/25
850,2009/07/25
850,2009/07/25
900,2009/07/26
1100,2009/07/26
950,2009/07/26
1050,2009/07/26
1250,2009/07/27
900,2009/07/27
1050,2009/07/27
900,2009/07/28
900,2009/07/28
1050,2009/07/28
850,2009/07/29
800,2009/07/29
1050,2009/07/29
1000,2009/07/30
1350,2009/07/31
1000,2009/07/31
1000,2009/08/01
1100,2009/08/01
1300,2009/08/02
1050,2009/08/02
1150,2009/08/02
1250,2009/08/03
1050,2009/08/03
1400,2009/08/03
1200,2009/08/04
1100,2009/08/04
1350,2009/08/04
1200,2009/08/05
1000,2009/08/05
1000,2009/08/05
1000,2009/08/06
1450,2009/08/06
1050,2009/08/07
1000,2009/08/07
1000,2009/08/08
1020,2009/08/09
0,2009/08/10
0,2009/08/10
0,2009/08/10
0,2009/08/11
0,2009/08/11
0,2009/08/11
600,2009/08/12
725,2009/08/12
750,2009/08/13
1000,2009/08/14
750,2009/08/16
800,2009/08/16
700,2009/08/17
750,2009/08/17
850,2009/08/18
550,2009/08/18
450,2009/08/18
600,2009/08/19
550,2009/08/19
600,2009/08/19
550,2009/08/20
700,2009/08/20
650,2009/08/20
700,2009/08/21
850,2009/08/21
700,2009/08/21
1050,2009/08/22
800,2009/08/22
700,2009/08/23
750,2009/08/23
850,2009/08/23
700,2009/08/23
700,2009/08/24
750,2009/08/24
750,2009/08/24
800,2009/08/24
700,2009/08/25
600,2009/08/25
500,2009/08/25
1450,2009/08/25
750,2009/08/26
600,2009/08/26
425,2009/08/26
700,2009/08/26
600,2009/08/27
400,2009/08/27
1000,2009/08/27
500,2009/08/28
350,2009/08/28
600,2009/08/28
375,2009/08/29
650,2009/08/29
425,2009/08/30
350,2009/08/30
650,2009/08/30
400,2009/08/31
450,2009/08/31
425,2009/08/31
750,2009/08/31
500,2009/09/01
500,2009/09/01
800,2009/09/01
450,2009/09/02
400,2009/09/02
650,2009/09/02
500,2009/09/03
450,2009/09/03
750,2009/09/04
450,2009/09/05
500,2009/09/06
425,2009/09/06
420,2009/09/06
600,2009/09/06
350,2009/09/07
650,2009/09/07
450,2009/09/08
325,2009/09/08
500,2009/09/09
400,2009/09/09
350,2009/09/09
700,2009/09/09
450,2009/09/10
400,2009/09/10
325,2009/09/10
700,2009/09/10
450,2009/09/11
400,2009/09/11
375,2009/09/11
400,2009/09/12
370,2009/09/12
450,2009/09/13
450,2009/09/13
450,2009/09/13
650,2009/09/13
350,2009/09/14
350,2009/09/14
650,2009/09/14
400,2009/09/15
350,2009/09/15
350,2009/09/15
600,2009/09/15
350,2009/09/16
300,2009/09/16
300,2009/09/16
350,2009/09/17
300,2009/09/17
300,2009/09/17
450,2009/09/17
350,2009/09/18
300,2009/09/18
350,2009/09/18
650,2009/09/18
400,2009/09/19
350,2009/09/19
440,2009/09/19
350,2009/09/20
350,2009/09/20
350,2009/09/21
450,2009/09/21
300,2009/09/21
250,2009/09/22
350,2009/09/22
200,2009/09/22
600,2009/09/22
250,2009/09/23
200,2009/09/23
300,2009/09/28
350,2009/09/28
350,2009/09/29
350,2009/09/29
200,2009/09/29
300,2009/09/30
225,2009/09/30
250,2009/10/01
300,2009/10/01
250,2009/10/01
250,2009/10/02
400,2009/10/02
225,2009/10/03
450,2009/10/03
200,2009/10/04
300,2009/10/04
250,2009/10/05
350,2009/10/05
350,2009/10/05
350,2009/10/06
250,2009/10/06
500,2009/10/06
275,2009/10/07
320,2009/10/07
650,2009/10/07
250,2009/10/08
500,2009/10/08
400,2009/10/12
325,2009/10/14
225,2009/10/15
400,2009/10/15
275,2009/10/15
300,2009/10/17
400,2009/10/17
220,2009/10/18
300,2009/10/18
650,2009/10/18
250,2009/10/19
350,2009/10/19
350,2009/10/19
450,2009/10/19
250,2009/10/20
350,2009/10/20
350,2009/10/20
550,2009/10/20
225,2009/10/21
450,2009/10/21
300,2009/10/21
450,2009/10/22
350,2009/10/22
250,2009/10/23
450,2009/10/23
320,2009/10/23
400,2009/10/24
350,2009/10/24
250,2009/10/25
450,2009/10/25
350,2009/10/25
300,2009/10/26
450,2009/10/26
450,2009/10/26
500,2009/10/27
420,2009/10/27
600,2009/10/27
300,2009/10/28
500,2009/10/28
400,2009/10/28
500,2009/10/29
500,2009/10/29
700,2009/10/30
500,2009/10/30
600,2009/10/30
550,2009/10/31
500,2009/11/02
800,2009/11/02
620,2009/11/02
375,2009/11/03
800,2009/11/03
650,2009/11/03
500,2009/11/04
650,2009/11/04
700,2009/11/04
650,2009/11/05
800,2009/11/06
650,2009/11/06
750,2009/11/07
750,2009/11/07
500,2009/11/08
800,2009/11/08
600,2009/11/08
700,2009/11/09
600,2009/11/09
700,2009/11/10
950,2009/11/10
800,2009/11/13
1000,2009/11/13
1150,2009/11/13
1300,2009/11/14
1350,2009/11/14
850,2009/11/15
1500,2009/11/15
1150,2009/11/15
1250,2009/11/16
1000,2009/11/16
1000,2009/11/17
1100,2009/11/17
1150,2009/11/18
1150,2009/11/18
1350,2009/11/19
1150,2009/11/19
1150,2009/11/20
1150,2009/11/20
1200,2009/11/21
1100,2009/11/21
1250,2009/11/22
1250,2009/11/22
1500,2009/11/23
1250,2009/11/23
1100,2009/11/24
1300,2009/11/24
1150,2009/11/24
1150,2009/11/25
1250,2009/11/25
1100,2009/11/25
1300,2009/11/26
1700,2009/11/26
1150,2009/11/26
1100,2009/11/27
1250,2009/11/27
1900,2009/11/28
1500,2009/11/29
1750,2009/11/29
1600,2009/11/29
1400,2009/11/30
2150,2009/11/30
2000,2009/11/30
1600,2009/12/01
1600,2009/12/01
1500,2009/12/02
1600,2009/12/02
1500,2009/12/02
2250,2009/12/03
1150,2009/12/03
1450,2009/12/04
1700,2009/12/05
1600,2009/12/05
1450,2009/12/06
1700,2009/12/06
1650,2009/12/06
1400,2009/12/07
1700,2009/12/07
1200,2009/12/08
1700,2009/12/08
1000,2009/12/08
1400,2009/12/09
1900,2009/12/09
1000,2009/12/09
1200,2009/12/10
1750,2009/12/10
1050,2009/12/10
1400,2009/12/11
1750,2009/12/11
1750,2009/12/11
1600,2009/12/12
1500,2009/12/12
1300,2009/12/13
1900,2009/12/13
1250,2009/12/13
1200,2009/12/14
1600,2009/12/14
1100,2009/12/14
1500,2009/12/15
950,2009/12/15
1050,2009/12/16
1400,2009/12/16
1050,2009/12/16
1000,2009/12/17
1450,2009/12/17
900,2009/12/17
1100,2009/12/18
1500,2009/12/18
1000,2009/12/18
1500,2009/12/19
1050,2009/12/19
900,2009/12/20
1500,2009/12/20
1000,2009/12/20
950,2009/12/21
1500,2009/12/21
900,2009/12/21
950,2009/12/22
1500,2009/12/22
900,2009/12/22
800,2009/12/23
1500,2009/12/23
800,2009/12/23
1000,2009/12/24
1050,2009/12/24
650,2009/12/24
2000,2009/12/25
1350,2009/12/25
800,2009/12/25
1500,2009/12/26
900,2009/12/26
900,2009/12/27
1000,2009/12/27
1000,2009/12/28
1400,2009/12/28
1250,2009/12/28
1000,2009/12/29
1300,2009/12/29
1000,2009/12/29
1400,2009/12/30
900,2009/12/30
950,2009/12/31
1450,2009/12/31
1100,2009/12/31
