Modal Price cucumber,Date
450,2007/10/14
500,2007/10/15
900,2007/10/15
500,2007/10/15
950,2007/10/16
400,2007/10/16
1000,2007/10/17
550,2007/10/17
600,2007/10/17
950,2007/10/18
650,2007/10/18
650,2007/10/19
950,2007/10/19
600,2007/10/19
600,2007/10/20
650,2007/10/20
600,2007/10/21
800,2007/10/21
750,2007/10/21
650,2007/10/22
850,2007/10/22
600,2007/10/22
700,2007/10/23
850,2007/10/23
650,2007/10/23
750,2007/10/23
900,2007/10/24
400,2007/10/24
400,2007/10/24
650,2007/10/25
500,2007/10/25
800,2007/10/25
600,2007/10/26
900,2007/10/26
450,2007/10/26
800,2007/10/26
950,2007/10/27
500,2007/10/27
600,2007/10/28
1000,2007/10/28
500,2007/10/28
800,2007/10/28
800,2007/10/29
1000,2007/10/29
900,2007/10/29
600,2007/10/30
1000,2007/10/30
500,2007/10/30
1000,2007/10/30
650,2007/10/31
1000,2007/10/31
550,2007/10/31
800,2007/10/31
700,2007/11/01
850,2007/11/01
650,2007/11/01
700,2007/11/02
850,2007/11/02
600,2007/11/02
850,2007/11/03
800,2007/11/03
700,2007/11/04
1000,2007/11/04
700,2007/11/04
650,2007/11/05
900,2007/11/05
550,2007/11/05
550,2007/11/06
1050,2007/11/06
550,2007/11/06
700,2007/11/07
1000,2007/11/07
1000,2007/11/07
700,2007/11/07
650,2007/11/08
600,2007/11/08
950,2007/11/12
1350,2007/11/12
500,2007/11/12
950,2007/11/13
650,2007/11/13
900,2007/11/14
1350,2007/11/14
650,2007/11/14
950,2007/11/15
1450,2007/11/15
800,2007/11/15
950,2007/11/16
1500,2007/11/16
850,2007/11/16
1450,2007/11/17
1100,2007/11/17
950,2007/11/18
1350,2007/11/18
800,2007/11/19
1500,2007/11/19
600,2007/11/19
1050,2007/11/20
1300,2007/11/20
1200,2007/11/21
500,2007/11/21
1150,2007/11/22
1200,2007/11/22
1200,2007/11/23
1350,2007/11/23
1150,2007/11/23
1500,2007/11/23
1550,2007/11/24
1200,2007/11/25
1350,2007/11/25
1000,2007/11/26
1000,2007/11/27
1300,2007/11/27
1100,2007/11/27
1350,2007/11/28
1500,2007/11/28
1050,2007/11/29
1500,2007/11/29
1300,2007/11/29
1200,2007/11/30
1200,2007/11/30
900,2007/11/30
1400,2007/11/30
1300,2007/12/01
1000,2007/12/02
750,2007/12/03
1300,2007/12/03
1400,2007/12/07
750,2007/12/08
1400,2007/12/09
900,2007/12/10
1000,2007/12/10
1250,2007/12/10
900,2007/12/11
1500,2007/12/11
1150,2007/12/11
900,2007/12/12
1300,2007/12/12
850,2007/12/12
500,2007/12/13
800,2007/12/14
800,2007/12/14
1100,2007/12/15
950,2007/12/15
1350,2007/12/15
800,2007/12/16
1250,2007/12/16
550,2007/12/16
800,2007/12/17
900,2007/12/17
1000,2007/12/18
800,2007/12/19
950,2007/12/19
400,2007/12/19
800,2007/12/20
700,2007/12/20
700,2007/12/21
800,2007/12/21
650,2007/12/21
800,2007/12/21
850,2007/12/22
900,2007/12/22
600,2007/12/23
850,2007/12/23
700,2007/12/23
500,2007/12/24
900,2007/12/25
1700,2007/12/26
550,2007/12/26
1150,2007/12/27
350,2007/12/27
600,2007/12/27
400,2007/12/28
1300,2007/12/31
600,2008/01/01
850,2008/01/02
500,2008/01/02
800,2008/01/03
500,2008/01/03
750,2008/01/05
500,2008/01/05
600,2008/01/05
600,2008/01/06
850,2008/01/06
450,2008/01/06
600,2008/01/06
550,2008/01/07
950,2008/01/07
550,2008/01/08
850,2008/01/08
600,2008/01/08
700,2008/01/09
400,2008/01/09
450,2008/01/09
700,2008/01/10
500,2008/01/11
850,2008/01/11
450,2008/01/11
600,2008/01/11
1000,2008/01/12
500,2008/01/12
500,2008/01/13
850,2008/01/13
400,2008/01/13
600,2008/01/13
450,2008/01/14
450,2008/01/15
900,2008/01/15
500,2008/01/15
400,2008/01/16
650,2008/01/16
500,2008/01/16
600,2008/01/16
450,2008/01/17
450,2008/01/18
800,2008/01/18
600,2008/01/18
1000,2008/01/19
500,2008/01/19
450,2008/01/20
900,2008/01/20
550,2008/01/21
750,2008/01/21
850,2008/01/21
450,2008/01/22
800,2008/01/22
600,2008/01/22
650,2008/01/23
1000,2008/01/23
600,2008/01/23
650,2008/01/24
550,2008/01/24
600,2008/01/24
650,2008/01/25
800,2008/01/25
500,2008/01/27
900,2008/01/30
1700,2008/01/30
700,2008/01/30
800,2008/01/31
1300,2008/01/31
1050,2008/02/01
1100,2008/02/01
900,2008/02/01
1400,2008/02/02
800,2008/02/03
600,2008/02/03
950,2008/02/04
1400,2008/02/04
550,2008/02/04
950,2008/02/05
1250,2008/02/05
600,2008/02/05
1100,2008/02/06
1500,2008/02/06
600,2008/02/06
1000,2008/02/07
400,2008/02/07
600,2008/02/07
1000,2008/02/08
950,2008/02/08
1200,2008/02/10
800,2008/02/11
1650,2008/02/11
1200,2008/02/11
900,2008/02/12
1450,2008/02/12
1100,2008/02/13
1700,2008/02/13
400,2008/02/13
600,2008/02/14
1400,2008/02/14
1050,2008/02/15
1600,2008/02/15
500,2008/02/15
1050,2008/02/16
950,2008/02/17
1700,2008/02/17
1050,2008/02/17
900,2008/02/18
750,2008/02/18
1700,2008/02/19
1250,2008/02/19
900,2008/02/20
1750,2008/02/20
900,2008/02/20
1750,2008/02/20
700,2008/02/21
1100,2008/02/21
900,2008/02/22
1600,2008/02/22
850,2008/02/22
1350,2008/02/23
1200,2008/02/23
900,2008/02/24
2000,2008/02/24
1000,2008/02/24
1100,2008/02/25
1150,2008/02/26
1500,2008/02/27
850,2008/02/27
750,2008/02/28
1750,2008/02/28
1150,2008/02/28
1150,2008/02/29
2500,2008/03/01
1000,2008/03/01
1050,2008/03/02
1600,2008/03/03
1750,2008/03/03
600,2008/03/03
1500,2008/03/04
1500,2008/03/04
950,2008/03/04
1300,2008/03/06
700,2008/03/06
1500,2008/03/07
1550,2008/03/07
1000,2008/03/07
1650,2008/03/08
1500,2008/03/09
1550,2008/03/09
850,2008/03/09
1500,2008/03/10
1500,2008/03/10
1000,2008/03/10
2000,2008/03/10
1500,2008/03/11
1250,2008/03/11
1000,2008/03/11
1400,2008/03/12
1200,2008/03/12
1200,2008/03/13
750,2008/03/13
1050,2008/03/13
700,2008/03/14
900,2008/03/14
800,2008/03/14
800,2008/03/15
950,2008/03/15
550,2008/03/16
800,2008/03/16
1200,2008/03/17
650,2008/03/18
800,2008/03/18
750,2008/03/18
900,2008/03/18
950,2008/03/19
650,2008/03/19
700,2008/03/19
720,2008/03/20
700,2008/03/20
550,2008/03/20
600,2008/03/21
550,2008/03/21
600,2008/03/21
500,2008/03/22
550,2008/03/22
620,2008/03/23
600,2008/03/23
650,2008/03/23
500,2008/03/24
700,2008/03/24
600,2008/03/24
650,2008/03/24
500,2008/03/25
550,2008/03/25
600,2008/03/25
600,2008/03/25
500,2008/03/26
600,2008/03/26
500,2008/03/26
600,2008/03/26
500,2008/03/27
750,2008/03/27
650,2008/03/27
500,2008/03/28
800,2008/03/28
400,2008/03/28
750,2008/03/29
650,2008/03/29
500,2008/03/30
650,2008/03/30
550,2008/03/30
450,2008/03/31
550,2008/03/31
500,2008/03/31
650,2008/03/31
500,2008/04/01
600,2008/04/01
500,2008/04/02
650,2008/04/02
550,2008/04/02
500,2008/04/03
650,2008/04/03
500,2008/04/03
450,2008/04/04
700,2008/04/04
650,2008/04/04
550,2008/04/05
400,2008/04/13
650,2008/04/13
500,2008/04/13
450,2008/04/14
700,2008/04/14
600,2008/04/14
650,2008/04/14
450,2008/04/15
650,2008/04/15
500,2008/04/15
350,2008/04/16
650,2008/04/17
400,2008/04/17
500,2008/04/18
600,2008/04/18
500,2008/04/18
600,2008/04/18
550,2008/04/19
500,2008/04/19
750,2008/04/20
550,2008/04/20
500,2008/04/21
500,2008/04/21
500,2008/04/21
500,2008/04/22
600,2008/04/22
550,2008/04/23
650,2008/04/23
350,2008/04/23
700,2008/04/24
450,2008/04/24
600,2008/04/24
700,2008/04/25
400,2008/04/25
600,2008/04/26
500,2008/04/26
550,2008/04/27
850,2008/04/27
500,2008/04/28
800,2008/04/28
450,2008/04/28
650,2008/04/29
900,2008/04/29
600,2008/04/29
550,2008/04/29
800,2008/04/30
600,2008/04/30
900,2008/05/01
550,2008/05/02
900,2008/05/03
550,2008/05/03
600,2008/05/03
1100,2008/05/04
500,2008/05/04
1000,2008/05/05
450,2008/05/05
900,2008/05/06
550,2008/05/06
550,2008/05/07
1000,2008/05/07
650,2008/05/08
900,2008/05/08
500,2008/05/08
750,2008/05/09
900,2008/05/09
500,2008/05/09
1150,2008/05/10
500,2008/05/10
750,2008/05/11
900,2008/05/11
450,2008/05/11
2000,2008/05/12
900,2008/05/12
500,2008/05/12
650,2008/05/13
650,2008/05/13
450,2008/05/13
750,2008/05/13
650,2008/05/14
1000,2008/05/14
500,2008/05/14
600,2008/05/15
1000,2008/05/15
450,2008/05/15
650,2008/05/16
950,2008/05/16
450,2008/05/16
500,2008/05/17
650,2008/05/18
950,2008/05/18
700,2008/05/19
1000,2008/05/19
400,2008/05/19
650,2008/05/20
900,2008/05/20
1500,2008/05/20
400,2008/05/21
850,2008/05/23
500,2008/05/23
900,2008/05/24
500,2008/05/24
650,2008/05/25
950,2008/05/25
350,2008/05/25
500,2008/05/26
900,2008/05/26
350,2008/05/26
700,2008/05/26
650,2008/05/27
950,2008/05/27
700,2008/05/28
350,2008/05/28
700,2008/05/29
1100,2008/05/29
500,2008/05/29
650,2008/05/30
900,2008/05/30
1050,2008/05/31
400,2008/05/31
1750,2008/06/01
650,2008/06/02
950,2008/06/02
650,2008/06/02
700,2008/06/03
900,2008/06/03
650,2008/06/04
950,2008/06/04
500,2008/06/04
1100,2008/06/05
1050,2008/06/05
500,2008/06/05
1000,2008/06/06
400,2008/06/06
950,2008/06/07
550,2008/06/07
650,2008/06/08
1000,2008/06/08
500,2008/06/08
700,2008/06/09
1050,2008/06/09
350,2008/06/09
500,2008/06/10
1000,2008/06/10
550,2008/06/10
500,2008/06/11
400,2008/06/11
550,2008/06/12
850,2008/06/12
450,2008/06/12
950,2008/06/13
500,2008/06/13
1000,2008/06/14
850,2008/06/14
550,2008/06/15
950,2008/06/15
700,2008/06/15
650,2008/06/16
550,2008/06/16
650,2008/06/17
1150,2008/06/17
650,2008/06/17
700,2008/06/17
650,2008/06/18
800,2008/06/18
1300,2008/06/19
1250,2008/06/19
750,2008/06/19
1200,2008/06/20
1650,2008/06/20
1150,2008/06/20
850,2008/06/20
850,2008/06/21
650,2008/06/21
650,2008/06/22
600,2008/06/23
600,2008/06/25
700,2008/06/25
350,2008/06/25
700,2008/06/26
400,2008/06/26
500,2008/06/27
650,2008/06/27
400,2008/06/27
600,2008/06/28
250,2008/06/28
800,2008/06/28
500,2008/06/29
700,2008/06/29
550,2008/06/29
500,2008/06/30
600,2008/06/30
400,2008/06/30
400,2008/07/01
525,2008/07/01
500,2008/07/01
350,2008/07/02
470,2008/07/02
400,2008/07/03
600,2008/07/03
400,2008/07/03
650,2008/07/04
525,2008/07/04
600,2008/07/05
400,2008/07/06
750,2008/07/06
400,2008/07/06
550,2008/07/06
450,2008/07/07
700,2008/07/07
350,2008/07/07
400,2008/07/08
650,2008/07/08
350,2008/07/08
500,2008/07/08
400,2008/07/09
350,2008/07/09
500,2008/07/10
575,2008/07/10
750,2008/07/10
700,2008/07/10
450,2008/07/11
650,2008/07/11
350,2008/07/11
550,2008/07/11
800,2008/07/12
400,2008/07/12
550,2008/07/12
300,2008/07/13
750,2008/07/13
350,2008/07/13
550,2008/07/13
500,2008/07/14
650,2008/07/14
300,2008/07/14
600,2008/07/14
700,2008/07/15
400,2008/07/15
700,2008/07/16
800,2008/07/16
550,2008/07/16
600,2008/07/17
550,2008/07/17
600,2008/07/18
550,2008/07/19
400,2008/07/19
550,2008/07/19
450,2008/07/20
700,2008/07/20
450,2008/07/21
650,2008/07/21
400,2008/07/21
550,2008/07/21
500,2008/07/22
400,2008/07/22
600,2008/07/22
600,2008/07/25
350,2008/07/25
550,2008/07/25
500,2008/07/26
400,2008/07/26
600,2008/07/26
450,2008/07/27
400,2008/07/27
350,2008/07/27
550,2008/07/28
350,2008/07/28
300,2008/07/28
450,2008/07/29
375,2008/07/29
400,2008/07/29
400,2008/07/30
400,2008/07/30
300,2008/07/30
400,2008/07/31
450,2008/07/31
350,2008/07/31
350,2008/07/31
450,2008/08/01
450,2008/08/01
550,2008/08/01
500,2008/08/02
400,2008/08/02
550,2008/08/03
550,2008/08/03
450,2008/08/04
500,2008/08/04
1100,2008/08/04
350,2008/08/05
400,2008/08/05
350,2008/08/06
500,2008/08/06
400,2008/08/07
400,2008/08/07
500,2008/08/08
400,2008/08/08
450,2008/08/08
400,2008/08/09
350,2008/08/09
450,2008/08/09
450,2008/08/10
400,2008/08/10
350,2008/08/10
400,2008/08/10
500,2008/08/11
400,2008/08/11
350,2008/08/11
400,2008/08/11
550,2008/08/12
450,2008/08/12
300,2008/08/12
500,2008/08/13
500,2008/08/13
400,2008/08/13
500,2008/08/13
600,2008/08/14
500,2008/08/14
350,2008/08/14
550,2008/08/14
450,2008/08/16
650,2008/08/16
450,2008/08/16
500,2008/08/20
500,2008/08/20
400,2008/08/20
650,2008/08/20
600,2008/08/21
650,2008/08/21
500,2008/08/21
550,2008/08/21
300,2008/08/22
500,2008/08/23
400,2008/08/24
700,2008/08/24
550,2008/08/25
400,2008/08/25
600,2008/08/25
550,2008/08/26
550,2008/08/26
300,2008/08/26
600,2008/08/27
500,2008/08/27
650,2008/08/27
1400,2008/08/28
1000,2008/08/28
450,2008/09/04
350,2008/09/04
400,2008/09/05
450,2008/09/06
600,2008/09/08
450,2008/09/08
650,2008/09/09
650,2008/09/09
600,2008/09/10
650,2008/09/10
500,2008/09/11
950,2008/09/13
700,2008/09/16
900,2008/09/16
750,2008/09/17
350,2008/09/17
800,2008/09/18
1000,2008/09/18
1300,2008/09/19
1250,2008/09/20
1200,2008/09/21
1650,2008/09/21
1200,2008/09/23
1150,2008/09/23
1400,2008/09/23
1500,2008/09/23
1200,2008/09/24
650,2008/09/24
1500,2008/09/24
1100,2008/09/25
800,2008/09/25
1100,2008/09/26
750,2008/09/26
1100,2008/09/26
1000,2008/09/27
1100,2008/09/28
1350,2008/09/28
1100,2008/09/29
1350,2008/09/29
1250,2008/09/29
1100,2008/09/30
700,2008/09/30
1100,2008/10/01
1250,2008/10/01
1050,2008/10/02
1250,2008/10/02
1000,2008/10/02
1100,2008/10/03
1050,2008/10/03
1000,2008/10/03
1400,2008/10/03
1000,2008/10/04
1150,2008/10/04
950,2008/10/05
1000,2008/10/05
1000,2008/10/05
1000,2008/10/06
950,2008/10/06
850,2008/10/06
1450,2008/10/06
850,2008/10/07
850,2008/10/07
750,2008/10/07
1450,2008/10/07
650,2008/10/08
400,2008/10/08
800,2008/10/09
750,2008/10/09
1000,2008/10/09
600,2008/10/10
650,2008/10/10
700,2008/10/10
1000,2008/10/10
900,2008/10/11
600,2008/10/11
650,2008/10/12
850,2008/10/12
700,2008/10/12
700,2008/10/13
1100,2008/10/13
650,2008/10/13
1050,2008/10/14
650,2008/10/14
1000,2008/10/14
650,2008/10/15
700,2008/10/16
1150,2008/10/16
800,2008/10/16
1075,2008/10/17
900,2008/10/17
950,2008/10/17
1050,2008/10/18
750,2008/10/18
1000,2008/10/19
700,2008/10/20
950,2008/10/20
750,2008/10/20
1000,2008/10/21
600,2008/10/21
750,2008/10/22
1100,2008/10/22
850,2008/10/23
850,2008/10/23
550,2008/10/24
750,2008/10/24
1000,2008/10/24
900,2008/10/25
650,2008/10/26
1000,2008/10/26
750,2008/10/26
600,2008/10/27
600,2008/10/28
850,2008/10/28
700,2008/10/28
750,2008/10/30
650,2008/10/30
600,2008/10/31
800,2008/10/31
1000,2008/10/31
1000,2008/10/31
750,2008/11/01
1050,2008/11/01
900,2008/11/01
600,2008/11/02
1100,2008/11/02
1000,2008/11/02
550,2008/11/03
1200,2008/11/03
900,2008/11/03
800,2008/11/03
700,2008/11/04
1150,2008/11/04
800,2008/11/04
800,2008/11/04
600,2008/11/05
1000,2008/11/05
750,2008/11/05
800,2008/11/05
650,2008/11/06
1000,2008/11/06
1000,2008/11/07
950,2008/11/07
700,2008/11/09
950,2008/11/09
500,2008/11/09
1000,2008/11/09
800,2008/11/10
1150,2008/11/10
700,2008/11/10
1200,2008/11/10
650,2008/11/11
1100,2008/11/11
800,2008/11/11
500,2008/11/12
1100,2008/11/12
700,2008/11/13
950,2008/11/13
700,2008/11/13
1100,2008/11/13
700,2008/11/14
900,2008/11/14
1100,2008/11/14
750,2008/11/15
900,2008/11/15
850,2008/11/16
500,2008/11/16
850,2008/11/16
600,2008/11/17
1000,2008/11/17
650,2008/11/17
900,2008/11/18
700,2008/11/18
850,2008/11/18
600,2008/11/19
1000,2008/11/19
550,2008/11/19
1100,2008/11/19
600,2008/11/20
1000,2008/11/20
850,2008/11/20
1000,2008/11/20
600,2008/11/21
600,2008/11/21
1500,2008/11/22
750,2008/11/22
500,2008/11/23
1050,2008/11/23
500,2008/11/23
950,2008/11/24
750,2008/11/24
850,2008/11/24
450,2008/11/25
1100,2008/11/25
400,2008/11/25
450,2008/11/26
950,2008/11/26
750,2008/11/26
750,2008/11/26
600,2008/11/27
750,2008/11/27
750,2008/11/27
650,2008/11/28
600,2008/11/28
650,2008/11/28
1150,2008/11/29
800,2008/11/29
700,2008/11/30
900,2008/11/30
1000,2008/11/30
700,2008/12/01
700,2008/12/01
550,2008/12/02
450,2008/12/02
1000,2008/12/02
500,2008/12/03
650,2008/12/03
450,2008/12/04
600,2008/12/04
1000,2008/12/04
850,2008/12/05
500,2008/12/05
650,2008/12/05
950,2008/12/06
600,2008/12/06
650,2008/12/06
500,2008/12/07
1250,2008/12/07
450,2008/12/07
650,2008/12/07
1150,2008/12/08
550,2008/12/08
700,2008/12/08
650,2008/12/09
1450,2008/12/09
600,2008/12/09
1200,2008/12/10
800,2008/12/10
1300,2008/12/11
450,2008/12/11
750,2008/12/12
1050,2008/12/12
650,2008/12/12
1000,2008/12/12
1050,2008/12/13
1100,2008/12/13
800,2008/12/14
650,2008/12/14
750,2008/12/15
900,2008/12/15
750,2008/12/16
900,2008/12/16
500,2008/12/16
900,2008/12/16
450,2008/12/17
650,2008/12/17
500,2008/12/17
450,2008/12/18
850,2008/12/18
500,2008/12/19
950,2008/12/19
500,2008/12/19
900,2008/12/20
950,2008/12/20
650,2008/12/21
1050,2008/12/21
800,2008/12/21
650,2008/12/22
950,2008/12/22
700,2008/12/23
1500,2008/12/23
1200,2008/12/23
700,2008/12/24
1200,2008/12/24
800,2008/12/24
800,2008/12/25
1450,2008/12/25
400,2008/12/25
700,2008/12/26
1200,2008/12/26
700,2008/12/26
1100,2008/12/27
1000,2008/12/27
1100,2008/12/28
1550,2008/12/28
500,2008/12/28
1200,2008/12/28
1650,2008/12/29
700,2008/12/29
1000,2008/12/30
1250,2008/12/30
550,2008/12/30
1800,2008/12/30
1250,2008/12/31
1700,2008/12/31
600,2008/12/31
1250,2009/01/01
1750,2009/01/01
1500,2009/01/01
1300,2009/01/02
1500,2009/01/02
1750,2009/01/03
1250,2009/01/04
1950,2009/01/04
1400,2009/01/05
1100,2009/01/05
2000,2009/01/05
1300,2009/01/06
950,2009/01/06
2000,2009/01/06
1700,2009/01/07
1100,2009/01/08
1000,2009/01/09
700,2009/01/09
1000,2009/01/10
750,2009/01/11
950,2009/01/11
900,2009/01/12
900,2009/01/12
800,2009/01/12
900,2009/01/13
1100,2009/01/13
400,2009/01/13
1200,2009/01/13
700,2009/01/14
850,2009/01/14
600,2009/01/14
800,2009/01/15
700,2009/01/15
1100,2009/01/16
1400,2009/01/16
1600,2009/01/17
950,2009/01/18
1000,2009/01/18
1200,2009/01/18
1500,2009/01/18
700,2009/01/19
1250,2009/01/19
1000,2009/01/19
600,2009/01/20
1100,2009/01/20
500,2009/01/21
1000,2009/01/21
1150,2009/01/21
600,2009/01/22
1250,2009/01/22
600,2009/01/22
600,2009/01/23
1400,2009/01/24
700,2009/01/25
800,2009/01/25
900,2009/01/27
1150,2009/01/28
1000,2009/01/28
1450,2009/01/29
800,2009/01/29
1200,2009/01/29
700,2009/01/30
500,2009/01/30
1200,2009/01/31
950,2009/01/31
650,2009/02/01
850,2009/02/01
1100,2009/02/01
600,2009/02/02
800,2009/02/02
1050,2009/02/03
1000,2009/02/03
800,2009/02/04
1300,2009/02/04
900,2009/02/04
1000,2009/02/04
1000,2009/02/05
1350,2009/02/05
1000,2009/02/05
1000,2009/02/05
950,2009/02/06
1650,2009/02/06
1150,2009/02/07
900,2009/02/07
1550,2009/02/08
900,2009/02/09
1800,2009/02/09
1000,2009/02/10
1050,2009/02/11
1600,2009/02/11
650,2009/02/11
1000,2009/02/11
1450,2009/02/12
700,2009/02/12
1550,2009/02/13
500,2009/02/13
1500,2009/02/14
600,2009/02/14
1250,2009/02/14
750,2009/02/15
1325,2009/02/15
800,2009/02/15
1000,2009/02/16
1550,2009/02/16
1200,2009/02/16
950,2009/02/17
1550,2009/02/17
650,2009/02/17
1100,2009/02/17
950,2009/02/18
1500,2009/02/18
700,2009/02/18
950,2009/02/19
1400,2009/02/19
1500,2009/02/20
1150,2009/02/20
1300,2009/02/21
600,2009/02/21
1550,2009/02/22
750,2009/02/22
1300,2009/02/23
700,2009/02/23
950,2009/02/24
1500,2009/02/24
1300,2009/02/24
900,2009/02/25
900,2009/02/25
900,2009/02/26
1450,2009/02/26
1050,2009/02/26
1450,2009/02/27
1050,2009/02/28
1200,2009/02/28
1350,2009/03/01
800,2009/03/01
950,2009/03/02
800,2009/03/02
1250,2009/03/03
750,2009/03/04
600,2009/03/05
1000,2009/03/06
1150,2009/03/08
750,2009/03/08
1300,2009/03/09
500,2009/03/09
800,2009/03/10
750,2009/03/10
850,2009/03/11
700,2009/03/11
600,2009/03/11
1200,2009/03/12
850,2009/03/12
800,2009/03/13
750,2009/03/13
600,2009/03/13
950,2009/03/14
600,2009/03/14
850,2009/03/15
750,2009/03/15
850,2009/03/16
700,2009/03/16
900,2009/03/17
1300,2009/03/17
550,2009/03/17
800,2009/03/18
900,2009/03/19
850,2009/03/19
850,2009/03/20
750,2009/03/20
750,2009/03/20
1100,2009/03/20
750,2009/03/21
550,2009/03/21
950,2009/03/21
750,2009/03/22
700,2009/03/22
1000,2009/03/22
900,2009/03/23
650,2009/03/23
650,2009/03/23
1400,2009/03/23
800,2009/03/24
1050,2009/03/24
500,2009/03/24
900,2009/03/25
800,2009/03/25
500,2009/03/25
1100,2009/03/25
650,2009/03/26
650,2009/03/26
425,2009/03/26
800,2009/03/26
700,2009/03/27
500,2009/03/27
750,2009/03/28
550,2009/03/28
800,2009/03/29
500,2009/03/29
800,2009/03/30
550,2009/03/30
700,2009/03/31
500,2009/03/31
600,2009/04/01
450,2009/04/01
750,2009/04/02
450,2009/04/02
900,2009/04/02
750,2009/04/03
400,2009/04/03
850,2009/04/04
500,2009/04/04
850,2009/04/05
450,2009/04/05
1150,2009/04/06
450,2009/04/06
750,2009/04/07
450,2009/04/07
500,2009/04/08
850,2009/04/09
500,2009/04/09
500,2009/04/10
850,2009/04/11
1050,2009/04/12
600,2009/04/12
950,2009/04/13
500,2009/04/13
950,2009/04/14
550,2009/04/14
550,2009/04/15
700,2009/04/15
600,2009/04/16
850,2009/04/17
550,2009/04/18
650,2009/04/18
1000,2009/04/19
1000,2009/04/21
550,2009/04/21
800,2009/04/22
450,2009/04/22
700,2009/04/23
700,2009/04/24
850,2009/04/28
500,2009/04/28
600,2009/04/29
850,2009/04/30
450,2009/04/30
650,2009/05/02
650,2009/05/03
600,2009/05/04
1000,2009/05/04
400,2009/05/04
550,2009/05/05
1100,2009/05/05
550,2009/05/05
650,2009/05/05
600,2009/05/06
400,2009/05/06
700,2009/05/06
650,2009/05/07
400,2009/05/07
700,2009/05/07
600,2009/05/08
650,2009/05/08
1100,2009/05/09
600,2009/05/09
800,2009/05/09
950,2009/05/10
700,2009/05/10
800,2009/05/11
520,2009/05/11
650,2009/05/12
350,2009/05/12
600,2009/05/13
450,2009/05/13
1150,2009/05/14
650,2009/05/14
700,2009/05/15
800,2009/05/15
450,2009/05/15
750,2009/05/15
1050,2009/05/16
500,2009/05/16
700,2009/05/16
700,2009/05/17
1000,2009/05/17
600,2009/05/17
700,2009/05/18
900,2009/05/18
450,2009/05/18
700,2009/05/19
900,2009/05/19
450,2009/05/19
600,2009/05/19
650,2009/05/20
1050,2009/05/20
400,2009/05/20
1000,2009/05/21
450,2009/05/21
600,2009/05/21
1100,2009/05/22
500,2009/05/22
600,2009/05/22
1100,2009/05/23
450,2009/05/23
600,2009/05/23
1100,2009/05/24
1150,2009/05/25
450,2009/05/25
600,2009/05/25
1050,2009/05/26
450,2009/05/26
1200,2009/05/27
500,2009/05/27
600,2009/05/27
1200,2009/05/28
650,2009/05/28
500,2009/05/29
600,2009/05/29
500,2009/05/30
900,2009/05/30
1200,2009/05/31
625,2009/05/31
1250,2009/06/01
500,2009/06/01
800,2009/06/01
1250,2009/06/02
500,2009/06/02
450,2009/06/03
800,2009/06/04
1300,2009/06/05
1400,2009/06/06
1500,2009/06/07
550,2009/06/07
1200,2009/06/08
1000,2009/06/08
600,2009/06/08
1500,2009/06/09
600,2009/06/09
550,2009/06/10
950,2009/06/10
1650,2009/06/11
750,2009/06/11
1050,2009/06/11
650,2009/06/12
1600,2009/06/13
750,2009/06/13
1750,2009/06/14
1000,2009/06/14
1000,2009/06/15
1400,2009/06/15
850,2009/06/15
1750,2009/06/16
800,2009/06/16
1600,2009/06/17
950,2009/06/17
1400,2009/06/17
1100,2009/06/18
1400,2009/06/18
1850,2009/06/19
1650,2009/06/20
1050,2009/06/20
900,2009/06/21
1700,2009/06/22
850,2009/06/22
1100,2009/06/22
650,2009/06/23
1650,2009/06/24
1000,2009/06/24
1800,2009/06/25
550,2009/06/25
1700,2009/06/26
1100,2009/06/26
1200,2009/06/26
1500,2009/06/27
500,2009/06/27
1250,2009/06/28
1250,2009/06/28
1500,2009/06/29
950,2009/06/29
1250,2009/06/30
950,2009/07/01
1150,2009/07/01
1250,2009/07/01
1050,2009/07/02
750,2009/07/02
1150,2009/07/02
1050,2009/07/03
1050,2009/07/03
950,2009/07/03
700,2009/07/04
1200,2009/07/04
1050,2009/07/05
700,2009/07/05
1200,2009/07/05
800,2009/07/06
1050,2009/07/06
700,2009/07/06
1250,2009/07/06
900,2009/07/07
800,2009/07/07
750,2009/07/07
800,2009/07/08
750,2009/07/08
850,2009/07/08
1100,2009/07/08
750,2009/07/09
800,2009/07/09
700,2009/07/09
750,2009/07/09
600,2009/07/10
650,2009/07/10
800,2009/07/10
800,2009/07/11
750,2009/07/11
700,2009/07/12
1200,2009/07/12
800,2009/07/12
600,2009/07/13
500,2009/07/13
700,2009/07/14
750,2009/07/14
700,2009/07/15
700,2009/07/15
650,2009/07/16
600,2009/07/16
650,2009/07/16
900,2009/07/16
600,2009/07/17
700,2009/07/17
550,2009/07/18
750,2009/07/18
600,2009/07/19
700,2009/07/19
400,2009/07/19
700,2009/07/19
800,2009/07/20
750,2009/07/20
625,2009/07/20
800,2009/07/20
600,2009/07/21
700,2009/07/21
400,2009/07/21
700,2009/07/21
600,2009/07/22
450,2009/07/22
750,2009/07/22
700,2009/07/23
500,2009/07/23
650,2009/07/23
650,2009/07/24
750,2009/07/25
370,2009/07/25
600,2009/07/25
500,2009/07/26
750,2009/07/26
450,2009/07/26
650,2009/07/26
650,2009/07/27
500,2009/07/27
750,2009/07/27
700,2009/07/28
350,2009/07/28
550,2009/07/28
350,2009/07/29
550,2009/07/29
700,2009/07/30
800,2009/07/31
300,2009/07/31
